H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,0,0,0,0,0,0,0
MIR4689,0,0,0,0,0,0,0
NPHP4,13,0,12,2,7,2,13
KCNAB2,13,0,14,0,5,2,7
CHD5,5,0,0,2,0,2,2
RPL22,3309,7,7320,248,1059,1657,3824
LOC102724450,0,0,2,0,0,1,2
RNF207,20,0,8,0,10,7,16
ICMT,296,3,229,13,95,48,130
LINC00337,1,0,0,0,0,0,0
HES3,0,0,0,0,0,0,0
GPR153,9,1,26,1,6,3,8
ACOT7,220,3,138,32,77,50,108
HES2,0,0,1,2,1,0,0
ESPN,0,0,0,0,0,0,0
MIR4252,0,0,0,0,0,0,0
TNFRSF25,45,1,33,3,4,7,14
PLEKHG5,73,0,49,5,5,15,22
NOL9,168,1,144,4,45,29,47
TAS1R1,0,0,1,0,0,0,0
ZBTB48,55,1,64,3,18,11,25
KLHL21,193,0,155,17,61,21,90
PHF13,117,1,68,8,19,12,34
THAP3,95,0,129,12,29,52,64
DNAJC11,106,1,91,7,22,20,51
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,0,1,0,0,0,1
CAMTA1,375,2,745,30,138,305,506
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,308,3,302,23,97,175,216
PER3,14,0,9,2,0,0,11
UTS2,0,0,0,0,0,0,0
TNFRSF9,0,0,0,0,0,0,0
PARK7,2098,11,3199,145,793,1233,1922
ERRFI1,379,3,559,21,229,60,159
LINC01714,0,0,0,0,0,0,1
SLC45A1,39,0,12,2,6,7,6
RERE,290,0,178,35,55,80,116
RERE-AS1,3,0,0,0,0,1,0
SNORD128,0,0,0,0,0,0,0
ENO1,1205,13,2187,147,513,844,821
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,2,0,3,0,0,0,3
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,1,0,0,1,1,27,3
GPR157,25,0,12,0,7,3,11
MIR34AHG,57,0,31,4,18,9,11
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,45,0,52,2,13,15,27
H6PD,140,2,227,3,39,17,67
SPSB1,352,1,164,7,81,111,138
LINC02606,9,0,4,0,4,4,1
SLC25A33,69,0,137,7,28,82,65
TMEM201,27,0,31,5,11,9,12
PIK3CD,19,0,42,3,20,3,13
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,28,0,42,3,2,8,35
CLSTN1,526,8,367,25,155,93,251
CTNNBIP1,139,0,248,15,100,115,130
LZIC,209,3,297,17,88,61,136
NMNAT1,78,0,98,7,15,12,31
TMEM274P,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,0,0,2,4,0,0,1
UBE4B,144,2,160,9,32,18,62
KIF1B,280,2,253,23,86,47,83
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,159,2,639,10,91,215,195
CENPS,31,0,70,2,32,27,21
CENPS-CORT,1,0,2,0,1,0,1
CORT,1,0,1,0,0,0,0
DFFA,227,0,285,12,60,59,76
PEX14,78,1,59,7,17,23,44
CASZ1,25,0,0,2,1,0,0
C1orf127,2,0,2,0,0,0,0
TARDBP,230,1,197,20,36,59,104
MASP2,0,0,1,0,0,0,0
SRM,803,2,1448,85,399,779,873
EXOSC10,144,3,114,7,34,21,52
EXOSC10-AS1,9,0,14,1,4,3,9
MTOR,163,3,89,4,28,17,61
MTOR-AS1,0,0,0,0,0,0,0
ANGPTL7,0,0,0,0,0,0,0
UBIAD1,75,0,79,2,17,15,19
DISP3,0,0,0,0,0,0,0
LINC01647,0,0,0,0,0,0,0
FBXO2,41,0,72,17,20,45,133
FBXO44,79,0,48,8,9,15,39
FBXO6,53,1,40,1,23,28,14
MAD2L2,64,2,131,7,32,38,54
DRAXIN,0,0,2,2,0,0,0
AGTRAP,139,1,393,13,113,170,380
C1orf167,0,0,1,0,0,1,1
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,73,1,62,5,9,8,36
CLCN6,34,0,32,1,7,5,14
NPPA-AS1,1,0,0,0,0,0,1
NPPA,0,0,0,0,0,0,0
NPPB,0,0,0,629,0,1,0
RNU5E-1,0,0,0,0,0,0,0
KIAA2013,239,3,226,16,69,60,116
PLOD1,669,3,615,25,131,134,264
MFN2,218,2,149,15,54,50,62
MIIP,72,0,93,4,34,86,49
MIR6729,0,0,0,0,0,0,0
TNFRSF8,0,0,0,0,0,0,0
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,0,0,1,0,0,0,0
MIR4632,0,0,0,0,0,0,0
VPS13D,98,0,111,7,18,28,36
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,20,1,97,5,13,371,77
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,0,0
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,0,0,0,0,0,1,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,8,0
PDPN,13,0,358,2,105,1571,128
PRDM2,122,2,133,7,34,25,81
KAZN-AS1,0,0,0,0,0,0,0
KAZN,200,0,111,11,30,19,33
TMEM51-AS1,0,0,0,0,0,1,0
TMEM51,8,0,30,1,10,33,20
C1orf195,0,0,0,0,0,0,0
FHAD1,0,0,16,0,0,0,3
FHAD1-AS1,0,0,0,0,0,0,0
EFHD2,42,0,185,2,28,41,71
CTRC,0,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0,0
CASP9,36,0,24,0,15,11,10
DNAJC16,96,0,142,7,25,23,89
SCARNA21B,0,0,0,0,0,0,0
AGMAT,3,0,4,1,2,8,3
DDI2,63,2,81,2,19,12,48
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,244,1,293,13,83,72,124
SLC25A34,7,0,4,0,3,4,6
SLC25A34-AS1,11,0,1,1,0,0,3
TMEM82,0,0,0,0,0,0,0
FBLIM1,1733,7,611,100,169,111,251
UQCRHL,16,0,23,1,0,5,10
FLJ37453,19,0,31,1,10,6,20
SPEN,259,3,202,17,48,37,67
ZBTB17,96,0,64,2,21,15,34
SRARP,0,0,0,0,0,0,0
HSPB7,488,4,3,40,264,6,5
CLCNKA,2,0,1,0,1,0,0
CLCNKB,3,0,0,0,0,1,1
FAM131C,1,0,3,0,0,0,2
EPHA2,458,8,326,37,105,72,177
ARHGEF19,28,0,29,0,14,12,10
CPLANE2,7,0,12,0,0,2,8
FBXO42,109,0,90,8,21,16,35
SZRD1,375,2,369,24,94,107,193
SPATA21,0,0,1,0,0,0,0
NECAP2,341,2,342,19,97,82,126
LINC01772,2,0,6,0,2,1,1
CROCCP3,9,1,12,2,0,3,1
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,0,0,0,0,0,0,0
MIR3675,0,0,0,0,0,0,0
NBPF1,94,3,57,8,41,24,44
CROCCP2,49,0,29,3,18,9,24
MST1P2,10,0,8,0,1,0,6
ESPNP,0,0,0,0,0,0,0
MST1L,2,0,2,0,1,0,0
LOC112267871,0,0,0,0,0,0,0
LOC105376805,102,0,5,0,30,52,61
CROCC,48,0,89,4,25,23,26
MFAP2,387,8,1323,14,187,250,870
ATP13A2,106,1,128,6,36,35,93
SDHB,210,1,334,19,69,158,227
PADI2,0,0,1,0,0,0,0
LINC02783,0,0,5,2,0,1,2
PADI1,27,0,3,1,3,0,1
PADI3,0,0,0,0,0,0,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,0,0
PADI6,0,0,0,0,0,0,0
RCC2,397,3,380,29,81,69,187
ARHGEF10L,113,1,55,13,28,9,25
ACTL8,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,1,0,0,0,0,0,0
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,38,0,36,2,8,9,10
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,50,0,21,7,15,1,15
UBR4,474,4,285,35,114,95,165
EMC1-AS1,22,0,44,0,6,13,22
EMC1,219,1,196,7,50,62,90
MRTO4,145,2,274,12,63,82,127
AKR7L,2,0,2,0,3,0,2
AKR7A3,3,0,1,0,0,1,0
LOC100506730,11,1,18,1,4,2,7
AKR7A2,264,2,669,24,114,182,322
SLC66A1,83,0,86,7,17,27,55
CAPZB,1307,17,1619,68,572,720,805
LOC105378614,0,0,0,0,0,0,0
MICOS10,1426,8,2138,130,637,941,1736
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,24,0,103,3,8,22,70
NBL1,0,0,4,0,1,1,2
HTR6,0,0,0,0,1,0,0
TMCO4,45,1,33,7,17,6,9
RNF186,0,0,0,0,0,0,0
OTUD3,31,1,25,10,19,18,23
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,0,0
PLA2G5,0,0,0,0,0,0,0
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,0,0,0,0,0,0
UBXN10,0,0,0,0,0,2,0
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,288,0,444,30,379,160,397
MUL1,142,2,134,4,32,39,74
FAM43B,1,0,1,0,2,0,13
CDA,1,0,4,0,31,3,10
PINK1,237,2,285,24,142,104,154
MIR6084,0,0,0,0,0,0,0
PINK1-AS,2,0,4,1,0,3,2
DDOST,445,3,936,35,187,522,550
KIF17,11,0,4,0,4,0,2
SH2D5,5,0,12,4,9,1,4
HP1BP3,605,4,545,16,161,104,312
EIF4G3,483,2,388,20,95,85,206
MIR1256,0,0,0,0,0,0,0
ECE1,294,6,224,53,110,81,133
ECE1-AS1,1,0,0,0,0,0,0
NBPF3,10,0,7,1,9,5,5
ALPL,58,2,1920,3,86,6,184
RAP1GAP,2,0,1,0,2,5,1
USP48,283,0,272,13,86,51,106
LDLRAD2,4,0,0,0,0,0,2
HSPG2,1657,9,769,74,232,231,422
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,1,0,0,0,0,0,0
LINC00339,15,0,28,4,7,8,32
CDC42,1578,6,2324,112,459,962,1764
WNT4,14,0,0,0,6,70,14
MIR4418,0,0,0,0,0,0,0
ZBTB40,68,0,55,6,33,15,19
EPHA8,0,0,0,0,0,0,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,24,1,173,4,83,60,87
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,0,0,0,0,0,0,0
KDM1A,196,0,193,10,47,35,95
MIR3115,0,0,0,0,0,0,0
LUZP1,562,2,437,44,141,182,243
HTR1D,4,0,0,0,2,0,1
LINC01355,3,0,32,1,3,9,14
HNRNPR,652,5,722,37,152,161,372
ZNF436,31,1,26,1,8,6,15
ZNF436-AS1,10,0,27,1,2,4,15
TCEA3,121,1,51,0,29,5,26
ASAP3,21,0,77,1,3,5,6
E2F2,0,0,0,0,0,0,0
LOC101928163,0,0,0,0,0,0,0
ID3,2730,3,514,288,370,1425,1033
MDS2,0,0,0,0,0,0,0
RPL11,4888,36,19446,612,2335,4473,9832
ELOA,271,1,184,16,77,55,88
ELOA-AS1,11,0,31,0,2,6,11
PITHD1,145,1,274,18,66,114,146
LYPLA2,180,0,158,22,44,93,126
GALE,60,4,95,11,23,58,62
HMGCL,95,0,269,6,47,58,133
FUCA1,82,0,221,7,48,84,72
CNR2,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,196,1,254,18,31,55,186
SRSF10,508,4,535,31,141,166,345
MYOM3,0,0,1,0,1,1,0
IL22RA1,0,0,0,0,0,0,0
IFNLR1,0,0,2,2,3,0,0
LINC02800,0,0,0,0,0,0,0
GRHL3,0,0,1,0,0,0,0
STPG1,30,0,28,3,8,9,16
NIPAL3,328,7,142,18,102,92,124
RCAN3AS,0,0,4,0,0,0,1
RCAN3,72,1,39,3,22,7,29
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,0,0,0,0,0,0
SRRM1,545,4,500,38,126,145,350
CLIC4,1201,13,1603,47,625,257,1205
RUNX3,4,0,18,0,5,0,0
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,431,5,629,24,121,151,377
RSRP1,365,3,429,14,83,67,206
RHD,0,0,1,0,0,0,1
TMEM50A,912,10,1896,68,391,565,1057
RHCE,3,0,3,0,5,3,3
MACO1,215,1,159,23,45,52,77
LDLRAP1,53,0,74,2,16,33,36
MAN1C1,5,0,86,0,13,14,17
SELENON,224,0,456,12,62,34,219
MTFR1L,198,4,254,15,66,71,122
LOC646471,0,0,1,0,1,0,1
AUNIP,1,0,1,0,0,0,0
PAQR7,49,1,71,1,9,61,123
STMN1,828,6,1481,145,269,335,592
MIR3917,0,0,0,0,0,0,0
PAFAH2,101,1,52,2,21,8,30
EXTL1,45,0,7,0,69,1,56
SLC30A2,1,0,0,0,1,0,0
TRIM63,0,0,1,0,0,0,0
PDIK1L,17,0,21,1,6,4,10
FAM110D,0,0,9,0,0,0,1
C1orf232,0,0,0,0,0,0,0
ZNF593,267,4,709,33,144,213,503
CNKSR1,3,0,1,0,0,1,0
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,2,0,0,0,0,0,4
CEP85,31,0,30,1,8,4,5
SH3BGRL3,2725,13,6747,519,1749,3460,6246
UBXN11,37,0,35,1,9,9,15
CD52,0,0,0,0,0,0,0
CRYBG2,0,0,1,0,0,0,2
ZNF683,0,0,0,0,0,0,0
LIN28A,0,0,0,0,0,0,0
DHDDS,100,2,106,7,19,42,65
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,1073,3,1570,60,307,457,922
RPS6KA1,10,0,6,1,2,1,2
MIR1976,0,0,0,0,0,0,0
LOC101928728,2,0,0,0,0,0,1
ARID1A,477,1,268,30,107,70,172
PIGV,81,1,124,2,27,22,42
ZDHHC18,38,0,51,3,16,11,26
SFN,0,0,0,0,0,1,0
GPN2,68,1,90,4,18,28,42
GPATCH3,45,0,46,3,9,16,13
NR0B2,0,0,0,0,0,0,0
NUDC,513,2,675,57,206,271,305
KDF1,0,0,0,0,0,0,1
TRNP1,284,3,453,12,81,126,122
TENT5B,9,0,7,0,0,12,10
SLC9A1,153,4,109,5,30,22,116
WDTC1,87,0,98,7,18,26,58
TMEM222,150,1,191,17,41,80,146
ACTG1P20,7,2,21,0,3,4,7
SYTL1,4,0,5,0,2,0,3
MAP3K6,53,1,52,2,21,10,27
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,0,0,0,0,0,2,0
WASF2,869,7,899,48,227,136,230
AHDC1,148,0,183,5,31,24,45
FGR,0,0,0,0,0,0,0
LINC02574,0,0,0,0,0,0,0
IFI6,109,18,265,104,63,40,62
FAM76A,46,1,71,1,14,23,51
STX12,255,3,218,12,56,84,136
PPP1R8,115,0,152,7,32,37,77
SCARNA1,0,0,0,0,0,0,0
THEMIS2,1,0,19,0,2,0,1
RPA2,125,0,154,5,43,66,91
SMPDL3B,1,0,0,0,0,1,0
XKR8,44,0,29,1,12,26,20
EYA3,53,0,120,5,16,32,33
PTAFR,1,0,0,0,0,1,0
DNAJC8,556,3,639,42,129,187,389
ATP5IF1,1945,9,1803,165,534,746,1718
SESN2,594,11,387,13,105,48,192
MED18,23,0,33,0,7,3,7
PHACTR4,271,3,180,10,54,29,93
RCC1,59,0,101,7,9,15,34
SNHG3,104,1,403,11,34,25,107
SNORA73A,0,0,0,0,0,0,0
SNORA73B,0,0,0,0,1,0,0
TRNAU1AP,104,0,197,4,42,43,97
SNHG12,72,0,102,3,19,18,92
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,4,0,10,0,0,2,3
TAF12,202,2,457,13,98,179,242
LINC01715,4,0,10,0,1,6,9
RNU11,0,0,0,0,0,0,0
GMEB1,74,0,73,3,26,16,25
YTHDF2,472,1,635,40,111,151,322
OPRD1,0,0,0,0,0,0,0
EPB41,68,0,39,2,10,8,17
TMEM200B,18,0,16,0,10,3,5
SRSF4,269,0,394,18,77,84,148
MECR,69,0,127,6,34,43,72
PTPRU,99,1,53,4,39,19,73
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,0,0,3,0,0,0,0
MATN1-AS1,4,0,9,0,2,2,6
LAPTM5,1,0,0,0,0,0,0
MIR4420,0,0,0,0,0,0,0
LINC01778,1,0,2,0,0,0,0
SDC3,460,0,355,22,119,16,126
PUM1,555,3,512,33,124,133,283
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,1,0,0,0,0,1,0
SNRNP40,158,0,321,10,50,148,204
ZCCHC17,245,1,304,21,59,118,152
FABP3,57,0,37,22,39,0,9
SERINC2,199,4,719,24,1384,336,370
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,40,0,1,5,0,35,114
HCRTR1,0,0,0,0,0,1,0
PEF1,287,0,312,17,81,109,139
COL16A1,70,16,566,0,109,186,203
ADGRB2,21,0,27,4,13,27,28
MIR4254,0,0,0,0,0,0,0
SPOCD1,18,0,22,2,31,45,83
PTP4A2,939,4,1685,70,317,550,780
KHDRBS1,392,3,783,34,103,230,360
TMEM39B,51,0,86,1,12,13,29
MIR5585,0,0,0,0,0,0,0
KPNA6,385,3,358,17,88,79,144
TXLNA,399,2,359,14,81,67,160
CCDC28B,192,0,207,14,60,111,146
IQCC,11,1,9,0,3,0,2
DCDC2B,1,0,0,0,0,0,0
TMEM234,92,0,107,8,24,50,57
EIF3I,564,5,1088,55,226,374,435
MTMR9LP,10,0,59,0,3,0,15
FAM167B,5,0,39,0,1,0,12
LCK,0,0,0,0,0,0,0
HDAC1,148,1,210,8,40,66,88
MARCKSL1,403,0,878,83,28,845,323
FAM229A,51,0,18,0,14,19,27
TSSK3,0,0,0,0,0,0,0
BSDC1,295,1,269,15,63,146,100
ZBTB8B,7,0,1,1,1,0,1
ZBTB8A,109,1,117,3,38,36,66
ZBTB8OS,304,4,344,17,98,197,229
RBBP4,206,3,245,17,33,104,297
SYNC,514,1,313,19,180,118,169
KIAA1522,107,2,62,3,45,7,31
YARS1,435,6,602,33,115,103,193
S100PBP,100,0,106,1,29,37,52
FNDC5,4,0,10,0,2,8,2
HPCA,0,0,3,0,0,0,0
TMEM54,125,1,254,13,97,68,98
RNF19B,27,0,40,2,15,7,24
AK2,281,0,285,14,90,143,180
AZIN2,4,0,14,2,5,4,24
TRIM62,48,0,46,0,9,8,27
ZNF362,193,1,99,6,31,30,66
A3GALT2,0,0,0,0,0,0,0
PHC2,247,0,640,21,99,164,329
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,0,0,0,0,0,0
ZSCAN20,15,0,5,1,1,2,0
CSMD2,7,0,2,0,3,2,12
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,0,0,0,0,0,0,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0
GJB3,0,0,0,0,0,0,0
GJA4,0,0,0,0,0,0,0
SMIM12,167,0,256,15,73,129,167
DLGAP3,1,0,0,0,0,1,1
LOC653160,7,1,11,0,1,0,10
TMEM35B,335,4,626,11,138,153,354
ZMYM6,43,0,58,2,18,11,39
ZMYM1,40,0,60,3,15,14,38
SFPQ,440,2,652,28,134,180,391
ZMYM4,209,0,219,15,51,48,85
ZMYM4-AS1,0,0,0,0,0,0,0
KIAA0319L,266,2,194,13,64,77,118
NCDN,174,1,113,15,27,22,76
TFAP2E,4,0,2,0,0,0,1
PSMB2,915,8,1229,81,240,520,735
C1orf216,126,0,33,4,37,24,64
CLSPN,5,0,8,0,0,0,1
AGO4,45,0,49,4,8,5,26
AGO1,91,0,86,3,35,12,50
AGO3,182,1,186,6,28,23,104
TEKT2,0,0,0,0,0,0,0
ADPRHL2,141,4,232,14,53,83,188
COL8A2,44,0,217,2,13,18,459
TRAPPC3,406,2,804,33,179,231,537
MAP7D1,443,8,592,38,178,139,260
THRAP3,695,2,651,38,144,229,351
SH3D21,4,0,0,1,0,0,0
EVA1B,1060,7,1931,97,380,244,905
STK40,141,3,48,7,16,12,31
