H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
PHF13,706,716,753,671,356,667,425
THAP3,976,965,761,592,838,860,537
DNAJC11,1412,1046,1605,1259,883,1126,914
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,4,21,6,4,2,14,8
CAMTA1,9757,10982,10073,10553,6865,12730,6470
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,1537,1148,1053,1043,841,1312,1167
PER3,191,133,128,137,76,114,85
UTS2,2,6,1,3,19,0,1
TNFRSF9,1,1,1,0,17,0,0
PARK7,54672,40114,41167,32945,24974,24026,27276
ERRFI1,894,483,819,972,974,1672,694
LINC01714,0,0,1,0,0,0,0
SLC45A1,81,75,37,59,12,89,17
RERE,1809,1963,2058,2154,1012,2099,1187
RERE-AS1,1,1,2,4,2,1,0
SNORD128,0,0,0,0,0,0,0
ENO1,53309,43765,55964,33839,31095,38160,57364
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,39,69,36,41,39,61,12
CA6,0,0,0,0,1,1,0
SLC2A7,0,0,0,0,0,1,0
SLC2A5,0,1,2,0,0,2,1
GPR157,47,51,41,65,42,86,32
MIR34AHG,101,332,66,72,77,149,105
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,57,266,71,70,44,155,65
H6PD,44,147,100,106,81,175,45
SPSB1,88,84,139,66,72,91,48
LINC02606,2,4,3,0,0,0,0
SLC25A33,3552,2330,4365,3213,2832,3303,1809
TMEM201,416,296,617,507,205,458,264
PIK3CD,125,314,71,130,261,264,172
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,738,1014,302,614,357,921,396
CLSTN1,1516,1605,1817,1383,681,1567,1233
CTNNBIP1,3742,3627,5197,3848,2386,5094,3456
LZIC,1757,1471,1675,1278,1504,1123,1206
NMNAT1,91,101,167,69,165,67,129
TMEM274P,1,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,589,1194,210,298,888,524,419
UBE4B,1278,1165,1104,1514,609,1616,657
KIF1B,2312,2385,2454,2216,1289,2347,1210
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,7449,5580,6524,6244,3528,8592,5445
CENPS,1627,1092,1359,1171,1013,972,1073
CENPS-CORT,66,32,85,24,27,37,15
CORT,15,13,20,5,3,11,7
DFFA,5923,5086,4023,3895,2556,3571,3435
PEX14,528,446,654,423,347,504,354
CASZ1,112,108,123,119,73,161,93
C1orf127,0,0,1,5,0,8,0
TARDBP,2853,2275,2317,2614,1351,2964,1736
MASP2,6,2,1,5,1,4,1
SRM,43171,20696,29175,24850,15460,20634,19048
EXOSC10,1491,1087,1116,1188,967,1010,806
EXOSC10-AS1,323,160,210,236,235,140,143
MTOR,1524,1288,1103,1408,777,1678,647
MTOR-AS1,1,0,0,0,0,1,1
ANGPTL7,4,0,1,4,3,0,2
UBIAD1,1217,799,1109,1189,728,911,696
DISP3,31,70,69,58,11,64,15
LINC01647,2,0,3,0,4,2,3
FBXO2,4044,5576,3492,2786,3470,2675,5529
FBXO44,600,463,804,454,341,407,322
FBXO6,56,33,56,24,93,23,82
MAD2L2,9880,8124,12921,7444,7240,9217,8507
DRAXIN,1071,716,2221,1181,867,855,1511
AGTRAP,4771,4565,5513,3504,2917,4942,2931
C1orf167,32,46,4,80,1,9,110
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,440,448,294,524,204,429,245
CLCN6,287,227,187,352,147,289,165
NPPA-AS1,3,0,2,0,2,0,4
NPPA,1,0,1,1,9,0,3
NPPB,1917,18,463,1596,3644,100,9081
RNU5E-1,0,0,0,0,0,0,0
KIAA2013,1742,1218,1284,1610,1004,1434,1182
PLOD1,782,441,393,689,241,610,515
MFN2,848,574,826,870,562,842,528
MIIP,4764,3424,3562,2614,2329,2865,2980
MIR6729,0,0,0,0,0,0,0
TNFRSF8,122,51,153,319,208,334,339
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,24,42,24,48,7,91,21
MIR4632,0,0,0,0,0,0,0
VPS13D,372,341,263,442,177,472,173
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,1509,1473,594,1193,333,436,863
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,1,0,0,0
AADACL3,50,46,1,15,3,5,133
C1orf158,0,3,2,2,0,1,46
PRAMEF12,2,5,12,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,6,1,2,5,2,3,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,1,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,23,8,17,70,9,26,4
PDPN,5096,2931,5782,5968,1768,4949,2897
PRDM2,764,633,743,698,576,910,446
KAZN-AS1,0,0,0,0,0,0,0
KAZN,716,553,715,663,324,774,1439
TMEM51-AS1,3,6,6,6,2,12,3
TMEM51,390,180,541,431,158,619,160
C1orf195,0,0,0,0,0,0,0
FHAD1,10,9,31,12,2,23,1
FHAD1-AS1,1,0,1,0,0,0,0
EFHD2,781,614,1272,724,451,853,397
CTRC,0,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0,0
CASP9,388,376,553,348,231,508,176
DNAJC16,430,428,412,510,339,480,291
SCARNA21B,0,0,0,0,0,0,0
AGMAT,560,404,526,654,270,423,162
DDI2,968,713,731,993,631,883,562
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,1099,902,1037,1021,638,1112,762
SLC25A34,14,3,13,17,7,13,10
SLC25A34-AS1,0,2,0,0,1,0,3
TMEM82,20,54,26,22,16,29,6
FBLIM1,3239,1599,3243,3627,2743,2879,2282
UQCRHL,849,484,468,1104,387,580,303
FLJ37453,511,1130,537,552,388,665,330
SPEN,1760,1157,1735,1828,1258,1812,1219
ZBTB17,472,309,555,379,287,403,288
SRARP,3,1,1,0,2,4,15
HSPB7,0,0,1,1,1,0,0
CLCNKA,9,15,8,9,7,17,7
CLCNKB,11,17,13,27,9,24,7
FAM131C,35,44,64,29,15,94,14
EPHA2,571,521,338,701,373,691,1443
ARHGEF19,947,827,1235,1229,514,1168,508
CPLANE2,80,74,45,42,41,55,44
FBXO42,441,385,415,456,346,431,271
SZRD1,4115,2593,3054,2851,1840,2926,2576
SPATA21,3,2,3,2,2,1,1
NECAP2,1153,737,1338,819,587,778,871
LINC01772,17,21,6,14,10,21,8
CROCCP3,99,124,37,103,36,129,39
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,3,9,3,4,11,1,2
MIR3675,0,0,0,0,0,0,0
NBPF1,398,247,255,402,627,176,216
CROCCP2,1149,669,381,448,493,718,224
MST1P2,17,41,15,26,28,32,5
ESPNP,1,2,0,1,0,1,0
MST1L,10,16,2,11,8,20,4
LOC112267871,4,9,4,2,4,3,0
LOC105376805,1042,2356,689,697,557,2115,235
CROCC,516,451,408,442,260,477,232
MFAP2,2768,2310,3571,3260,1865,5103,2890
ATP13A2,1676,1154,1137,1867,845,1488,893
SDHB,3588,3053,3592,2608,2052,3809,2728
PADI2,52,33,29,78,56,48,18
LINC02783,0,0,0,0,0,0,0
PADI1,12,15,7,20,4,9,5
PADI3,4,12,1,5,13,8,2
MIR3972,0,0,0,0,0,0,0
PADI4,5,2,1,6,8,8,52
PADI6,0,0,0,1,1,0,0
RCC2,5854,4904,6699,7413,4824,7417,5052
ARHGEF10L,256,399,494,506,252,696,243
ACTL8,34,13,88,29,16,32,4
LINC01654,0,0,0,0,0,0,0
IGSF21,1158,762,397,892,128,1078,363
KLHDC7A,611,480,236,714,113,670,210
PAX7,3,1,309,5,14,1,2
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,782,586,688,534,328,476,512
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,256,48,93,164,297,60,247
UBR4,2599,2363,1390,2718,1707,2357,1492
EMC1-AS1,35,43,43,26,34,26,15
EMC1,845,693,798,778,486,770,837
MRTO4,9632,5158,10808,6899,5852,4643,6088
AKR7L,17,24,12,14,6,23,6
AKR7A3,16,30,10,16,8,20,9
LOC100506730,23,48,26,53,20,67,19
AKR7A2,4937,4022,5443,2663,2035,3096,2687
SLC66A1,547,399,586,466,446,442,429
CAPZB,13394,10151,14626,11458,6879,12211,11706
LOC105378614,0,0,0,0,0,1,0
MICOS10,20550,17953,18139,21107,13351,16899,15379
MICOS10-NBL1,0,0,0,1,0,0,0
RPS14P3,1272,1065,695,596,481,842,1315
NBL1,1,0,0,1,1,1,2
HTR6,6,10,8,10,3,49,0
TMCO4,34,40,74,76,49,61,45
RNF186,0,0,0,0,0,0,0
OTUD3,331,432,404,376,215,384,202
PLA2G2E,1,0,0,0,0,0,0
PLA2G2A,14,82,28,5,21,55,317
PLA2G5,0,1,0,0,0,0,9
PLA2G2D,0,0,0,0,0,0,1
PLA2G2F,0,0,0,0,0,0,1
PLA2G2C,0,2,1,0,1,2,0
UBXN10-AS1,13,15,22,24,13,18,12
UBXN10,28,15,31,24,12,14,18
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,2,1,11,1,4,1
LINC01141,1,0,0,0,0,0,0
CAMK2N1,216,390,1015,583,1144,1242,213
MUL1,715,549,927,473,539,451,367
FAM43B,77,98,45,27,54,93,19
CDA,302,466,237,686,344,1172,723
PINK1,625,431,642,465,389,623,630
MIR6084,0,0,0,0,0,0,0
PINK1-AS,15,6,12,10,6,6,8
DDOST,8303,8103,9809,6084,4150,5864,6157
KIF17,143,107,60,68,252,91,56
SH2D5,257,139,211,238,116,208,80
HP1BP3,1875,1773,2051,1759,1297,1808,1381
EIF4G3,1746,1747,1462,1464,679,1717,777
MIR1256,0,0,0,0,0,0,0
ECE1,819,610,701,808,346,586,521
ECE1-AS1,0,2,1,4,0,3,0
NBPF3,36,23,88,96,71,239,15
ALPL,3215,2783,3730,2686,1384,3166,3231
RAP1GAP,120,114,135,128,99,159,77
USP48,3805,3037,2783,2734,1699,2926,2090
LDLRAD2,4,12,8,10,16,11,8
HSPG2,756,782,316,815,139,1067,772
CELA3B,0,1,0,2,0,0,0
CELA3A,1,0,0,0,0,0,0
LINC01635,5,15,1,2,4,1,8
LINC00339,315,629,324,490,183,654,417
CDC42,11262,9979,15540,8628,8652,12476,14953
WNT4,39,57,229,16,14,33,23
MIR4418,0,0,0,0,0,0,0
ZBTB40,450,238,416,401,286,269,204
EPHA8,201,125,290,373,47,314,48
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,256,193,313,319,80,391,81
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,2,6,0,0,1,2,1
KDM1A,5459,4636,6086,5192,1946,5425,2969
MIR3115,0,0,0,0,0,0,0
LUZP1,4392,2691,4134,4217,2616,2331,3206
HTR1D,21,80,59,158,62,139,4
LINC01355,57,118,31,62,37,84,40
HNRNPR,15083,9668,16825,11505,6952,10721,8969
ZNF436,11,14,13,4,13,19,16
ZNF436-AS1,14,75,21,7,13,22,19
TCEA3,6,20,13,2,18,0,17
ASAP3,392,290,520,481,172,488,276
E2F2,100,84,109,110,32,123,24
LOC101928163,0,0,1,0,0,0,0
ID3,28936,18073,38319,19526,7284,27052,35229
MDS2,0,5,1,0,0,2,2
RPL11,309634,332373,234500,266299,211513,265285,258495
ELOA,2594,1264,2346,1959,1600,1528,1240
ELOA-AS1,232,233,213,190,142,260,111
PITHD1,5580,4339,6496,4463,4122,4666,4127
LYPLA2,4988,3867,6474,4371,2197,5123,3252
GALE,857,887,1111,854,1093,854,1714
HMGCL,224,733,383,246,781,340,417
FUCA1,383,361,342,355,235,292,449
CNR2,6,3,2,0,1,1,5
MIR378F,0,0,0,0,0,0,0
PNRC2,5406,5072,3768,4658,2344,5144,2615
SRSF10,13174,10233,13241,9502,7541,9851,8668
MYOM3,2,3,0,1,1,1,0
IL22RA1,9,11,6,4,6,3,4
IFNLR1,263,206,242,321,137,344,102
LINC02800,0,1,0,1,0,0,0
GRHL3,18,31,16,11,8,17,243
STPG1,229,250,147,210,219,240,111
NIPAL3,428,394,320,628,183,484,127
RCAN3AS,28,46,11,34,27,32,9
RCAN3,1142,873,740,2010,521,1372,515
NCMAP-DT,1,2,0,1,0,0,0
NCMAP,2,11,1,4,3,9,1
SRRM1,12320,9822,9892,10958,6648,8137,6706
CLIC4,3533,3161,3328,3803,3647,4906,3932
RUNX3,26,27,18,14,12,19,15
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,3880,4150,4349,3156,4556,3299,3144
RSRP1,1416,1348,1376,1003,1157,1251,850
RHD,26,14,5,1,2,1,3
TMEM50A,6318,7235,8127,5554,5957,7565,7146
RHCE,9,13,11,4,2,5,15
MACO1,910,591,1237,996,827,537,825
LDLRAP1,632,372,598,447,352,422,880
MAN1C1,263,146,218,277,117,293,1015
SELENON,1157,1334,770,1232,533,1469,793
MTFR1L,997,809,1196,787,636,1030,655
LOC646471,35,12,7,17,17,16,13
AUNIP,1254,992,1446,1048,772,901,723
PAQR7,89,163,96,93,85,159,187
STMN1,37719,42513,53816,31584,26732,50457,38107
MIR3917,0,0,0,0,0,0,0
PAFAH2,228,239,199,222,171,244,133
EXTL1,7,2,4,1,4,3,5
SLC30A2,3,5,12,4,16,0,4
TRIM63,1,2,0,0,1,0,1
PDIK1L,79,120,104,76,52,103,69
FAM110D,70,68,206,150,75,108,67
C1orf232,1,4,3,2,1,2,1
ZNF593,7496,4832,5315,5399,5832,5175,5289
CNKSR1,252,261,154,243,200,257,157
CATSPER4,1,2,0,0,0,0,0
ZPLD2P,261,381,151,192,86,253,108
CEP85,473,299,375,445,198,425,239
SH3BGRL3,11760,11967,12789,12978,10702,16958,9589
UBXN11,319,209,334,153,137,211,117
CD52,38,80,35,19,6,100,8
CRYBG2,691,452,518,480,587,310,503
ZNF683,0,0,0,0,2,0,0
LIN28A,12107,11173,7831,15894,5683,10947,5899
DHDDS,922,666,839,616,537,567,570
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,42506,27385,66311,29888,23316,33428,23652
RPS6KA1,1219,1008,1189,859,563,1124,769
MIR1976,0,0,0,0,0,0,0
LOC101928728,8,17,9,11,8,10,4
ARID1A,4216,3453,2912,5657,2563,5355,3071
PIGV,224,473,253,234,126,309,164
ZDHHC18,576,420,698,539,363,514,413
SFN,887,396,226,365,1467,305,1827
GPN2,1211,848,1044,815,877,665,747
GPATCH3,596,381,507,446,600,380,377
NR0B2,1,0,0,0,1,0,0
NUDC,18383,10998,16346,11418,10880,10004,10862
KDF1,772,844,825,835,620,1065,510
TRNP1,2483,1695,2197,1923,2472,1714,1717
TENT5B,3367,2552,2390,2542,2805,2495,1935
SLC9A1,410,287,333,447,281,342,289
WDTC1,169,207,205,219,97,339,188
TMEM222,1353,729,1701,883,1356,814,1228
ACTG1P20,194,137,131,174,154,148,134
SYTL1,362,909,237,282,243,477,711
MAP3K6,142,179,98,104,40,137,79
FCN3,4,6,1,2,3,1,3
CD164L2,56,170,47,61,11,113,13
GPR3,96,76,58,70,43,149,44
WASF2,6157,4666,5169,4910,4822,4841,3431
AHDC1,412,343,383,522,107,658,312
FGR,3,15,0,21,3,5,2
LINC02574,0,2,0,0,0,1,0
IFI6,191,312,152,216,93,295,64
FAM76A,613,731,593,489,379,654,431
STX12,381,286,378,356,294,471,350
PPP1R8,1458,1106,1355,1070,996,1134,954
SCARNA1,0,0,1,0,0,0,0
THEMIS2,188,227,149,215,92,168,109
RPA2,4046,3405,5064,2584,3409,2254,2406
SMPDL3B,1802,1124,1522,1881,674,1871,1128
XKR8,1288,929,1087,774,592,860,676
EYA3,938,541,1192,670,337,989,556
PTAFR,46,64,27,131,28,142,96
DNAJC8,11592,10579,11009,9423,7021,8678,7564
ATP5IF1,28194,25800,15866,24567,17495,15438,11931
SESN2,1126,1086,910,955,3573,1060,1413
MED18,190,296,206,201,192,109,108
PHACTR4,1969,1890,1310,1957,1198,2383,930
RCC1,3046,1671,3837,2114,1052,2360,1863
SNHG3,3547,3795,2507,4088,2434,5812,1612
SNORA73A,0,4,1,2,1,0,0
SNORA73B,2,2,2,1,5,2,0
TRNAU1AP,3264,1973,3210,2086,2068,1607,1764
SNHG12,1529,1526,1921,1594,2818,1552,1622
SNORD99,1,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,2,1,0,0
SNORA16A,4,1,0,1,0,0,0
RAB42,550,592,303,760,156,943,172
TAF12,3189,2752,3753,2673,2905,2823,3419
LINC01715,15,25,22,31,20,24,7
RNU11,0,0,0,0,0,0,0
GMEB1,1286,1265,1245,1329,815,1667,727
YTHDF2,9317,6806,11891,8666,6914,9004,7120
OPRD1,97,81,61,73,33,98,15
EPB41,1996,1568,2793,1760,757,1732,755
TMEM200B,141,184,178,128,116,234,258
SRSF4,6324,5513,6393,4842,2651,6232,3885
MECR,1667,1419,1479,1442,888,1383,1112
PTPRU,498,535,284,465,158,427,389
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,1,0
MATN1,3,6,2,3,1,8,2
MATN1-AS1,3,3,0,0,1,2,2
LAPTM5,4,12,2,5,2,12,6
MIR4420,0,0,0,0,0,0,0
LINC01778,5,3,1,5,65,1,11
SDC3,299,284,508,564,281,504,328
PUM1,4241,3449,3111,4522,2124,4975,2559
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,2088,1094,2213,1702,742,1810,554
SNRNP40,5948,5830,9603,5514,4096,7572,6021
ZCCHC17,7546,4268,4920,5567,3144,4044,3009
FABP3,3252,1039,1979,1404,418,1420,630
SERINC2,1519,1208,1611,1731,890,1835,514
LDC1P,0,0,0,0,0,1,0
LINC01226,0,0,0,0,1,0,0
TINAGL1,118,164,58,179,70,334,144
HCRTR1,0,1,5,2,2,0,0
PEF1,2607,1431,2996,1673,1800,1389,1802
COL16A1,31,29,46,64,44,37,43
ADGRB2,160,190,219,274,85,380,44
MIR4254,0,0,0,0,0,0,0
SPOCD1,12,10,6,15,62,13,0
PTP4A2,10033,7770,10669,9413,9061,10023,7544
KHDRBS1,14864,12827,14970,12961,7541,16360,10384
TMEM39B,1330,837,1340,988,617,822,616
MIR5585,0,0,0,0,0,0,0
KPNA6,3073,2829,2248,2986,1359,3177,1709
TXLNA,1688,1277,1247,1285,966,1215,921
CCDC28B,1682,1828,2406,1545,577,2130,647
IQCC,157,142,217,138,139,91,75
DCDC2B,0,1,0,1,0,0,0
TMEM234,604,290,582,369,525,255,341
EIF3I,14420,11671,17485,10379,10128,9556,9467
MTMR9LP,255,485,324,308,122,369,115
FAM167B,29,75,11,47,18,76,10
LCK,649,1192,630,1046,569,1593,196
HDAC1,3459,3862,3389,1959,1732,2542,2520
MARCKSL1,55762,44801,92770,60017,35729,62489,46027
FAM229A,135,199,81,89,96,145,46
TSSK3,1,5,2,0,3,3,1
BSDC1,851,835,1018,917,887,988,745
ZBTB8B,320,357,248,262,107,299,95
ZBTB8A,1161,1093,982,885,869,1026,646
ZBTB8OS,4907,4725,4542,4509,3656,4164,4820
RBBP4,3767,4248,4406,4024,1805,5127,3046
SYNC,450,782,570,440,280,266,302
KIAA1522,772,777,576,732,503,939,1376
YARS1,4665,2392,4893,3394,3210,3729,3985
S100PBP,768,881,694,843,496,1245,465
FNDC5,65,49,109,39,35,40,58
HPCA,35,76,66,49,21,107,9
TMEM54,398,441,609,279,692,573,808
RNF19B,321,359,257,267,336,446,425
