H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
CDK11A,1116,1035,1125,616,298,396,428
SLC35E2A,327,359,438,381,180,389,567
NADK,2090,2629,2662,1339,1208,1144,2102
GNB1,17259,17979,16944,9538,9110,6344,14626
CALML6,1,13,3,1,2,12,21
TMEM52,64,99,83,34,34,34,40
CFAP74,0,0,0,0,0,1,0
GABRD,0,0,0,0,0,0,1
LOC105378591,0,0,0,1,0,0,0
PRKCZ,54,52,99,437,48,120,100
PRKCZ-AS1,83,88,59,60,48,36,90
FAAP20,11081,11930,10066,7219,4528,5960,12617
SKI,1635,1663,1572,949,736,508,1290
MORN1,52,83,102,33,19,58,59
LOC100129534,4,5,5,4,12,11,13
RER1,19268,21044,19682,11927,9073,16552,18169
PEX10,1354,1627,2456,864,780,1128,1185
PLCH2,285,341,20,157,83,13,67
PANK4,385,350,507,121,226,171,459
HES5,110,35,9,13,77,2,15
TNFRSF14-AS1,0,0,0,0,0,0,0
TNFRSF14,22,42,0,0,1,0,0
LOC100996583,0,1,0,0,0,0,0
PRXL2B,814,805,1185,633,492,340,680
MMEL1,1,0,1,2,0,1,0
TTC34,0,0,0,0,1,0,0
ACTRT2,0,0,0,0,0,0,0
PRDM16-DT,201,67,37,328,95,0,0
PRDM16,457,197,76,443,234,1,3
MIR4251,0,0,0,0,0,0,0
ARHGEF16,48,86,72,29,12,13,32
MEGF6,1292,420,395,2689,271,58,461
MIR551A,0,0,0,0,0,0,0
TPRG1L,2624,2356,2085,2695,1599,1243,2862
WRAP73,1270,1074,1309,605,515,681,841
TP73,0,0,3,0,0,0,0
TP73-AS1,360,421,507,260,193,268,461
CCDC27,0,0,0,0,0,0,0
SMIM1,204,434,449,352,55,420,312
LRRC47,2108,1898,2288,1358,1055,1002,1729
CEP104,1336,1275,1546,872,696,647,977
DFFB,221,231,302,145,101,151,179
C1orf174,1837,1955,2626,1174,822,1413,1606
LINC01134,3,4,3,1,0,6,5
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,0,0,12,0,0,2,0
MIR4689,0,0,0,0,0,0,0
NPHP4,110,138,206,82,90,77,214
KCNAB2,43,79,100,52,51,36,258
CHD5,44,37,3,401,89,13,52
RPL22,91651,103183,106399,52720,28556,56296,64440
LOC102724450,35,82,56,20,22,42,69
RNF207,145,276,107,53,127,125,418
ICMT,2590,2809,3299,1255,1899,1163,2362
LINC00337,4,3,4,4,7,2,3
HES3,0,0,0,0,0,0,0
GPR153,87,136,159,160,89,78,194
ACOT7,6023,5227,5408,4984,2175,1487,3649
HES2,16,5,4,60,15,1,9
ESPN,0,2,1,1,0,0,2
MIR4252,0,0,0,0,0,0,0
TNFRSF25,427,510,676,230,230,182,548
PLEKHG5,650,933,1176,642,515,254,692
NOL9,1800,1701,2167,724,779,686,1006
TAS1R1,0,0,2,0,1,0,0
ZBTB48,626,557,606,415,296,283,445
KLHL21,1335,1367,1102,832,885,430,1709
PHF13,765,815,760,448,289,299,927
THAP3,2372,1836,1560,1490,753,1014,1189
DNAJC11,1203,1379,1748,676,477,636,1137
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,2,2,6,3,2,0,2
CAMTA1,10965,13255,11349,7135,4850,7880,10928
CAMTA1-AS2,1,0,0,0,0,0,0
VAMP3,6958,4919,4702,3617,2157,4134,5578
PER3,75,107,105,147,31,19,113
UTS2,0,0,0,0,0,1,0
TNFRSF9,3,21,8,31,1,28,28
PARK7,55021,64023,54317,31544,21727,35489,37049
ERRFI1,8610,6157,5046,2020,2711,1684,8210
LINC01714,17,7,0,8,2,1,7
SLC45A1,211,265,51,88,64,81,158
RERE,2697,1856,1679,4696,863,1631,2461
RERE-AS1,5,4,3,0,1,2,3
SNORD128,0,0,0,0,0,0,1
ENO1,48610,47593,118181,22254,18463,23134,70581
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,21,36,48,28,16,22,42
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,5,64,2,8,34,181,144
GPR157,141,134,109,72,98,57,210
MIR34AHG,275,295,246,136,119,146,325
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,658,584,452,421,210,343,414
H6PD,545,767,1328,354,294,456,890
SPSB1,3047,1990,1129,619,1650,1556,1231
LINC02606,76,96,66,38,29,34,32
SLC25A33,2344,2013,1798,1400,1063,1595,981
TMEM201,274,250,359,124,132,126,214
PIK3CD,363,486,572,193,229,110,541
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,388,585,297,73,109,229,236
CLSTN1,3572,4142,4846,1621,2249,1840,6164
CTNNBIP1,4408,4190,4054,2963,2424,2872,3744
LZIC,3620,3447,3797,1851,1618,2050,2765
NMNAT1,845,858,1220,543,316,399,880
TMEM274P,0,1,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,103,83,155,126,10,14,16
UBE4B,946,1276,1419,615,534,584,1075
KIF1B,3116,3055,3572,2510,1523,928,2393
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,2695,3373,8143,1984,2031,3574,3346
CENPS,724,1050,1702,361,678,758,540
CENPS-CORT,35,40,75,8,9,17,11
CORT,10,12,18,5,3,7,3
DFFA,3816,4140,5524,2570,1285,2175,2332
PEX14,990,834,1094,464,380,461,598
CASZ1,233,118,18,136,38,13,37
C1orf127,4,6,4,7,2,0,2
TARDBP,2017,2338,2874,1188,898,1063,2011
MASP2,0,0,0,1,0,0,0
SRM,36112,33287,33471,14020,15823,25652,19075
EXOSC10,1432,1732,2041,676,524,426,820
EXOSC10-AS1,341,266,172,203,126,80,129
MTOR,1205,1276,1473,745,584,520,992
MTOR-AS1,1,0,0,0,0,0,1
ANGPTL7,0,1,1,1,0,4,4
UBIAD1,915,1012,998,492,376,427,661
DISP3,0,1,2,0,0,0,2
LINC01647,1,0,0,0,0,0,0
FBXO2,806,796,959,1171,364,2970,7961
FBXO44,911,641,626,639,339,537,937
FBXO6,768,834,430,400,401,506,715
MAD2L2,1903,2169,4502,1320,812,1053,1684
DRAXIN,8,5,237,69,2,7,4
AGTRAP,2543,3145,4230,1637,1465,2391,3644
C1orf167,10,14,3,8,10,15,1
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,349,480,404,303,152,215,492
CLCN6,262,324,305,158,136,137,343
NPPA-AS1,1,1,0,2,2,1,2
NPPA,12,0,0,17,1,0,0
NPPB,2803,426,4,72145,386,6976,4986
RNU5E-1,0,1,0,0,0,1,0
KIAA2013,2631,2824,4077,1713,1634,1655,3354
PLOD1,5329,6880,6229,2836,3064,4191,11790
MFN2,1349,1497,1742,723,718,739,1755
MIIP,1634,1353,1805,867,751,1063,903
MIR6729,0,0,0,0,0,0,0
TNFRSF8,0,0,0,2,0,14,7
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,3,1,14,0,1,7,0
MIR4632,0,0,0,0,0,0,0
VPS13D,558,690,857,347,308,397,686
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,131,272,462,64,100,5746,2282
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,1,0
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,2,2,7,1,0,0,1
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,1,29,0
PDPN,144,304,1524,47,308,12398,274
PRDM2,1477,1311,1375,864,518,689,1061
KAZN-AS1,0,0,0,0,0,0,0
KAZN,3745,1428,1348,2057,831,419,925
TMEM51-AS1,1,0,2,0,0,5,2
TMEM51,162,286,277,29,160,405,318
C1orf195,0,0,0,0,0,0,0
FHAD1,0,1,28,0,0,1,10
FHAD1-AS1,0,0,2,0,0,0,0
EFHD2,1987,2532,3451,553,750,1464,2197
CTRC,2,1,2,0,0,1,1
CELA2A,0,0,0,0,0,98,1
CELA2B,0,0,0,0,0,8,0
CASP9,385,330,224,256,169,256,255
DNAJC16,869,884,1018,646,499,521,1100
SCARNA21B,0,0,0,1,0,0,0
AGMAT,77,132,32,36,49,26,83
DDI2,686,594,867,276,270,259,595
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,2716,2014,3181,1767,1342,1027,1988
SLC25A34,35,32,35,19,16,19,68
SLC25A34-AS1,126,11,49,156,19,0,16
TMEM82,1,0,0,0,0,0,0
FBLIM1,17806,11663,10254,13459,5977,2478,8027
UQCRHL,629,421,549,281,165,160,197
FLJ37453,332,407,533,496,194,292,315
SPEN,2431,2445,3047,1129,1006,995,1548
ZBTB17,978,904,1085,510,404,483,700
SRARP,0,0,1,0,0,0,0
HSPB7,1726,197,64,1116,1837,542,17
CLCNKA,1,4,2,6,2,2,8
CLCNKB,6,6,5,2,3,2,2
FAM131C,49,79,282,86,80,16,135
EPHA2,4429,2906,3574,2827,2442,1014,3848
ARHGEF19,438,444,322,83,247,465,169
CPLANE2,123,114,202,50,46,93,79
FBXO42,876,834,927,534,344,318,960
SZRD1,5191,4982,6294,2626,2661,2421,3787
SPATA21,2,6,4,5,4,1,2
NECAP2,4883,4028,4741,3087,1728,1722,3751
LINC01772,63,73,66,34,24,19,49
CROCCP3,107,138,148,74,41,37,103
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,3,6,3,2,3,3,5
MIR3675,0,0,0,0,0,0,0
NBPF1,708,887,581,292,614,601,516
CROCCP2,614,738,360,276,254,161,507
MST1P2,20,21,25,8,5,20,41
ESPNP,0,0,0,0,0,0,0
MST1L,4,4,3,2,2,5,1
LOC112267871,0,3,3,0,0,3,1
LOC105376805,1337,1095,41,251,318,748,612
CROCC,580,846,805,344,292,333,676
MFAP2,5490,5365,9133,1730,3829,2829,13344
ATP13A2,1803,1214,1581,979,894,714,2481
SDHB,5284,6121,7499,2831,2076,3274,4803
PADI2,106,349,3,9,0,1,50
LINC02783,37,10,39,199,58,83,143
PADI1,259,403,12,55,57,26,73
PADI3,1,1,2,0,0,2,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,0,0
PADI6,0,0,0,0,0,0,0
RCC2,3234,3045,3285,1314,1349,1127,3822
ARHGEF10L,1009,988,743,848,448,181,531
ACTL8,0,1,7,0,1,3,1
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,0,2,2,0,0,0,1
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,626,676,644,366,263,312,322
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,740,590,905,357,327,92,682
UBR4,4665,3843,3489,2844,1905,1364,3812
EMC1-AS1,167,217,224,82,112,175,213
EMC1,1718,2260,2586,875,964,1554,2125
MRTO4,4712,4933,7692,2591,1825,2362,2083
AKR7L,30,32,31,16,11,14,37
AKR7A3,15,13,15,4,4,10,27
LOC100506730,59,94,101,34,29,36,108
AKR7A2,7422,8440,9987,4119,2707,5891,5831
SLC66A1,905,850,1053,840,532,582,895
CAPZB,24716,28131,25700,14168,10858,15477,19495
LOC105378614,0,0,0,0,0,0,0
MICOS10,37426,39028,34012,18722,15462,19712,28196
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,846,770,1201,320,256,902,1109
NBL1,14,10,15,6,11,5,19
HTR6,0,1,1,0,0,1,6
TMCO4,395,403,343,360,112,102,158
RNF186,0,0,0,0,0,0,0
OTUD3,1330,497,555,1389,266,365,453
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,21,0
PLA2G5,0,0,1,0,0,2,1
PLA2G2D,0,1,0,0,0,0,0
PLA2G2F,0,0,0,0,0,1,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,1,0,4,0,19,0
UBXN10,0,0,0,0,0,12,0
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,3045,2258,4775,3125,5325,3648,2778
MUL1,1703,1550,1341,683,568,611,1218
FAM43B,28,7,25,6,65,7,84
CDA,92,65,168,25,387,30,225
PINK1,2658,3223,4694,2126,2378,1343,3855
MIR6084,0,0,0,0,0,0,0
PINK1-AS,29,34,52,26,9,33,34
DDOST,10926,13174,12001,8079,3798,16166,8936
KIF17,207,81,57,122,80,30,44
SH2D5,270,102,145,173,165,31,93
HP1BP3,6302,7148,7822,4009,3175,2792,4912
EIF4G3,3857,3810,4198,2550,1588,1752,3176
MIR1256,0,0,0,0,0,0,0
ECE1,3681,3078,3406,2554,1753,1663,4366
ECE1-AS1,4,1,8,1,3,0,2
NBPF3,83,79,144,54,74,90,44
ALPL,2,46,1689,1,17,1,124
RAP1GAP,13,25,15,61,22,29,30
USP48,4293,4648,5126,2833,1577,1885,2690
LDLRAD2,18,22,10,18,9,18,15
HSPG2,8608,8568,7842,6325,4155,2490,10097
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,12,31,4,7,3,2,11
LINC00339,272,287,385,165,92,158,268
CDC42,27618,25117,32979,16332,12626,18613,28221
WNT4,23,18,4,35,100,248,30
MIR4418,0,0,0,0,0,0,0
ZBTB40,617,441,589,303,222,228,344
EPHA8,0,0,1,6,3,1,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,1,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,655,1352,3007,236,769,643,1834
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,2,4,2,0,0,2,2
KDM1A,2767,3278,4640,1957,1012,1423,2254
MIR3115,0,0,0,0,0,0,0
LUZP1,13445,8905,7260,7978,4522,2935,7723
HTR1D,43,80,20,38,62,6,103
LINC01355,136,234,269,73,70,116,210
HNRNPR,11750,14048,18246,5993,4552,5194,5879
ZNF436,186,236,317,124,91,84,295
ZNF436-AS1,208,315,391,111,56,294,634
TCEA3,1193,1148,485,75,288,88,721
ASAP3,128,138,524,145,83,126,218
E2F2,22,18,43,7,2,4,0
LOC101928163,0,0,0,0,0,0,1
ID3,84637,63339,61296,44040,40307,28773,29969
MDS2,1,2,1,0,0,0,2
RPL11,210604,261973,291001,135716,70552,195394,166918
ELOA,3506,3055,2665,2115,1525,1528,2200
ELOA-AS1,138,221,339,86,63,138,107
PITHD1,4323,3399,4369,3954,2251,2403,3194
LYPLA2,3949,2921,3324,2595,1265,1774,3141
GALE,2016,2041,3339,1335,621,1567,1787
HMGCL,1314,1361,2291,1007,655,1021,1841
FUCA1,1614,1326,1259,1865,524,1396,1468
CNR2,0,3,6,2,0,1,0
MIR378F,0,0,0,0,0,0,0
PNRC2,4009,3019,3165,2012,839,1507,2485
SRSF10,9520,9149,9963,4775,3559,4517,5900
MYOM3,2,9,17,0,13,1,23
IL22RA1,0,0,0,0,0,0,0
IFNLR1,10,11,26,9,2,2,5
LINC02800,0,0,0,1,0,0,0
GRHL3,3,0,0,2,1,3,4
STPG1,345,353,412,174,196,132,303
NIPAL3,2071,2810,2058,1170,1642,1684,3326
RCAN3AS,14,11,16,4,6,7,15
RCAN3,1314,1174,1610,599,389,146,630
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,0,0,1,0,0,1
SRRM1,11323,11221,11054,6699,3650,3769,5705
CLIC4,12213,12804,18870,3968,6903,4742,20155
RUNX3,42,66,352,0,21,0,30
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,6586,6328,6042,4667,2560,3818,5038
RSRP1,3979,2979,3485,2310,1111,2868,3202
RHD,2,2,1,5,0,4,1
TMEM50A,23752,22314,21064,14465,9314,10842,22571
RHCE,42,69,27,21,59,146,60
MACO1,3084,2477,1974,2381,1343,1385,1862
LDLRAP1,535,536,720,312,298,648,666
MAN1C1,34,23,171,17,61,156,77
SELENON,1714,1919,2956,1059,699,825,2827
MTFR1L,3405,3089,3368,1949,1566,1728,2939
LOC646471,8,18,16,9,15,3,7
AUNIP,184,162,387,51,75,48,47
PAQR7,413,372,550,114,234,485,1280
STMN1,29351,36546,66386,36121,14564,14110,11089
MIR3917,0,0,0,0,0,0,0
PAFAH2,445,488,426,222,290,205,343
EXTL1,246,1151,217,34,651,19,763
SLC30A2,5,45,0,4,6,1,8
TRIM63,1,2,2,2,0,0,2
PDIK1L,208,213,171,149,89,64,138
FAM110D,88,268,520,47,8,33,40
C1orf232,0,0,1,0,0,1,0
ZNF593,6992,7239,8625,4171,3399,5088,6720
CNKSR1,17,6,10,4,3,6,10
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,19,37,0,5,3,4,24
CEP85,243,201,317,92,104,47,146
SH3BGRL3,146692,144309,149860,93047,76944,94561,168122
UBXN11,248,384,448,116,90,182,236
CD52,11,1,2,2,3,4,13
CRYBG2,7,14,11,10,3,6,21
ZNF683,0,0,1,0,0,0,1
LIN28A,2,2,1,123,3,2,0
DHDDS,1254,1568,1767,1002,718,877,1213
DHDDS-AS1,0,1,0,0,0,0,0
HMGN2,20670,27446,43932,10583,7668,21828,12802
RPS6KA1,169,181,509,107,46,35,186
MIR1976,0,0,0,0,0,0,0
LOC101928728,19,22,22,9,6,11,11
ARID1A,4242,4442,4551,2434,1662,1744,3690
PIGV,800,882,901,484,299,456,849
ZDHHC18,483,503,753,273,292,294,536
SFN,1,7,45,1,1,3,7
GPN2,1118,1203,1444,637,525,696,1009
GPATCH3,546,492,489,266,200,265,331
NR0B2,2,0,1,1,0,1,0
NUDC,16328,15543,20575,9273,6395,5685,8049
KDF1,0,0,0,1,0,0,1
TRNP1,3999,4887,3830,2141,1685,1119,1766
TENT5B,149,375,324,107,101,179,168
SLC9A1,985,990,1121,386,565,348,1621
WDTC1,597,707,928,371,342,321,902
TMEM222,2508,1939,2390,1554,1029,1438,2314
ACTG1P20,232,265,242,99,68,90,145
SYTL1,57,154,58,30,21,27,107
MAP3K6,438,613,727,170,223,218,451
FCN3,0,0,0,0,0,0,0
CD164L2,1,0,1,0,1,0,0
GPR3,32,18,19,8,10,6,16
WASF2,11405,10767,12455,5834,3712,3635,6781
AHDC1,987,1580,2008,689,539,579,1048
FGR,1,0,0,0,0,0,1
LINC02574,1,3,3,3,6,0,3
IFI6,1329,9221,1727,2818,5491,913,728
FAM76A,465,531,712,213,244,274,549
STX12,3611,4285,2626,1474,1407,1671,3255
PPP1R8,1836,2008,2114,1102,797,826,1396
SCARNA1,1,1,2,0,0,1,0
THEMIS2,18,46,88,9,11,7,90
RPA2,2895,2066,2343,1477,978,1208,1507
SMPDL3B,17,28,7,12,3,27,15
XKR8,916,822,699,371,337,469,661
EYA3,1102,821,1432,478,438,675,702
PTAFR,13,16,9,1,3,1,3
DNAJC8,12107,11988,13963,8418,4160,5457,6994
ATP5IF1,41738,42510,32066,22965,14284,18479,36377
SESN2,2659,2088,1875,1186,727,1505,2838
MED18,379,387,472,206,119,166,172
PHACTR4,2011,2743,2739,1414,776,606,1660
RCC1,750,861,1907,327,308,363,589
SNHG3,1851,3202,6775,1317,847,1327,1698
SNORA73A,0,1,0,0,0,0,0
SNORA73B,5,3,11,2,0,2,5
TRNAU1AP,1976,3073,3817,1478,911,1092,1898
SNHG12,1545,1359,1507,821,501,850,1057
SNORD99,0,0,1,1,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,60,195,118,46,14,72,62
TAF12,5181,5151,5572,2747,2358,5150,3767
LINC01715,65,58,81,22,38,42,56
RNU11,0,0,0,0,0,0,0
GMEB1,1256,1401,1371,838,499,451,767
YTHDF2,8533,9152,9026,6215,3409,3921,6649
OPRD1,0,3,0,1,4,2,0
EPB41,549,533,532,345,233,447,542
TMEM200B,111,180,294,21,47,89,97
SRSF4,5047,4544,7490,2803,1791,1851,3261
MECR,1550,1861,2411,950,641,1217,1421
PTPRU,401,352,276,119,249,379,632
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,8,12,12,2,3,5,12
MATN1-AS1,53,50,46,21,13,42,46
LAPTM5,24,19,4,6,0,1,14
MIR4420,0,0,0,0,0,0,0
LINC01778,35,114,82,24,21,83,40
SDC3,2127,2455,2821,705,1441,641,2389
PUM1,5066,5122,5438,3701,2284,2480,4223
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,16,11,9,55,17,21,5
SNRNP40,4084,4230,5322,2145,1393,2612,2415
ZCCHC17,7165,6234,6049,4681,2500,3300,4709
FABP3,1147,323,216,1586,333,65,124
SERINC2,2641,2346,2347,2448,5468,1297,3574
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,463,21,28,822,5,110,3830
HCRTR1,0,0,0,0,1,0,4
PEF1,4042,4214,5157,2415,1786,2192,3055
COL16A1,159,764,2151,40,387,712,1291
ADGRB2,144,190,506,139,207,335,611
MIR4254,0,0,0,0,0,0,0
SPOCD1,3545,2287,3096,868,1418,1180,3663
PTP4A2,19702,18462,25392,10905,9543,14039,19193
KHDRBS1,8658,11822,17395,6580,3801,5761,7332
TMEM39B,940,1145,1635,489,394,423,784
MIR5585,0,0,0,0,0,0,0
KPNA6,3572,4289,5189,2343,1967,1800,3567
TXLNA,3065,3064,3146,1409,1248,1644,2984
CCDC28B,4274,5785,3490,2358,1480,2572,2733
IQCC,90,80,132,46,32,35,47
DCDC2B,2,2,0,1,0,1,0
TMEM234,1752,1360,1526,1141,550,1294,1183
EIF3I,15982,19912,24872,9101,6584,11834,10443
MTMR9LP,80,152,414,17,21,93,121
FAM167B,44,138,374,5,11,23,116
LCK,0,1,1,0,0,0,0
HDAC1,2482,4028,5107,1268,842,1599,2685
MARCKSL1,27046,22553,26996,33172,11141,26918,20295
FAM229A,504,581,104,154,228,307,513
TSSK3,1,7,6,3,2,2,2
BSDC1,2352,2845,2555,1821,1516,2164,2834
ZBTB8B,42,24,16,17,22,17,7
ZBTB8A,1313,1410,1431,629,394,701,702
ZBTB8OS,7244,7779,6735,4501,3007,4287,3628
RBBP4,2359,2325,3396,1797,826,2199,2720
SYNC,4316,7425,4585,2072,2613,1213,3477
KIAA1522,523,895,633,186,433,213,1089
