H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
HNRNPCL1,0,1,0,0,0,0,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,3,8
PDPN,3,73,180,0,5,406,753
PRDM2,23,114,51,2,8,6,118
KAZN-AS1,0,0,0,0,0,0,0
KAZN,36,141,49,10,6,2,75
TMEM51-AS1,0,1,0,0,0,0,0
TMEM51,1,20,18,0,0,6,55
C1orf195,0,0,0,0,0,0,0
FHAD1,0,0,5,0,0,0,0
FHAD1-AS1,0,0,0,0,0,0,0
EFHD2,13,158,141,8,10,17,169
CTRC,0,1,0,0,0,0,0
CELA2A,0,0,0,0,0,1,0
CELA2B,0,0,0,0,0,0,0
CASP9,5,56,18,0,3,4,21
DNAJC16,11,122,52,5,1,3,97
SCARNA21B,0,0,0,0,0,0,0
AGMAT,2,15,3,0,0,0,11
DDI2,7,52,29,2,2,1,48
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,38,303,129,18,21,8,196
SLC25A34,0,6,2,0,0,1,4
SLC25A34-AS1,8,3,0,0,0,0,0
TMEM82,0,0,0,0,0,0,0
FBLIM1,278,1051,356,92,73,34,658
UQCRHL,6,38,12,5,3,1,15
FLJ37453,3,52,19,4,1,4,25
SPEN,22,231,90,4,5,7,116
ZBTB17,9,84,42,1,3,7,74
SRARP,0,0,0,0,0,0,0
HSPB7,87,135,0,38,23,6,9
CLCNKA,0,0,1,0,0,1,1
CLCNKB,0,0,0,0,0,0,1
FAM131C,1,8,11,0,0,1,6
EPHA2,45,429,136,9,15,10,297
ARHGEF19,2,47,15,0,1,3,18
CPLANE2,1,7,6,0,0,1,9
FBXO42,12,92,33,1,2,4,89
SZRD1,59,428,206,25,18,46,305
SPATA21,0,0,0,0,0,0,0
NECAP2,79,433,188,40,16,21,360
LINC01772,0,6,2,0,0,1,7
CROCCP3,1,15,5,0,0,0,11
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,0,1,1,0,0,0,0
MIR3675,0,0,0,0,0,0,0
NBPF1,7,122,26,5,5,3,51
CROCCP2,8,82,9,1,3,1,42
MST1P2,0,3,1,0,0,0,2
ESPNP,0,0,0,0,0,0,0
MST1L,0,0,1,0,0,0,1
LOC112267871,0,1,0,0,0,0,0
LOC105376805,26,227,1,5,3,16,91
CROCC,13,84,41,1,5,1,65
MFAP2,56,537,525,7,40,49,1456
ATP13A2,9,122,69,1,7,14,205
SDHB,75,551,266,27,15,41,464
PADI2,0,8,1,0,0,0,8
LINC02783,0,1,1,1,1,1,16
PADI1,1,48,0,0,0,0,7
PADI3,0,0,0,0,0,0,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,0,0
PADI6,0,0,0,0,0,0,0
RCC2,31,477,154,7,10,17,302
ARHGEF10L,12,123,26,2,5,4,41
ACTL8,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,0,1,0,0,0,0,0
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,8,46,14,2,1,8,34
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,3,48,18,0,0,1,37
UBR4,53,494,119,14,22,11,325
EMC1-AS1,6,38,12,0,1,3,39
EMC1,19,213,100,7,12,26,201
MRTO4,34,344,305,15,16,35,195
AKR7L,0,5,0,0,0,0,1
AKR7A3,0,2,0,0,0,0,4
LOC100506730,0,9,5,0,0,2,14
AKR7A2,147,887,435,48,32,91,549
SLC66A1,10,118,50,3,6,4,82
CAPZB,437,2967,1099,163,133,282,1903
LOC105378614,0,0,0,0,0,0,0
MICOS10,553,4258,1389,161,192,401,2998
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,12,69,52,2,4,13,93
NBL1,1,5,1,0,0,2,2
HTR6,1,1,0,0,0,1,0
TMCO4,6,52,20,3,1,1,11
RNF186,0,0,0,0,0,0,0
OTUD3,12,47,22,8,4,3,48
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,0,0
PLA2G5,0,0,1,0,0,0,0
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,0,0,0,0,2,0
UBXN10,0,0,0,0,0,1,0
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,87,655,233,80,73,70,365
MUL1,24,217,65,1,1,4,111
FAM43B,0,0,0,0,0,0,2
CDA,1,6,6,0,7,0,14
PINK1,67,362,171,19,52,29,374
MIR6084,0,0,0,0,0,0,0
PINK1-AS,0,2,2,0,0,0,7
DDOST,165,1160,536,53,40,272,1031
KIF17,2,11,0,1,0,2,1
SH2D5,2,7,5,0,0,0,8
HP1BP3,107,769,296,26,30,35,435
EIF4G3,62,427,154,11,14,17,258
MIR1256,0,0,0,0,0,0,0
ECE1,29,288,136,12,16,23,378
ECE1-AS1,0,3,0,0,0,0,0
NBPF3,0,12,5,0,0,2,5
ALPL,35,568,710,10,32,21,269
RAP1GAP,0,9,1,3,0,0,1
USP48,55,363,170,15,10,15,237
LDLRAD2,0,3,1,0,0,0,0
HSPG2,160,998,376,20,30,49,920
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,0,3,1,0,0,0,0
LINC00339,3,44,11,2,1,1,27
CDC42,420,2681,1370,154,123,355,3077
WNT4,3,3,0,0,1,17,91
MIR4418,0,0,0,0,0,0,0
ZBTB40,6,77,31,2,0,0,33
EPHA8,0,0,0,1,0,0,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,7,119,98,1,5,18,170
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,0,0,0,0,0,0,0
KDM1A,32,252,157,12,5,10,173
MIR3115,0,0,0,0,0,0,0
LUZP1,112,746,235,17,36,26,669
HTR1D,0,3,0,0,0,0,7
LINC01355,1,14,7,0,0,0,18
HNRNPR,155,1035,556,47,33,57,550
ZNF436,1,30,14,2,1,0,39
ZNF436-AS1,7,30,11,0,1,2,65
TCEA3,34,192,21,4,2,1,47
ASAP3,1,26,31,0,0,2,22
E2F2,0,0,3,0,0,0,0
LOC101928163,0,0,0,0,0,0,0
ID3,775,1988,1528,123,271,335,3105
MDS2,0,0,0,0,0,0,1
RPL11,2582,16913,11677,1143,1011,3096,16211
ELOA,36,258,106,8,9,22,198
ELOA-AS1,0,30,10,0,1,1,22
PITHD1,51,332,190,25,23,24,362
LYPLA2,35,223,103,12,10,18,287
GALE,23,135,111,5,8,17,129
HMGCL,31,247,102,4,3,14,171
FUCA1,18,209,78,15,7,16,128
CNR2,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,27,221,129,4,7,17,261
SRSF10,104,856,385,25,28,49,597
MYOM3,0,1,1,0,0,0,1
IL22RA1,0,0,0,0,0,0,0
IFNLR1,0,2,1,0,0,0,0
LINC02800,0,0,0,0,0,0,0
GRHL3,0,1,0,0,0,0,0
STPG1,4,62,19,0,0,0,18
NIPAL3,44,508,75,5,4,34,300
RCAN3AS,0,2,2,0,0,0,2
RCAN3,14,120,44,5,5,2,51
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,0,0,0,0,0,0
SRRM1,106,870,402,30,16,37,536
CLIC4,256,1736,816,64,79,98,1823
RUNX3,0,3,20,0,0,0,3
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,113,814,253,44,38,47,506
RSRP1,51,344,134,6,7,21,288
RHD,0,0,0,0,0,0,0
TMEM50A,253,2371,1047,90,96,186,2284
RHCE,0,7,3,0,0,3,14
MACO1,32,212,81,9,12,14,164
LDLRAP1,9,70,32,3,3,6,73
MAN1C1,0,11,23,0,0,1,21
SELENON,29,223,172,7,7,21,250
MTFR1L,46,318,132,18,15,16,249
LOC646471,0,2,1,0,1,0,1
AUNIP,0,7,23,0,0,0,9
PAQR7,1,52,30,1,1,4,116
STMN1,346,1511,2259,255,194,94,1059
MIR3917,0,0,0,0,0,0,0
PAFAH2,10,89,20,0,3,1,34
EXTL1,3,100,2,0,2,0,60
SLC30A2,0,1,0,0,0,0,0
TRIM63,0,1,0,0,0,0,0
PDIK1L,3,24,5,1,0,1,12
FAM110D,0,3,10,0,0,0,4
C1orf232,0,0,0,0,0,0,0
ZNF593,66,691,373,35,23,72,731
CNKSR1,0,2,0,0,0,0,1
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,0,11,0,0,0,0,5
CEP85,2,29,12,0,1,0,9
SH3BGRL3,1765,9943,5470,1284,1025,1960,16086
UBXN11,6,44,19,2,1,8,18
CD52,0,0,0,0,0,0,0
CRYBG2,0,1,1,0,0,0,2
ZNF683,0,0,0,0,0,0,0
LIN28A,0,0,0,0,2,0,0
DHDDS,11,151,64,4,6,6,124
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,354,2159,1685,101,80,238,1511
RPS6KA1,2,11,11,0,0,0,12
MIR1976,0,0,0,0,0,0,0
LOC101928728,0,4,1,0,0,0,3
ARID1A,43,372,152,4,14,21,280
PIGV,16,172,50,0,3,6,79
ZDHHC18,6,53,33,2,6,9,48
SFN,0,0,0,0,0,1,1
GPN2,9,89,49,2,3,16,95
GPATCH3,5,52,19,1,4,1,36
NR0B2,0,0,0,0,0,0,0
NUDC,180,1123,732,87,68,73,712
KDF1,0,0,0,0,0,0,2
TRNP1,102,1075,234,36,22,50,244
TENT5B,6,17,8,0,1,1,41
SLC9A1,12,148,37,0,4,8,148
WDTC1,16,91,38,2,0,8,78
TMEM222,24,207,100,9,4,20,232
ACTG1P20,2,12,12,0,0,0,10
SYTL1,3,12,2,1,0,1,3
MAP3K6,12,63,43,1,2,0,37
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,0,0,1,0,0,0,3
WASF2,135,1223,521,29,21,27,556
AHDC1,10,188,74,2,7,2,76
FGR,0,0,0,0,0,0,0
LINC02574,0,2,0,0,0,0,0
IFI6,45,3889,138,118,68,19,99
FAM76A,6,71,37,0,4,3,51
STX12,55,484,116,13,18,30,325
PPP1R8,22,206,87,4,5,10,126
SCARNA1,0,0,0,0,0,0,0
THEMIS2,0,6,3,0,0,0,9
RPA2,33,282,151,10,5,18,189
SMPDL3B,0,0,0,0,0,0,1
XKR8,8,75,26,1,1,3,36
EYA3,9,99,59,2,3,6,78
PTAFR,0,2,0,0,0,0,1
DNAJC8,176,1125,534,69,42,67,661
ATP5IF1,600,4216,1227,220,140,303,3869
SESN2,55,490,136,4,3,16,209
MED18,5,52,24,0,1,0,17
PHACTR4,22,273,106,5,6,6,146
RCC1,10,65,81,1,3,2,41
SNHG3,10,161,229,2,4,14,153
SNORA73A,0,1,0,0,0,0,0
SNORA73B,0,0,0,0,0,0,0
TRNAU1AP,34,301,161,16,7,21,178
SNHG12,14,158,69,4,10,9,96
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,2,15,9,0,0,0,13
TAF12,64,515,265,20,21,44,442
LINC01715,0,11,7,0,0,1,12
RNU11,0,0,0,0,0,0,0
GMEB1,10,110,42,2,9,2,54
YTHDF2,88,751,380,24,26,47,632
OPRD1,0,0,0,0,0,0,0
EPB41,9,83,13,0,1,6,45
TMEM200B,1,15,10,0,0,1,8
SRSF4,54,434,222,13,15,17,251
MECR,30,179,106,9,4,32,137
PTPRU,6,81,16,2,2,3,63
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,0,1,0,0,0,0,2
MATN1-AS1,0,8,2,0,1,0,6
LAPTM5,0,1,0,0,0,0,0
MIR4420,0,0,0,0,0,0,0
LINC01778,0,6,5,0,0,2,6
SDC3,39,344,101,5,15,6,174
PUM1,63,533,220,8,9,14,359
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,0,2,0,0,1,0,0
SNRNP40,48,447,286,13,15,33,271
ZCCHC17,78,485,240,33,21,44,488
FABP3,29,86,28,40,10,2,17
SERINC2,61,909,301,35,177,196,596
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,5,7,0,4,0,0,292
HCRTR1,0,0,0,0,0,0,0
PEF1,102,485,206,32,25,48,315
COL16A1,5,265,155,0,1,35,272
ADGRB2,3,21,18,3,3,11,75
MIR4254,0,0,0,0,0,0,0
SPOCD1,13,50,68,7,8,28,231
PTP4A2,239,1708,1027,106,80,252,1764
KHDRBS1,95,775,600,40,28,52,654
TMEM39B,10,79,58,0,3,7,65
MIR5585,0,0,0,0,0,0,0
KPNA6,27,369,170,11,6,13,341
TXLNA,48,432,135,4,9,16,286
CCDC28B,62,490,159,9,8,36,305
IQCC,2,15,6,0,0,2,6
DCDC2B,0,0,0,0,0,0,0
TMEM234,24,151,60,2,5,9,130
EIF3I,280,1532,860,77,76,205,928
MTMR9LP,1,21,15,0,0,0,9
FAM167B,2,10,18,0,0,0,7
LCK,0,0,0,0,0,0,0
HDAC1,29,264,182,9,4,18,225
MARCKSL1,200,485,881,159,152,278,2051
FAM229A,16,114,11,1,4,9,49
TSSK3,0,0,0,0,0,0,0
BSDC1,36,343,90,7,14,35,293
ZBTB8B,0,9,0,0,0,0,2
ZBTB8A,17,159,51,0,2,8,73
ZBTB8OS,122,788,263,36,27,92,408
RBBP4,33,238,133,14,8,25,331
SYNC,95,812,165,15,30,34,338
KIAA1522,8,162,22,2,4,5,85
YARS1,76,653,270,18,8,29,341
S100PBP,15,145,50,3,4,3,98
FNDC5,1,4,3,1,0,4,8
HPCA,0,2,1,0,0,0,0
TMEM54,68,542,164,19,9,16,140
RNF19B,4,51,18,2,0,3,29
AK2,60,443,192,17,23,40,441
AZIN2,2,24,6,1,0,0,30
TRIM62,2,49,22,0,8,1,40
ZNF362,27,145,54,6,7,4,76
A3GALT2,0,0,0,0,0,0,0
PHC2,27,374,252,16,14,29,473
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,1,1,0,0,0,0
ZSCAN20,1,11,4,0,0,0,3
CSMD2,1,14,4,0,3,2,13
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,0,3,0,0,0,0,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0
GJB3,0,0,0,0,0,0,0
GJA4,0,0,0,0,0,0,0
SMIM12,55,400,184,12,10,28,280
DLGAP3,0,1,0,0,0,0,0
LOC653160,0,16,1,0,0,1,13
TMEM35B,111,920,278,25,16,33,525
ZMYM6,4,61,20,0,2,1,45
ZMYM1,15,84,42,1,2,9,49
SFPQ,107,644,608,21,29,53,561
ZMYM4,24,242,95,8,7,9,161
ZMYM4-AS1,0,0,0,0,0,0,0
KIAA0319L,29,252,92,7,3,23,249
NCDN,20,178,47,4,1,5,97
TFAP2E,2,7,1,0,0,0,2
PSMB2,255,2885,1021,122,84,183,1708
C1orf216,9,209,18,5,4,5,98
CLSPN,2,29,174,0,2,0,5
AGO4,6,43,16,1,1,1,25
AGO1,7,100,36,9,5,5,85
AGO3,18,171,68,2,6,6,128
TEKT2,0,0,0,0,0,0,0
ADPRHL2,42,361,149,8,6,15,329
COL8A2,25,82,97,1,0,1,336
TRAPPC3,115,938,484,37,33,57,801
MAP7D1,81,634,363,22,32,24,636
THRAP3,151,1117,451,37,36,56,571
SH3D21,0,3,0,0,0,0,4
EVA1B,331,2377,972,149,123,115,1533
