H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
MIR6808,0,0,0,0,0,0,0
MXRA8,83,88,55,78,55,82,47
AURKAIP1,22475,12367,12849,12059,8367,9392,12489
CCNL2,1080,660,978,688,623,551,879
MRPL20-AS1,630,586,536,496,404,509,396
MRPL20,17792,7508,8320,9241,6604,5597,8500
ANKRD65,33,54,18,60,44,24,134
TMEM88B,0,0,0,0,2,0,0
LINC01770,39,60,11,49,6,90,20
VWA1,2222,576,766,920,605,478,1290
ATAD3C,29,12,4,40,11,24,24
ATAD3B,2910,969,1486,1040,980,557,1578
ATAD3A,1962,644,1435,819,593,613,1026
TMEM240,61,51,57,55,41,77,23
SSU72,13183,7626,7989,7582,4787,7168,7215
FNDC10,764,467,624,617,314,872,284
LOC105378586,0,0,0,1,0,0,0
MIB2,446,459,327,734,954,331,748
MMP23B,2,5,1,2,2,4,3
MMP23A,0,0,0,0,0,0,0
CDK11B,489,293,419,350,250,177,237
SLC35E2B,151,106,65,55,49,48,77
CDK11A,404,268,320,214,234,120,191
SLC35E2A,178,161,130,169,58,172,113
NADK,692,516,547,531,257,626,591
GNB1,4975,2609,2032,3775,2301,2951,3032
CALML6,0,2,1,1,0,1,0
TMEM52,739,517,379,495,136,490,363
CFAP74,1,1,1,0,1,1,0
GABRD,34,22,14,15,9,18,5
LOC105378591,2,3,2,1,0,2,1
PRKCZ,693,352,429,406,302,314,336
PRKCZ-AS1,21,7,11,16,7,6,12
FAAP20,7241,4341,2375,4282,2728,3670,3760
SKI,534,325,175,466,201,391,396
MORN1,32,14,22,24,15,15,14
LOC100129534,0,3,0,3,2,1,1
RER1,5114,2822,3679,2138,2213,1728,3215
PEX10,955,479,716,631,423,425,488
PLCH2,0,2,0,1,0,0,0
PANK4,75,60,74,29,21,76,70
HES5,4,9,15,1,16,1,6
TNFRSF14-AS1,0,0,0,0,0,0,0
TNFRSF14,3,3,0,0,0,2,1
LOC100996583,0,0,0,0,0,0,0
PRXL2B,858,423,568,493,267,329,345
MMEL1,1,7,2,0,2,3,2
TTC34,0,0,0,1,0,0,0
ACTRT2,0,0,1,2,0,0,0
PRDM16-DT,0,2,24,0,1,0,0
PRDM16,6,5,6,19,8,3,2
MIR4251,0,0,0,0,0,0,0
ARHGEF16,430,203,299,218,227,120,377
MEGF6,85,55,63,83,34,66,91
MIR551A,0,0,0,0,0,0,0
TPRG1L,426,229,367,254,255,207,276
WRAP73,680,587,588,235,237,289,609
TP73,13,29,15,11,3,34,5
TP73-AS1,239,204,137,185,63,251,116
CCDC27,0,0,0,0,0,0,0
SMIM1,191,195,88,122,42,160,118
LRRC47,1134,667,1213,842,777,894,727
CEP104,411,167,237,222,160,193,218
DFFB,165,102,119,120,33,115,114
C1orf174,937,580,897,680,452,923,947
LINC01134,1,1,0,1,1,0,1
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,118,100,167,45,8,66,298
MIR4689,0,0,0,0,0,0,0
NPHP4,181,48,88,200,125,161,76
KCNAB2,18,20,5,41,2,43,12
CHD5,35,40,16,25,63,10,22
RPL22,64127,49545,30843,46407,28220,33480,46589
LOC102724450,2,12,2,5,0,4,0
RNF207,10,10,13,11,3,14,2
ICMT,1738,772,1172,1336,570,839,829
LINC00337,52,116,35,50,33,83,18
HES3,3,4,21,0,4,2,1
GPR153,48,63,84,64,32,96,14
ACOT7,3171,1680,1738,1441,778,1207,2792
HES2,11,42,17,0,14,6,63
ESPN,800,521,276,171,92,340,191
MIR4252,0,0,0,0,0,0,0
TNFRSF25,108,109,38,90,67,92,54
PLEKHG5,109,98,46,103,92,112,64
NOL9,931,450,759,546,362,356,490
TAS1R1,0,0,0,0,0,0,0
ZBTB48,261,143,180,125,154,116,162
KLHL21,390,140,150,332,167,162,243
PHF13,418,298,294,302,126,277,258
THAP3,539,414,292,276,370,357,346
DNAJC11,767,414,622,501,353,407,554
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,3,9,2,3,1,6,4
CAMTA1,5414,4599,4134,4917,2810,5390,4034
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,820,532,402,464,361,446,720
PER3,124,73,46,57,24,46,40
UTS2,1,2,0,1,1,0,1
TNFRSF9,1,0,0,0,5,0,0
PARK7,29700,16667,17590,12416,10098,7304,16806
ERRFI1,584,237,304,457,308,615,450
LINC01714,0,0,0,0,0,0,0
SLC45A1,45,39,16,16,6,25,14
RERE,989,786,835,949,433,879,680
RERE-AS1,1,0,2,2,1,0,0
SNORD128,0,0,0,0,0,0,0
ENO1,25237,15483,20909,9445,9733,7425,33663
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,26,42,11,11,12,24,7
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,0,0,1,0,0,1,1
GPR157,26,25,17,33,18,29,20
MIR34AHG,72,151,19,27,20,52,65
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,40,112,33,29,20,79,41
H6PD,22,53,35,50,37,61,27
SPSB1,54,42,45,35,23,35,24
LINC02606,2,1,0,0,0,0,0
SLC25A33,2016,1063,1743,1505,1135,1283,1055
TMEM201,267,150,272,254,86,213,154
PIK3CD,88,136,27,71,119,94,122
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,408,421,125,298,146,379,237
CLSTN1,881,601,694,616,257,648,755
CTNNBIP1,2067,1554,2024,1856,985,2241,2153
LZIC,1005,649,615,539,637,392,751
NMNAT1,45,39,52,23,59,19,73
TMEM274P,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,391,649,89,136,333,207,300
UBE4B,761,456,463,734,238,644,399
KIF1B,1251,961,861,929,510,913,721
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,4051,2397,2562,2739,1411,2984,3299
CENPS,997,499,543,526,456,401,676
CENPS-CORT,31,14,28,12,10,14,7
CORT,7,3,7,3,0,7,5
DFFA,3407,2214,1714,1572,1032,1322,2205
PEX14,277,186,282,190,145,151,202
CASZ1,61,43,25,52,27,67,62
C1orf127,0,0,0,2,0,3,0
TARDBP,1514,908,890,1027,500,1085,1006
MASP2,6,0,0,2,0,1,1
SRM,26739,9811,12843,12046,6804,8690,12264
EXOSC10,770,442,412,498,383,309,514
EXOSC10-AS1,171,73,82,103,95,70,88
MTOR,921,543,458,671,346,719,405
MTOR-AS1,1,0,0,0,0,0,0
ANGPTL7,2,0,0,1,0,0,2
UBIAD1,704,373,471,568,333,348,447
DISP3,19,25,19,21,3,21,4
LINC01647,2,0,2,0,2,0,0
FBXO2,2939,2953,1669,1238,1388,850,3841
FBXO44,384,209,366,224,147,171,200
FBXO6,43,15,17,8,37,8,48
MAD2L2,6145,3962,5535,3357,2951,3530,5550
DRAXIN,680,342,916,493,368,309,961
AGTRAP,2775,1934,2445,1451,1184,1961,1935
C1orf167,23,28,2,42,1,5,85
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,267,194,106,267,108,196,146
CLCN6,172,93,73,169,64,133,102
NPPA-AS1,2,0,2,0,1,0,3
NPPA,1,0,0,1,3,0,0
NPPB,803,10,39,686,822,55,6800
RNU5E-1,0,0,0,0,0,0,0
KIAA2013,1099,572,552,825,439,618,701
PLOD1,488,217,181,333,122,253,310
MFN2,524,251,297,446,238,368,349
MIIP,2911,1688,1534,1194,977,1095,1869
MIR6729,0,0,0,0,0,0,0
TNFRSF8,66,19,78,151,83,124,196
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,17,27,10,17,4,37,5
MIR4632,0,0,0,0,0,0,0
VPS13D,233,147,117,213,72,211,107
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,942,797,258,563,160,164,553
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0
AADACL3,41,32,1,9,1,2,98
C1orf158,0,1,0,1,0,0,35
PRAMEF12,2,3,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,4,1,1,3,0,0,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,10,4,10,27,1,9,0
PDPN,2931,1255,2592,2463,669,1715,1788
PRDM2,406,225,263,318,219,328,253
KAZN-AS1,0,0,0,0,0,0,0
KAZN,451,258,277,333,163,303,949
TMEM51-AS1,3,3,0,2,1,8,1
TMEM51,237,79,222,226,71,252,64
C1orf195,0,0,0,0,0,0,0
FHAD1,6,3,4,7,1,7,1
FHAD1-AS1,0,0,1,0,0,0,0
EFHD2,459,291,536,330,194,337,192
CTRC,0,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0,0
CASP9,179,170,239,117,68,136,104
DNAJC16,233,178,164,225,152,176,185
SCARNA21B,0,0,0,0,0,0,0
AGMAT,302,186,227,258,105,143,107
DDI2,586,311,294,514,288,408,352
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,650,398,375,502,248,446,465
SLC25A34,10,2,7,10,1,5,6
SLC25A34-AS1,0,1,0,0,0,0,2
TMEM82,11,22,20,9,6,11,4
FBLIM1,1833,692,1473,1658,1198,1154,1495
UQCRHL,578,246,194,516,133,256,203
FLJ37453,296,548,187,285,154,318,204
SPEN,937,443,672,706,467,669,678
ZBTB17,274,136,219,160,104,128,175
SRARP,1,0,0,0,0,1,6
HSPB7,0,0,0,1,0,0,0
CLCNKA,6,8,3,4,2,4,5
CLCNKB,10,7,4,12,5,11,5
FAM131C,20,20,17,20,6,39,10
EPHA2,382,254,129,355,143,279,855
ARHGEF19,553,332,574,566,199,438,319
CPLANE2,47,24,20,23,16,26,26
FBXO42,256,164,168,204,152,157,170
SZRD1,2576,1276,1263,1457,849,1273,1615
SPATA21,1,1,2,1,0,1,0
NECAP2,585,284,522,313,220,257,529
LINC01772,6,8,2,5,2,8,7
CROCCP3,44,46,14,50,5,54,23
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,2,3,1,2,5,0,1
MIR3675,0,0,0,0,0,0,0
NBPF1,205,101,84,179,265,79,124
CROCCP2,656,305,148,220,216,277,131
MST1P2,13,18,7,13,11,10,1
ESPNP,0,0,0,0,0,1,0
MST1L,5,5,2,4,5,7,0
LOC112267871,1,3,3,0,1,3,0
LOC105376805,594,990,272,362,248,890,132
CROCC,303,170,175,182,124,179,133
MFAP2,1524,832,1534,1412,793,1655,1716
ATP13A2,972,498,487,914,361,570,533
SDHB,2015,1419,1493,1013,738,1305,1641
PADI2,22,13,10,39,21,13,13
LINC02783,0,0,0,0,0,0,0
PADI1,7,5,3,12,4,3,4
PADI3,2,2,0,1,4,5,2
MIR3972,0,0,0,0,0,0,0
PADI4,2,1,0,4,2,0,38
PADI6,0,0,0,0,0,0,0
RCC2,3492,2120,2735,3605,2126,3226,3264
ARHGEF10L,142,170,197,227,116,261,161
ACTL8,13,2,22,7,4,6,1
LINC01654,0,0,0,0,0,0,0
IGSF21,626,305,187,434,55,395,247
KLHDC7A,363,170,101,367,48,318,138
PAX7,1,0,120,3,1,0,1
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,427,257,284,213,130,168,336
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,140,26,16,70,98,20,167
UBR4,1455,971,639,1216,717,938,985
EMC1-AS1,17,19,10,10,7,12,7
EMC1,460,300,325,287,170,249,511
MRTO4,5174,2072,4581,2597,2386,1361,3707
AKR7L,8,6,1,10,3,12,1
AKR7A3,7,10,5,5,3,6,8
LOC100506730,10,18,7,24,8,24,8
AKR7A2,2786,1733,2081,1072,730,990,1667
SLC66A1,333,170,221,212,200,169,228
CAPZB,6780,3604,5772,4125,2524,3384,7434
LOC105378614,0,0,0,0,0,0,0
MICOS10,11241,7476,7949,8835,5352,6165,9749
MICOS10-NBL1,0,0,0,1,0,0,0
RPS14P3,736,481,278,243,199,326,846
NBL1,1,0,0,1,0,1,1
HTR6,2,3,4,7,2,18,0
TMCO4,13,14,31,36,20,19,28
RNF186,0,0,0,0,0,0,0
OTUD3,171,177,143,161,84,156,97
PLA2G2E,1,0,0,0,0,0,0
PLA2G2A,7,36,11,2,7,13,216
PLA2G5,0,0,0,0,0,0,8
PLA2G2D,0,0,0,0,0,0,1
PLA2G2F,0,0,0,0,0,0,1
PLA2G2C,0,0,0,0,1,1,0
UBXN10-AS1,8,5,8,11,6,9,5
UBXN10,14,7,11,12,8,2,8
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,2,0,7,0,2,0
LINC01141,1,0,0,0,0,0,0
CAMK2N1,126,155,334,307,466,538,119
MUL1,405,216,381,211,197,168,204
FAM43B,56,54,9,9,11,34,12
CDA,182,216,111,306,122,441,338
PINK1,441,226,271,202,151,187,372
MIR6084,0,0,0,0,0,0,0
PINK1-AS,8,6,5,3,1,2,3
DDOST,3971,3000,3991,1720,1302,1444,3673
KIF17,94,53,28,38,106,32,41
SH2D5,157,63,81,129,42,90,56
HP1BP3,997,686,696,808,550,694,829
EIF4G3,915,656,591,587,283,622,481
MIR1256,0,0,0,0,0,0,0
ECE1,465,209,293,372,138,253,303
ECE1-AS1,0,0,0,2,0,0,0
NBPF3,19,4,33,43,26,98,9
ALPL,1949,1222,1712,1313,601,1276,2026
RAP1GAP,64,48,60,58,43,55,42
USP48,2135,1285,1137,1103,693,906,1294
LDLRAD2,2,5,5,5,9,3,2
HSPG2,428,291,109,403,59,406,491
CELA3B,0,0,0,1,0,0,0
CELA3A,1,0,0,0,0,0,0
LINC01635,4,8,0,1,4,0,5
LINC00339,200,274,133,240,74,231,253
CDC42,5620,3899,5767,3118,2920,3799,9059
WNT4,20,15,6,8,2,20,5
MIR4418,0,0,0,0,0,0,0
ZBTB40,259,124,167,169,129,101,114
EPHA8,110,38,134,184,17,125,28
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,138,88,125,145,18,147,44
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,0,0,0,0,0,1,1
KDM1A,2716,1740,2175,2002,639,1837,1716
MIR3115,0,0,0,0,0,0,0
LUZP1,2502,1204,1655,1762,1035,794,1954
HTR1D,14,39,27,82,28,52,1
LINC01355,32,46,17,31,15,35,24
HNRNPR,7174,3490,5906,4149,2275,3164,5085
ZNF436,3,5,3,1,2,10,4
ZNF436-AS1,8,28,4,1,2,9,2
TCEA3,2,11,6,1,7,0,8
ASAP3,218,106,207,229,75,185,157
E2F2,59,40,33,57,10,53,6
LOC101928163,0,0,0,0,0,0,0
ID3,16227,7952,12981,8561,2553,10312,22326
MDS2,0,1,1,0,0,1,2
RPL11,180204,153894,105032,121652,86007,116785,168270
ELOA,1460,549,954,806,604,550,766
ELOA-AS1,137,99,93,87,62,119,67
PITHD1,3120,1823,2720,1787,1666,1614,2510
LYPLA2,2970,1718,2787,1990,895,1825,2043
GALE,489,400,418,309,413,245,1092
HMGCL,109,264,145,76,285,84,255
FUCA1,226,166,159,138,90,80,269
CNR2,5,2,0,0,0,0,4
MIR378F,0,0,0,0,0,0,0
PNRC2,3090,2247,1601,2174,1011,2121,1569
SRSF10,7040,4206,5397,3803,2987,3312,5354
MYOM3,2,1,0,0,0,0,0
IL22RA1,5,2,2,3,2,2,1
IFNLR1,149,92,119,156,58,140,71
LINC02800,0,0,0,1,0,0,0
GRHL3,13,22,8,7,4,5,178
STPG1,125,94,63,95,79,87,67
NIPAL3,224,142,135,288,68,202,92
RCAN3AS,18,14,8,14,13,19,4
RCAN3,582,330,293,874,218,527,316
NCMAP-DT,1,2,0,1,0,0,0
NCMAP,2,7,1,3,2,6,1
SRRM1,6313,3691,4170,4119,2436,2782,3975
CLIC4,1807,1220,1265,1693,1489,1863,2395
RUNX3,19,15,10,7,5,7,10
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,1932,1698,1789,1120,1583,1088,1936
RSRP1,774,541,555,425,362,487,495
RHD,11,10,1,0,0,0,2
TMEM50A,3336,2738,3365,1934,2261,2330,4392
RHCE,7,5,8,1,1,3,12
MACO1,495,227,476,345,291,156,479
LDLRAP1,392,186,241,213,170,179,647
MAN1C1,196,81,103,137,65,115,733
SELENON,702,607,322,620,262,667,527
MTFR1L,599,332,461,355,261,403,386
LOC646471,24,4,5,10,8,6,8
AUNIP,699,422,598,440,319,277,471
PAQR7,58,55,33,42,33,54,111
STMN1,18832,16058,20155,10668,9777,12636,24097
MIR3917,0,0,0,0,0,0,0
PAFAH2,132,111,106,102,79,96,80
EXTL1,5,2,1,1,1,1,4
SLC30A2,3,3,6,1,5,0,2
TRIM63,1,1,0,0,1,0,0
PDIK1L,41,49,40,32,16,38,42
FAM110D,36,28,72,65,36,46,19
C1orf232,0,1,1,1,1,1,0
ZNF593,4325,2134,2388,2477,2517,2075,3411
CNKSR1,144,106,72,109,83,97,99
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,167,169,62,100,34,113,69
CEP85,272,146,154,220,77,175,143
SH3BGRL3,6851,5020,4838,6120,4447,7232,5613
UBXN11,184,102,119,69,56,66,67
CD52,16,29,17,8,2,33,3
CRYBG2,379,173,221,189,254,91,337
ZNF683,0,0,0,0,1,0,0
LIN28A,7291,5093,3247,8039,2441,5048,3584
DHDDS,520,288,350,234,208,160,340
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,23521,11445,25380,13344,9023,12863,13484
RPS6KA1,775,471,489,384,225,403,469
MIR1976,0,0,0,0,0,0,0
LOC101928728,5,7,4,5,2,2,3
ARID1A,2315,1363,1258,2677,1114,2270,1866
PIGV,142,194,114,96,48,107,92
ZDHHC18,331,176,261,259,135,207,238
SFN,511,183,109,145,218,102,1287
GPN2,653,367,436,334,315,198,437
GPATCH3,342,175,224,194,243,136,231
NR0B2,0,0,0,0,0,0,0
NUDC,8894,4287,6152,3152,3356,2151,6302
KDF1,498,384,388,408,291,418,351
TRNP1,1470,728,927,899,1084,681,1140
TENT5B,2210,1245,1135,1191,1305,954,1354
SLC9A1,245,136,157,224,127,162,182
WDTC1,120,84,76,130,34,149,109
TMEM222,788,311,745,379,571,300,747
ACTG1P20,112,56,53,79,64,55,78
SYTL1,225,370,105,118,104,199,503
MAP3K6,79,77,45,46,14,43,48
FCN3,2,4,1,0,0,0,1
CD164L2,26,64,22,30,3,41,7
GPR3,54,21,24,25,13,61,18
WASF2,3667,1938,2113,2347,2185,2025,2130
AHDC1,263,127,141,245,53,307,162
FGR,2,5,0,8,1,1,1
LINC02574,0,1,0,0,0,0,0
IFI6,101,99,36,65,29,91,27
FAM76A,346,318,226,223,143,244,248
STX12,193,111,142,157,93,154,228
PPP1R8,827,484,483,469,416,448,605
SCARNA1,0,0,1,0,0,0,0
THEMIS2,121,108,74,109,41,73,67
RPA2,2083,1337,2011,864,1191,619,1387
SMPDL3B,883,432,694,637,235,437,689
XKR8,791,419,470,342,248,314,410
EYA3,508,223,506,314,122,373,358
PTAFR,27,31,5,62,9,57,72
DNAJC8,5860,4174,4379,3111,2508,2288,4599
ATP5IF1,15691,11127,6687,10446,7183,4991,7564
SESN2,654,504,351,468,1457,412,929
MED18,93,113,76,55,59,24,56
PHACTR4,1149,785,513,933,497,1035,571
RCC1,1649,651,1583,859,432,774,1115
SNHG3,2053,1533,1036,1943,970,2367,925
SNORA73A,0,1,1,2,0,0,0
SNORA73B,1,1,1,1,1,2,0
TRNAU1AP,1633,763,1340,747,774,436,1117
SNHG12,890,722,868,793,1181,583,986
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,2,1,0,0
SNORA16A,4,1,0,1,0,0,0
RAB42,312,211,130,329,59,391,113
TAF12,1782,1145,1622,1175,1184,984,2254
LINC01715,6,10,7,12,7,9,4
RNU11,0,0,0,0,0,0,0
GMEB1,629,451,476,560,334,568,448
YTHDF2,4867,2721,4621,3458,2418,3097,4434
OPRD1,63,39,26,39,12,52,14
EPB41,988,601,1024,692,291,638,416
TMEM200B,111,102,87,58,59,100,143
SRSF4,3392,2230,2544,1923,913,2006,2294
MECR,892,569,599,624,323,500,696
PTPRU,314,225,135,244,66,168,236
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,1,2,1,3,1,4,1
MATN1-AS1,1,2,0,0,1,1,0
LAPTM5,0,4,0,1,1,3,2
MIR4420,0,0,0,0,0,0,0
LINC01778,4,2,1,3,30,1,9
SDC3,164,113,168,293,134,220,204
PUM1,2331,1405,1226,2020,871,2066,1541
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,1124,403,834,832,333,772,312
SNRNP40,2860,2251,3953,1606,1455,1922,3539
ZCCHC17,4258,1911,2089,2503,1295,1660,1839
FABP3,1610,452,853,549,135,451,417
SERINC2,837,468,617,795,368,700,325
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,83,62,27,73,20,117,99
HCRTR1,0,0,3,1,1,0,0
PEF1,1395,583,1176,662,708,453,1073
COL16A1,17,14,23,25,22,13,30
ADGRB2,101,88,91,136,27,160,30
MIR4254,0,0,0,0,0,0,0
SPOCD1,7,7,1,6,24,5,0
PTP4A2,5665,3110,3989,4325,3621,3813,4302
KHDRBS1,7666,4965,5474,4918,2782,5403,6164
TMEM39B,747,352,588,442,247,317,366
MIR5585,0,0,0,0,0,0,0
KPNA6,1882,1279,982,1442,619,1373,1053
TXLNA,955,541,485,619,428,527,560
CCDC28B,936,784,1000,595,204,596,374
IQCC,89,65,70,58,58,31,41
DCDC2B,0,1,0,0,0,0,0
TMEM234,351,130,243,160,232,78,201
EIF3I,7026,4548,7003,3222,3429,2360,5605
MTMR9LP,153,206,138,146,63,154,64
FAM167B,21,33,6,24,9,34,5
LCK,310,409,274,437,235,555,114
HDAC1,2041,1761,1322,604,581,571,1493
MARCKSL1,30711,18055,36798,26790,14840,23708,28533
FAM229A,83,87,30,41,38,58,25
TSSK3,1,2,2,0,2,0,0
BSDC1,536,370,403,445,388,416,455
ZBTB8B,182,161,91,115,37,109,66
ZBTB8A,604,450,375,358,341,357,372
ZBTB8OS,2553,2060,1923,1727,1534,1404,2998
RBBP4,2079,1719,1639,1768,715,1714,1766
SYNC,238,288,205,182,97,96,167
KIAA1522,489,364,252,363,234,419,881
YARS1,2427,917,1829,1323,1132,1074,2398
S100PBP,424,351,293,353,177,470,276
FNDC5,39,20,33,19,12,15,32
HPCA,14,28,28,27,11,47,7
TMEM54,277,256,290,145,344,256,531
RNF19B,187,165,109,132,147,168,278
AK2,2124,1135,1732,1226,707,947,1323
AZIN2,15,16,11,10,16,4,12
TRIM62,89,47,48,107,31,81,57
ZNF362,160,95,215,196,86,148,107
A3GALT2,0,0,0,0,0,0,0
PHC2,189,100,449,237,169,223,79
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,0,0,0,0,0,0
ZSCAN20,25,24,11,7,8,14,12
CSMD2,26,15,27,78,34,88,18
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,1,0,0,0
C1orf94,119,92,164,253,151,267,124
MIR552,0,0,0,0,0,0,0
GJB5,5,5,0,9,1,14,6
GJB4,11,2,0,1,0,2,16
GJB3,29,14,3,29,10,18,74
GJA4,50,20,15,74,9,14,28
SMIM12,2952,1550,1678,1441,1102,1299,1838
DLGAP3,269,197,155,192,206,164,83
