H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
C1QTNF12,79,154,53,21,13,46,93
UBE2J2,5225,6144,5299,4760,2373,3250,4201
SCNN1D,35,44,24,39,14,45,93
ACAP3,883,1029,1242,771,689,681,1424
MIR6726,0,0,0,0,0,0,0
SNORD167,0,0,0,0,0,0,0
PUSL1,2304,2741,2630,1740,1082,1766,2068
INTS11,1974,2505,3129,1550,894,1294,2117
MIR6727,0,0,0,0,0,0,0
CPTP,1452,1388,1461,1343,694,801,1441
TAS1R3,3,8,2,1,4,2,17
DVL1,1520,1063,2096,934,1581,558,1598
MIR6808,0,0,0,0,0,0,0
MXRA8,3325,1482,397,3330,6213,1636,4288
AURKAIP1,22734,28534,31043,19062,12780,18532,23267
CCNL2,2947,3729,2601,3171,1324,2378,3802
MRPL20-AS1,745,921,831,909,395,943,796
MRPL20,17965,19338,18748,13078,8711,12618,14331
ANKRD65,0,0,2,0,3,1,2
TMEM88B,0,0,0,0,0,0,0
LINC01770,0,7,6,1,0,2,1
VWA1,143,699,770,35,45,183,397
ATAD3C,8,25,7,2,2,5,5
ATAD3B,780,2040,2342,423,528,569,624
ATAD3A,2241,2623,3701,1379,1277,1277,1330
TMEM240,118,229,229,249,66,206,415
SSU72,17581,18064,18079,11929,9473,14536,16505
FNDC10,762,903,1839,1019,621,1439,1585
LOC105378586,0,2,1,1,0,0,0
MIB2,914,1474,1357,1055,657,1424,2174
MMP23B,63,65,3,24,7,185,13
MMP23A,20,24,0,9,2,15,0
CDK11B,1064,1217,1190,817,390,368,544
SLC35E2B,135,161,148,95,88,125,201
CDK11A,778,852,954,644,265,405,399
SLC35E2A,225,310,309,400,160,399,561
NADK,1447,2212,2312,1383,1045,1116,2174
GNB1,13552,15992,15044,9933,8187,6110,15898
CALML6,0,7,1,2,2,11,13
TMEM52,40,90,76,35,31,36,40
CFAP74,0,0,0,0,0,1,0
GABRD,0,0,0,0,0,0,1
LOC105378591,0,0,0,1,0,0,0
PRKCZ,43,49,93,460,46,127,111
PRKCZ-AS1,44,72,37,61,44,31,80
FAAP20,8526,10745,8294,7591,4085,5933,12985
SKI,1081,1264,1052,966,586,477,1168
MORN1,35,71,80,33,21,55,41
LOC100129534,0,3,1,4,6,11,12
RER1,15494,19014,16369,12391,8529,16650,18751
PEX10,847,1344,1964,913,667,1127,1099
PLCH2,270,352,19,160,84,13,71
PANK4,234,224,428,120,184,171,422
HES5,103,26,10,13,74,3,17
TNFRSF14-AS1,0,0,0,0,0,0,0
TNFRSF14,7,32,0,0,1,0,0
LOC100996583,0,0,0,0,0,0,0
PRXL2B,706,730,1128,647,453,329,740
MMEL1,0,0,1,2,0,1,0
TTC34,0,0,0,0,1,0,0
ACTRT2,0,0,0,0,0,0,0
PRDM16-DT,138,61,23,338,94,0,0
PRDM16,287,189,42,458,208,0,1
MIR4251,0,0,0,0,0,0,0
ARHGEF16,37,67,50,31,9,12,35
MEGF6,701,362,193,2756,244,50,420
MIR551A,0,0,0,0,0,0,0
TPRG1L,1781,1858,1563,2820,1337,1178,2995
WRAP73,892,847,1020,623,459,686,751
TP73,0,0,4,0,0,0,0
TP73-AS1,205,346,382,270,154,264,457
CCDC27,0,0,0,0,0,0,0
SMIM1,155,416,366,368,54,436,343
LRRC47,1501,1518,1827,1429,939,983,1663
CEP104,977,1064,1372,901,590,648,978
DFFB,157,203,249,155,88,159,183
C1orf174,1237,1646,2179,1230,766,1421,1543
LINC01134,2,4,2,1,0,5,2
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,0,0,12,0,0,2,0
MIR4689,0,0,0,0,0,0,0
NPHP4,72,112,170,84,58,73,208
KCNAB2,18,69,76,55,47,37,268
CHD5,30,28,2,413,87,12,50
RPL22,73917,94982,84978,55937,26417,56831,62984
LOC102724450,34,82,52,22,23,41,78
RNF207,90,213,86,52,91,116,413
ICMT,1794,2283,2832,1300,1552,1137,2284
LINC00337,2,2,2,4,6,2,3
HES3,0,0,0,0,0,0,0
GPR153,51,96,96,171,51,84,191
ACOT7,5397,4958,5336,5202,2000,1455,3904
HES2,12,3,6,63,13,1,11
ESPN,0,1,1,2,0,0,2
MIR4252,0,0,0,0,0,0,0
TNFRSF25,339,470,593,242,203,173,619
PLEKHG5,494,884,1038,670,495,246,799
NOL9,1300,1404,1872,753,671,666,975
TAS1R1,0,0,2,0,1,0,0
ZBTB48,396,451,429,429,259,289,368
KLHL21,947,1117,848,874,762,412,1608
PHF13,546,721,582,463,257,295,896
THAP3,1808,1581,1198,1555,713,1041,1186
DNAJC11,914,1190,1545,701,401,609,1051
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,2,5,3,3,0,3
CAMTA1,8801,12142,9567,7541,4626,7813,11416
CAMTA1-AS2,1,0,0,0,0,0,0
VAMP3,5532,4330,3938,3806,1911,4032,5919
PER3,33,85,95,154,27,21,125
UTS2,0,0,0,0,0,1,0
TNFRSF9,2,23,8,32,1,29,35
PARK7,41770,57532,45223,33135,20312,35600,37471
ERRFI1,7753,4985,3801,2076,1952,1634,9196
LINC01714,10,5,0,8,2,1,6
SLC45A1,112,221,31,96,51,76,140
RERE,1825,1549,1216,4882,729,1565,2331
RERE-AS1,5,2,3,0,0,2,1
SNORD128,0,0,0,0,0,0,1
ENO1,43733,45712,117852,23405,17818,23202,81134
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,18,35,33,29,14,25,36
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,4,67,2,8,22,166,142
GPR157,98,111,83,78,85,54,203
MIR34AHG,146,222,163,137,85,140,278
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,341,477,313,448,171,368,399
H6PD,283,529,695,359,161,429,648
SPSB1,1355,1654,769,648,1483,1517,889
LINC02606,25,70,44,40,24,39,32
SLC25A33,1696,1788,1392,1475,1043,1614,913
TMEM201,240,215,310,132,106,118,191
PIK3CD,330,463,508,202,185,103,572
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,224,474,146,76,93,229,180
CLSTN1,2521,3438,4113,1659,1838,1756,6067
CTNNBIP1,3502,3819,3291,3118,2234,2874,4208
LZIC,2558,2805,2973,1949,1437,2039,2795
NMNAT1,545,708,888,563,275,410,882
TMEM274P,0,1,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,99,85,164,135,11,13,18
UBE4B,673,1118,1031,632,445,586,1044
KIF1B,2371,2656,3111,2639,1306,919,2544
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,2216,3246,6359,2054,1843,3448,2972
CENPS,516,914,1535,384,638,758,544
CENPS-CORT,30,33,61,7,8,18,10
CORT,6,11,20,5,3,6,3
DFFA,3067,3892,4958,2697,1168,2210,2410
PEX14,659,690,935,503,334,466,588
CASZ1,161,108,17,143,38,13,40
C1orf127,2,1,0,7,2,0,2
TARDBP,1428,2014,2479,1233,775,991,1841
MASP2,0,0,1,1,0,0,0
SRM,31387,31230,29955,14767,15442,25702,19662
EXOSC10,1077,1527,1796,703,440,431,708
EXOSC10-AS1,304,245,149,211,128,81,113
MTOR,773,1043,1244,768,477,492,958
MTOR-AS1,0,0,0,0,0,0,0
ANGPTL7,0,1,1,1,0,4,5
UBIAD1,676,858,852,512,336,427,658
DISP3,0,1,1,0,0,0,2
LINC01647,1,0,0,0,0,0,0
FBXO2,628,603,885,1250,341,3032,9266
FBXO44,589,523,512,672,281,546,974
FBXO6,476,619,269,425,370,516,720
MAD2L2,1552,2012,4193,1424,759,1076,1822
DRAXIN,6,4,233,77,2,7,4
AGTRAP,1890,2507,3150,1706,1235,2360,2687
C1orf167,1,8,1,8,7,16,2
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,227,384,220,319,120,217,423
CLCN6,179,265,212,170,115,133,278
NPPA-AS1,1,1,0,3,1,0,0
NPPA,12,0,0,18,1,0,0
NPPB,2823,444,4,76842,279,7255,5635
RNU5E-1,0,1,0,0,0,1,1
KIAA2013,1979,2408,3563,1766,1421,1650,3456
PLOD1,4062,6370,4915,2942,2667,4188,12851
MFN2,925,1196,1410,764,571,687,1700
MIIP,1247,1205,1582,904,684,1032,886
MIR6729,0,0,0,0,0,0,0
TNFRSF8,0,0,0,2,0,11,6
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,2,1,6,0,1,8,2
MIR4632,0,0,0,0,0,0,0
VPS13D,368,530,638,360,224,379,665
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,35,74,143,70,72,5883,2422
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,2,0
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,2,2,6,1,0,0,1
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,7,0
PDPN,120,199,862,49,68,11450,14
PRDM2,1028,1162,1020,893,440,679,907
KAZN-AS1,0,0,0,0,0,0,0
KAZN,2830,1194,1034,2175,759,421,1004
TMEM51-AS1,1,0,1,0,0,7,1
TMEM51,144,279,201,27,135,391,307
C1orf195,0,0,0,0,0,0,0
FHAD1,0,1,0,0,0,1,12
FHAD1-AS1,0,0,1,0,0,0,0
EFHD2,1880,2447,3179,561,694,1458,2382
CTRC,2,1,1,0,0,1,2
CELA2A,0,0,0,0,0,104,1
CELA2B,0,0,0,0,0,9,0
CASP9,213,259,155,267,147,257,241
DNAJC16,649,732,690,672,432,517,930
SCARNA21B,0,0,0,1,0,0,0
AGMAT,64,127,26,34,44,23,77
DDI2,585,488,683,292,232,245,532
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,1878,1577,2467,1848,1144,1010,1860
SLC25A34,21,23,20,19,9,18,44
SLC25A34-AS1,13,10,43,156,18,0,7
TMEM82,1,0,0,0,0,0,0
FBLIM1,10184,10327,9157,13873,5696,2434,8605
UQCRHL,573,417,500,301,160,161,207
FLJ37453,209,353,416,524,183,303,304
SPEN,1848,2100,2573,1178,909,1009,1542
ZBTB17,675,778,904,524,361,477,651
SRARP,0,0,0,0,0,0,0
HSPB7,66,31,49,1094,660,558,11
CLCNKA,1,2,1,6,1,3,5
CLCNKB,1,1,4,2,1,1,2
FAM131C,45,72,281,89,79,20,163
EPHA2,3183,2165,2614,2890,2170,942,3741
ARHGEF19,320,359,250,93,223,469,141
CPLANE2,80,103,154,52,40,95,67
FBXO42,596,702,743,565,313,317,1039
SZRD1,4159,4429,5534,2740,2457,2368,3747
SPATA21,2,6,4,5,4,0,2
NECAP2,3591,3457,3811,3242,1488,1684,4008
LINC01772,47,65,47,36,19,20,52
CROCCP3,77,121,123,76,33,41,104
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,1,8,4,2,2,3,5
MIR3675,0,0,0,0,0,0,0
NBPF1,430,682,469,310,496,611,431
CROCCP2,410,640,270,294,213,162,475
MST1P2,10,7,3,8,3,15,20
ESPNP,0,0,0,0,0,0,0
MST1L,2,1,2,2,1,4,2
LOC112267871,0,3,3,0,0,3,1
LOC105376805,721,727,27,268,271,727,535
CROCC,338,712,506,353,238,323,670
MFAP2,4362,4738,4496,1787,3294,2853,12162
ATP13A2,1574,1068,1235,1002,789,698,2621
SDHB,4341,5574,6683,2983,1984,3260,5039
PADI2,107,342,2,9,0,1,69
LINC02783,36,9,35,211,62,78,163
PADI1,215,388,8,56,53,24,79
PADI3,1,1,2,0,0,2,1
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,0,0
PADI6,0,0,0,0,0,0,0
RCC2,2389,2233,2302,1369,1150,1116,3807
ARHGEF10L,690,831,614,875,366,181,527
ACTL8,0,1,7,0,1,3,1
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,0,1,0,0,0,0,0
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,505,645,584,384,226,327,335
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,624,533,900,363,256,91,723
UBR4,3588,3031,2855,2945,1623,1337,3749
EMC1-AS1,67,143,94,81,95,168,180
EMC1,1238,1969,2203,897,815,1548,2114
MRTO4,4115,4644,7105,2710,1738,2381,2038
AKR7L,26,32,20,17,11,14,39
AKR7A3,11,10,10,4,3,11,27
LOC100506730,37,74,79,36,21,35,110
AKR7A2,5563,7436,8103,4326,2480,5998,5915
SLC66A1,682,697,806,879,471,586,813
CAPZB,18482,24935,21836,14793,9506,15187,20005
LOC105378614,0,0,0,0,0,0,0
MICOS10,30349,34115,28996,19673,14216,19105,27791
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,774,709,963,332,242,926,1069
NBL1,9,4,7,7,6,5,14
HTR6,0,0,0,2,0,1,3
TMCO4,191,282,228,365,67,105,99
RNF186,0,0,0,0,0,0,0
OTUD3,1211,438,525,1460,231,364,445
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,20,0
PLA2G5,0,0,1,0,0,1,0
PLA2G2D,0,1,0,0,0,0,0
PLA2G2F,0,0,0,0,0,1,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,1,0,4,0,23,0
UBXN10,0,0,0,0,0,14,0
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,1800,1384,3796,3256,4557,3566,1590
MUL1,1222,1258,935,717,499,607,1073
FAM43B,20,7,26,6,62,6,26
CDA,94,63,177,28,333,29,181
PINK1,1793,2729,4015,2222,1979,1240,3990
MIR6084,0,0,0,0,0,0,0
PINK1-AS,18,29,42,27,7,32,33
DDOST,7623,11794,8602,8326,3461,16830,8300
KIF17,179,71,49,131,69,31,46
SH2D5,265,87,148,185,155,32,83
HP1BP3,4074,6182,6411,4195,2841,2812,4451
EIF4G3,2683,3094,3307,2619,1334,1710,2950
MIR1256,0,0,0,0,0,0,0
ECE1,3128,2492,3009,2617,1423,1649,4594
ECE1-AS1,2,1,3,1,2,1,2
NBPF3,58,59,102,56,49,80,41
ALPL,27,51,292,25,43,54,663
RAP1GAP,5,11,12,66,21,29,34
USP48,3236,4265,4476,2965,1424,1902,2788
LDLRAD2,13,20,4,18,6,19,16
HSPG2,5159,6846,6250,6521,3319,2150,9722
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,11,31,3,7,2,3,15
LINC00339,166,221,264,182,76,157,199
CDC42,21893,22130,26512,17167,11713,18367,27264
WNT4,11,13,3,37,92,59,5
MIR4418,0,0,0,0,0,0,0
ZBTB40,414,337,448,320,178,221,323
EPHA8,0,0,1,7,4,1,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,1,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,602,1218,2684,248,593,591,1569
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,1,3,2,0,0,2,2
KDM1A,2083,3070,4179,2044,908,1439,2166
MIR3115,0,0,0,0,0,0,0
LUZP1,11525,8008,6227,8274,4332,2911,8407
HTR1D,37,68,19,38,60,1,122
LINC01355,107,204,175,77,57,112,180
HNRNPR,8276,12971,16251,6266,4212,5328,5344
ZNF436,98,212,210,127,88,82,310
ZNF436-AS1,156,278,310,118,56,308,723
TCEA3,531,862,359,79,241,99,789
ASAP3,64,99,292,155,61,127,206
E2F2,22,18,41,7,3,4,0
LOC101928163,0,0,0,0,0,0,1
ID3,67548,63527,62767,45708,40631,29138,30761
MDS2,1,2,1,0,0,0,4
RPL11,184783,248191,232201,143465,67430,199722,164446
ELOA,2619,2675,2235,2221,1382,1489,2258
ELOA-AS1,67,166,242,88,55,146,112
PITHD1,3592,3055,3560,4198,2268,2409,3384
LYPLA2,3374,2684,2898,2700,1184,1786,3225
GALE,1628,1881,3147,1393,599,1601,1792
HMGCL,706,971,1435,1054,557,1042,1714
FUCA1,980,1078,543,1939,423,1473,1464
CNR2,0,3,6,2,0,1,0
MIR378F,0,0,0,0,0,0,0
PNRC2,3201,2720,2480,2097,757,1536,2347
SRSF10,7200,8134,8586,4949,3313,4567,5725
MYOM3,2,3,17,0,8,1,21
IL22RA1,0,0,0,0,0,0,0
IFNLR1,7,9,20,10,2,1,4
LINC02800,0,0,0,1,0,0,0
GRHL3,1,0,0,3,2,3,2
STPG1,260,272,371,187,183,126,305
NIPAL3,1341,1947,1692,1202,1394,1597,3514
RCAN3AS,9,10,14,4,6,7,16
RCAN3,1056,1039,1546,630,352,131,664
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,0,0,1,0,0,0
SRRM1,9016,10342,9912,7028,3402,3817,5441
CLIC4,8773,10051,14614,4109,5112,4396,18955
RUNX3,35,65,319,0,7,0,40
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,4365,5235,4188,4934,2306,3930,4551
RSRP1,2590,2472,2434,2386,909,2907,2781
RHD,1,1,0,5,0,4,0
TMEM50A,19265,19325,15530,14968,8470,10792,23007
RHCE,26,49,19,23,59,152,79
MACO1,2393,2182,1556,2471,1263,1433,1891
LDLRAP1,373,442,558,323,235,607,650
MAN1C1,8,8,11,18,12,135,1
SELENON,1117,1570,1842,1080,481,788,2195
MTFR1L,2491,2672,2710,2085,1489,1746,3010
LOC646471,7,15,14,9,14,3,8
AUNIP,181,163,399,56,77,46,48
PAQR7,317,259,350,118,196,460,974
STMN1,21884,36138,62604,38017,14318,14625,11195
MIR3917,0,0,0,0,0,0,0
PAFAH2,254,356,321,235,196,203,281
EXTL1,196,1094,227,34,325,23,672
SLC30A2,3,44,1,4,4,3,5
TRIM63,1,1,0,2,0,0,0
PDIK1L,141,178,106,157,76,70,112
FAM110D,89,281,502,49,7,34,45
C1orf232,0,0,1,0,0,1,0
ZNF593,5885,6387,6733,4347,3153,4994,6169
CNKSR1,11,2,9,4,2,5,6
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,2,23,0,5,3,3,23
CEP85,189,173,277,93,89,47,134
SH3BGRL3,134261,136444,135663,97784,75553,93055,178374
UBXN11,132,317,359,119,70,190,167
CD52,12,1,2,2,6,5,9
CRYBG2,6,15,14,11,1,6,23
ZNF683,0,0,1,0,0,0,1
LIN28A,1,0,0,126,2,1,0
DHDDS,944,1405,1486,1051,644,863,1202
DHDDS-AS1,0,1,0,0,0,0,0
HMGN2,14405,25188,39071,11189,6980,22468,12104
RPS6KA1,140,172,521,115,47,35,204
MIR1976,0,0,0,0,0,0,0
LOC101928728,13,22,19,9,5,12,15
ARID1A,3330,3989,3929,2521,1470,1749,3800
PIGV,376,600,539,503,252,457,815
ZDHHC18,374,431,605,285,259,296,526
SFN,1,6,45,1,0,4,9
GPN2,893,1078,1267,654,493,709,993
GPATCH3,384,410,370,270,185,263,285
NR0B2,2,0,1,1,0,1,0
NUDC,13860,14494,19386,9747,6192,5704,8356
KDF1,0,0,0,1,0,0,0
TRNP1,2663,3264,2495,2227,1509,966,1699
TENT5B,96,386,307,112,101,170,142
SLC9A1,743,792,931,396,444,327,1400
WDTC1,354,595,630,380,267,306,867
TMEM222,1796,1641,1783,1609,940,1417,2170
ACTG1P20,170,235,199,101,57,94,145
SYTL1,41,139,48,28,19,28,87
MAP3K6,298,520,599,173,160,213,426
FCN3,0,0,0,0,0,0,0
CD164L2,1,0,1,0,1,0,0
GPR3,30,16,21,8,9,6,20
WASF2,8482,9176,9856,6064,3284,3680,7225
AHDC1,675,1390,1552,703,495,568,1006
FGR,0,0,0,0,0,0,0
LINC02574,0,1,2,3,8,0,3
IFI6,674,727,875,2668,5479,906,546
FAM76A,307,412,483,219,215,279,412
STX12,2471,3836,1979,1551,1274,1624,3325
PPP1R8,1422,1779,1731,1173,754,837,1328
SCARNA1,1,1,2,0,0,1,0
THEMIS2,11,37,51,9,10,6,77
RPA2,2131,1653,1823,1567,930,1217,1402
SMPDL3B,13,29,5,14,3,27,17
XKR8,705,745,628,386,317,479,706
EYA3,907,701,1149,506,403,686,684
PTAFR,9,13,7,1,3,1,3
DNAJC8,8985,10661,12453,8835,3905,5485,6742
ATP5IF1,32662,37736,27856,24181,13464,18277,37316
SESN2,1417,1081,793,1223,452,1559,2536
MED18,255,309,386,211,110,169,173
PHACTR4,1326,2466,2335,1474,683,617,1679
RCC1,622,764,1716,341,281,350,557
SNHG3,1569,3131,5831,1376,756,1330,1520
SNORA73A,0,1,0,0,0,1,0
SNORA73B,4,1,9,2,0,2,3
TRNAU1AP,1337,2736,3326,1551,779,1086,1995
SNHG12,1318,1170,1204,876,482,848,804
SNORD99,0,0,1,1,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,39,178,85,49,14,73,67
TAF12,4050,4524,4089,2899,2263,5251,3817
LINC01715,34,35,37,22,36,44,44
RNU11,0,0,0,0,0,0,0
GMEB1,953,1281,1171,860,460,451,781
YTHDF2,6390,8302,7316,6523,3195,4011,6572
OPRD1,0,3,0,1,4,2,0
EPB41,328,444,464,361,181,461,576
TMEM200B,66,139,266,21,34,95,94
SRSF4,3744,3997,6310,2924,1609,1874,3224
MECR,1094,1668,1992,993,595,1237,1456
PTPRU,193,169,157,124,78,365,439
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,3,8,5,1,3,5,15
MATN1-AS1,36,36,17,23,14,42,31
LAPTM5,24,20,4,6,0,2,12
MIR4420,0,0,0,0,0,0,0
LINC01778,21,108,76,24,19,86,46
SDC3,1219,1949,2056,720,928,629,2197
PUM1,3759,4390,4139,3856,2026,2465,3909
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,11,7,9,56,12,19,4
SNRNP40,3017,3690,4398,2254,1315,2656,2112
ZCCHC17,6023,5822,5430,4977,2450,3374,5141
FABP3,771,216,60,1616,174,72,116
SERINC2,1724,664,256,2569,1194,668,2406
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,56,17,23,850,5,100,3932
HCRTR1,0,0,0,0,1,0,4
PEF1,2787,3613,4438,2545,1584,2168,3141
COL16A1,48,241,314,41,20,271,344
ADGRB2,91,168,458,147,150,303,608
MIR4254,0,0,0,0,0,0,0
SPOCD1,3582,2348,3281,898,1392,1146,3909
PTP4A2,15828,16541,21055,11443,8952,13978,19713
KHDRBS1,6742,11196,15279,6862,3610,5833,7156
TMEM39B,723,1032,1421,498,361,447,807
MIR5585,0,0,0,0,0,0,0
KPNA6,2782,3767,4558,2441,1733,1761,3599
TXLNA,2010,2492,2277,1454,1017,1636,2733
CCDC28B,2943,5301,2802,2462,1406,2618,2900
IQCC,61,52,110,46,21,36,40
DCDC2B,2,1,0,1,1,1,0
TMEM234,1352,1121,1207,1193,509,1316,1107
EIF3I,12723,18322,22326,9616,6164,11978,10837
MTMR9LP,33,118,207,16,18,86,52
FAM167B,34,46,276,7,6,22,94
LCK,0,1,1,0,0,0,0
HDAC1,1849,3830,4625,1324,790,1645,2786
MARCKSL1,21831,23106,24921,34872,11516,27955,23782
FAM229A,169,416,63,158,207,291,472
TSSK3,0,8,2,3,1,1,1
BSDC1,1466,2345,1951,1901,1336,2057,2932
ZBTB8B,2,13,9,17,3,16,2
ZBTB8A,802,1189,1049,668,317,723,577
ZBTB8OS,5477,6910,5919,4773,2826,4194,3489
RBBP4,1632,2055,2723,1883,760,2185,1972
SYNC,1955,6389,3796,2161,2134,1129,3457
KIAA1522,189,679,504,192,338,215,1200
YARS1,3218,4355,4519,2184,1155,2643,3992
S100PBP,648,701,903,516,380,626,846
FNDC5,14,79,31,18,23,145,17
HPCA,3,6,16,4,0,11,11
