H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,0,0
PDPN,11,32,386,0,10,470,0
PRDM2,115,191,462,14,63,47,11
KAZN-AS1,0,0,0,0,0,0,0
KAZN,297,174,495,36,87,23,18
TMEM51-AS1,0,0,1,0,0,0,0
TMEM51,29,48,130,2,17,34,0
C1orf195,0,0,0,0,0,0,0
FHAD1,0,1,3,0,0,0,0
FHAD1-AS1,0,0,0,0,0,0,0
EFHD2,349,577,1616,27,155,158,60
CTRC,1,0,0,0,0,0,0
CELA2A,0,0,0,0,0,4,0
CELA2B,0,0,0,0,0,0,0
CASP9,10,26,61,4,14,13,6
DNAJC16,47,75,267,8,32,22,4
SCARNA21B,0,0,0,0,0,0,0
AGMAT,12,23,8,0,10,2,1
DDI2,62,82,286,2,29,13,6
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,186,212,1072,22,107,50,15
SLC25A34,2,3,8,0,1,0,0
SLC25A34-AS1,0,0,14,3,0,0,0
TMEM82,0,0,0,0,0,0,0
FBLIM1,856,1259,3131,215,576,114,92
UQCRHL,55,60,213,3,16,13,0
FLJ37453,24,66,233,15,26,29,6
SPEN,208,443,1214,34,172,100,37
ZBTB17,70,136,427,8,40,23,6
SRARP,0,0,0,0,0,0,0
HSPB7,2,0,5,1,12,19,0
CLCNKA,0,0,0,0,0,0,0
CLCNKB,0,0,0,0,0,0,0
FAM131C,4,4,100,1,9,1,2
EPHA2,253,325,1237,55,235,35,43
ARHGEF19,47,51,110,1,30,17,2
CPLANE2,8,13,61,0,2,5,0
FBXO42,54,89,288,6,27,19,13
SZRD1,433,820,2614,43,300,157,54
SPATA21,0,3,2,0,1,0,0
NECAP2,285,389,1499,38,141,87,50
LINC01772,6,6,9,0,3,1,0
CROCCP3,5,9,51,1,6,2,4
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,0,1,2,1,0,0,1
MIR3675,0,0,0,0,0,0,0
NBPF1,73,143,281,2,85,36,7
CROCCP2,34,102,114,3,21,8,8
MST1P2,0,1,0,0,0,0,0
ESPNP,0,0,0,0,0,0,0
MST1L,0,0,0,0,0,1,0
LOC112267871,0,1,1,0,0,1,0
LOC105376805,87,87,10,2,13,44,4
CROCC,37,133,185,7,32,14,11
MFAP2,430,676,1827,25,395,97,116
ATP13A2,115,158,465,9,60,29,19
SDHB,503,935,3029,52,368,304,99
PADI2,11,11,0,0,0,0,0
LINC02783,2,0,6,5,2,6,2
PADI1,7,16,0,0,1,0,0
PADI3,0,1,0,0,0,0,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,0,0
PADI6,0,0,0,0,0,0,0
RCC2,311,555,1373,44,189,106,54
ARHGEF10L,80,91,200,7,35,5,8
ACTL8,0,0,2,0,1,1,0
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,0,0,0,0,0,0,0
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,58,88,236,3,28,21,1
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,68,68,276,9,39,6,8
UBR4,395,449,1174,54,191,78,43
EMC1-AS1,2,12,41,3,3,4,0
EMC1,150,295,1002,20,113,84,18
MRTO4,740,1533,4348,99,521,360,82
AKR7L,6,7,9,0,1,2,0
AKR7A3,1,3,5,0,0,0,0
LOC100506730,6,15,27,1,2,1,1
AKR7A2,801,1240,3779,102,342,460,103
SLC66A1,96,90,340,10,42,34,9
CAPZB,1863,3380,8885,208,1228,1008,283
LOC105378614,0,0,0,0,0,0,0
MICOS10,3243,5002,12123,423,1690,1443,397
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,104,126,410,4,33,63,20
NBL1,2,0,3,0,1,1,0
HTR6,0,0,0,0,0,0,0
TMCO4,31,64,141,7,13,12,3
RNF186,0,0,0,0,0,0,0
OTUD3,98,87,271,15,14,18,3
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,0,0
PLA2G5,0,0,0,0,0,0,0
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,0,0,0,0,0,0
UBXN10,0,0,0,0,0,0,0
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,168,137,1725,16,422,212,14
MUL1,133,182,456,14,59,41,15
FAM43B,3,0,1,0,1,1,0
CDA,12,10,55,3,7,2,4
PINK1,126,208,1237,13,119,27,33
MIR6084,0,0,0,0,0,0,0
PINK1-AS,1,8,17,0,0,2,0
DDOST,917,1963,3938,142,583,826,156
KIF17,19,9,16,1,8,0,1
SH2D5,26,19,64,4,8,2,3
HP1BP3,492,1326,3477,111,466,285,89
EIF4G3,264,385,1195,21,115,71,27
MIR1256,0,0,0,0,0,0,0
ECE1,298,268,1150,31,85,131,41
ECE1-AS1,0,0,0,0,0,0,0
NBPF3,8,10,53,2,6,10,0
ALPL,1,7,266,0,4,1,1
RAP1GAP,0,1,2,0,1,1,0
USP48,479,799,2175,66,208,160,52
LDLRAD2,2,1,2,0,1,0,0
HSPG2,421,511,1815,80,168,87,65
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,2,7,2,0,0,0,0
LINC00339,17,40,140,5,13,6,1
CDC42,2400,3573,11834,288,1469,1337,461
WNT4,0,1,2,2,3,2,0
MIR4418,0,0,0,0,0,0,0
ZBTB40,32,40,183,3,18,24,0
EPHA8,0,0,0,1,0,0,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,65,280,1123,8,72,35,31
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,0,0,0,0,0,0,0
KDM1A,304,763,2169,54,221,180,48
MIR3115,0,0,0,0,0,0,0
LUZP1,1046,1281,2645,147,610,173,103
HTR1D,3,7,9,1,3,0,0
LINC01355,10,34,75,1,11,6,4
HNRNPR,1435,4043,9605,276,1279,757,247
ZNF436,2,21,74,1,5,2,3
ZNF436-AS1,9,24,114,1,5,9,0
TCEA3,49,121,102,0,20,3,21
ASAP3,4,15,120,0,9,4,4
E2F2,19,15,44,4,3,3,0
LOC101928163,0,0,0,0,0,0,0
ID3,7013,12597,29381,884,7086,1792,981
MDS2,0,0,1,0,0,0,0
RPL11,21208,37719,97049,2649,9559,11068,2897
ELOA,260,385,937,39,167,111,22
ELOA-AS1,13,36,116,2,5,5,0
PITHD1,456,655,1997,76,278,189,60
LYPLA2,308,354,1103,34,101,108,34
GALE,239,427,1602,45,147,203,67
HMGCL,47,126,550,14,50,50,25
FUCA1,71,68,184,16,19,42,12
CNR2,0,1,2,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,382,597,1384,48,146,162,35
SRSF10,1204,1935,4670,115,680,533,119
MYOM3,1,0,6,0,0,0,0
IL22RA1,0,0,0,0,0,0,0
IFNLR1,1,1,8,1,2,0,1
LINC02800,0,0,0,0,0,0,0
GRHL3,0,0,0,0,0,0,0
STPG1,35,46,183,2,13,13,4
NIPAL3,95,140,478,11,71,65,21
RCAN3AS,1,3,5,0,1,0,0
RCAN3,104,218,752,17,67,11,17
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,0,0,0,0,0,0
SRRM1,1500,2557,5390,181,723,472,116
CLIC4,905,1407,5540,95,543,253,237
RUNX3,4,15,128,0,0,0,0
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,400,742,1796,49,250,216,64
RSRP1,227,338,803,30,107,133,29
RHD,0,0,0,0,0,0,0
TMEM50A,1993,2730,6659,230,975,588,259
RHCE,2,2,7,0,0,1,0
MACO1,230,299,685,45,134,73,31
LDLRAP1,49,65,247,6,29,26,6
MAN1C1,3,0,7,0,1,0,0
SELENON,121,202,750,11,51,32,26
MTFR1L,202,323,980,24,126,82,41
LOC646471,2,5,10,0,2,0,0
AUNIP,104,103,359,6,47,28,6
PAQR7,19,27,133,1,21,18,14
STMN1,6295,14351,42551,1329,4513,4096,854
MIR3917,0,0,0,0,0,0,0
PAFAH2,21,43,137,3,17,9,1
EXTL1,3,18,9,0,0,0,0
SLC30A2,0,2,0,0,1,0,0
TRIM63,0,0,0,0,0,0,0
PDIK1L,17,34,60,2,6,9,0
FAM110D,8,45,153,2,2,2,0
C1orf232,0,0,1,0,0,0,0
ZNF593,519,880,2606,76,347,349,98
CNKSR1,0,0,4,1,0,0,0
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,1,1,0,0,0,0,1
CEP85,51,60,199,1,24,6,4
SH3BGRL3,11706,15491,48288,1327,6039,4590,2145
UBXN11,28,60,192,1,16,19,1
CD52,0,0,1,0,0,0,0
CRYBG2,1,1,4,0,1,0,1
ZNF683,0,0,0,0,0,0,0
LIN28A,1,0,0,2,0,0,0
DHDDS,99,189,571,21,59,38,15
DHDDS-AS1,0,1,0,0,0,0,0
HMGN2,3794,10593,26601,633,2846,5029,782
RPS6KA1,33,48,264,2,17,6,3
MIR1976,0,0,0,0,0,0,0
LOC101928728,0,5,11,0,1,0,0
ARID1A,377,761,1951,57,240,136,59
PIGV,41,62,221,7,15,13,5
ZDHHC18,45,66,288,7,37,14,7
SFN,0,3,33,0,0,0,0
GPN2,87,197,583,11,74,65,22
GPATCH3,43,84,198,5,24,16,7
NR0B2,0,0,0,0,0,0,0
NUDC,2198,3675,10533,289,1048,697,266
KDF1,0,0,0,0,0,0,0
TRNP1,238,439,943,28,66,43,28
TENT5B,23,90,185,6,24,12,2
SLC9A1,61,95,318,8,32,7,7
WDTC1,28,59,239,4,30,17,7
TMEM222,198,216,771,23,94,75,27
ACTG1P20,18,47,101,1,8,8,3
SYTL1,6,17,13,3,4,3,4
MAP3K6,58,78,297,4,22,12,4
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,3,2,10,0,1,0,0
WASF2,1003,1619,4822,131,501,289,116
AHDC1,51,165,569,10,44,29,8
FGR,0,0,0,0,0,0,0
LINC02574,0,0,1,0,0,0,0
IFI6,80,177,390,14,389,51,5
FAM76A,36,77,233,8,27,25,4
STX12,214,310,677,17,118,87,37
PPP1R8,149,346,818,19,107,66,28
SCARNA1,0,0,2,0,0,0,0
THEMIS2,0,3,14,0,0,0,2
RPA2,525,524,1381,57,203,161,30
SMPDL3B,2,0,0,0,1,2,0
XKR8,61,114,234,7,58,31,20
EYA3,79,123,553,3,57,48,12
PTAFR,0,2,4,0,0,0,0
DNAJC8,1097,2113,6225,167,621,491,128
ATP5IF1,2814,4316,10530,351,949,1103,308
SESN2,150,86,350,14,43,50,39
MED18,38,47,187,2,22,19,3
PHACTR4,186,469,1212,42,150,43,24
RCC1,158,333,1210,19,104,87,21
SNHG3,123,927,3114,44,177,115,33
SNORA73A,0,0,0,0,0,0,0
SNORA73B,0,0,4,0,0,0,0
TRNAU1AP,213,488,1600,33,144,118,31
SNHG12,140,238,648,17,83,61,23
SNORD99,0,0,1,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,6,25,40,1,3,2,0
TAF12,357,626,1784,41,175,230,62
LINC01715,3,2,14,0,3,0,1
RNU11,0,0,0,0,0,0,0
GMEB1,108,270,581,16,75,29,17
YTHDF2,699,1558,3526,106,462,348,83
OPRD1,0,0,0,0,2,0,0
EPB41,37,63,177,2,8,31,5
TMEM200B,18,22,131,0,15,9,3
SRSF4,484,999,3295,61,355,177,84
MECR,132,287,924,23,91,108,39
PTPRU,27,28,55,2,7,16,2
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,0,1,2,0,2,1,0
MATN1-AS1,0,1,7,0,0,3,0
LAPTM5,6,4,2,2,0,0,0
MIR4420,0,0,0,0,0,0,0
LINC01778,4,10,13,0,4,4,0
SDC3,123,251,684,13,105,29,23
PUM1,343,706,1772,77,237,187,57
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,3,2,3,3,2,1,0
SNRNP40,559,1093,2734,76,328,351,62
ZCCHC17,707,974,2524,97,267,202,72
FABP3,50,10,16,12,5,2,1
SERINC2,144,59,185,20,75,15,20
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,9,2,13,14,1,2,17
HCRTR1,0,0,0,0,0,0,0
PEF1,312,630,2163,35,171,166,55
COL16A1,9,50,194,1,8,6,3
ADGRB2,11,24,146,1,23,7,2
MIR4254,0,0,0,0,0,0,0
SPOCD1,239,356,1066,21,172,38,55
PTP4A2,1877,3165,10281,221,1371,832,316
KHDRBS1,1095,2933,8244,266,956,736,230
TMEM39B,96,255,722,14,91,45,11
MIR5585,0,0,0,0,0,0,0
KPNA6,250,544,1890,41,212,123,34
TXLNA,264,398,1055,31,108,84,29
CCDC28B,325,673,964,39,152,184,43
IQCC,27,18,75,1,9,10,1
DCDC2B,0,0,0,0,0,0,0
TMEM234,118,129,538,21,55,71,14
EIF3I,1533,3309,9585,207,1109,901,252
MTMR9LP,2,22,89,0,3,4,1
FAM167B,1,6,79,0,0,0,1
LCK,0,0,1,0,0,0,0
HDAC1,326,727,2120,43,226,202,52
MARCKSL1,2681,5193,12747,730,2146,2105,373
FAM229A,13,15,24,0,11,9,3
TSSK3,0,1,1,0,0,0,0
BSDC1,108,210,656,16,86,45,26
ZBTB8B,0,3,6,0,0,1,0
ZBTB8A,103,240,543,9,58,44,15
ZBTB8OS,664,1029,2631,78,392,309,60
RBBP4,285,484,1547,35,142,214,42
SYNC,158,629,1253,23,159,40,36
KIAA1522,26,86,171,0,22,4,8
YARS1,433,652,2059,37,157,165,79
S100PBP,69,96,429,7,45,43,8
FNDC5,3,11,14,0,2,2,0
HPCA,0,0,6,0,0,0,0
TMEM54,244,509,1169,33,181,58,38
RNF19B,26,39,184,4,25,9,2
AK2,475,709,2642,51,261,260,80
AZIN2,3,11,44,1,4,1,3
TRIM62,17,75,184,4,37,7,2
ZNF362,69,165,410,17,55,35,8
A3GALT2,0,0,0,0,0,0,0
PHC2,404,635,2154,55,277,169,70
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,2,1,0,0,1,0
ZSCAN20,7,8,21,0,3,4,1
CSMD2,10,27,44,0,10,1,1
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,0,23,24,0,3,0,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0
GJB3,0,0,0,0,0,0,0
GJA4,0,0,0,0,0,0,0
SMIM12,459,750,2084,52,238,195,42
DLGAP3,0,0,0,0,0,0,0
LOC653160,3,5,11,0,1,2,0
TMEM35B,220,329,1036,28,94,184,35
ZMYM6,33,41,114,4,12,7,6
ZMYM1,101,179,498,14,65,73,10
SFPQ,1253,3885,10645,209,1065,979,227
ZMYM4,261,339,858,33,98,120,31
ZMYM4-AS1,0,1,0,0,0,0,0
KIAA0319L,67,154,475,10,27,80,17
NCDN,44,81,212,9,18,27,8
TFAP2E,3,2,4,0,0,1,0
PSMB2,2295,3882,9909,310,1414,1416,377
C1orf216,44,103,119,4,37,21,5
CLSPN,1156,1276,3607,89,457,230,66
AGO4,32,33,152,1,14,5,4
AGO1,53,110,416,4,32,30,10
AGO3,107,156,453,18,46,31,17
