H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
ARID1A,917,526,243,64,339,361,431
PIGV,174,159,74,4,72,67,115
ZDHHC18,79,69,52,5,58,65,94
SFN,0,0,0,0,0,0,0
GPN2,124,97,52,16,63,86,115
GPATCH3,101,59,26,12,36,41,69
NR0B2,0,0,0,0,0,0,0
NUDC,1016,805,410,111,505,582,571
KDF1,0,0,0,0,0,0,0
TRNP1,483,731,276,25,184,258,254
TENT5B,31,12,1,0,4,38,43
SLC9A1,283,229,93,22,155,184,434
WDTC1,193,120,121,13,84,137,141
TMEM222,304,226,156,38,130,243,367
ACTG1P20,32,22,18,3,15,16,23
SYTL1,11,9,5,0,4,0,16
MAP3K6,108,104,48,6,61,45,96
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,0,3,0,0,1,1,2
WASF2,1672,1188,632,112,585,450,567
AHDC1,297,214,167,21,104,138,169
FGR,0,0,0,0,0,0,1
LINC02574,0,0,0,0,0,0,0
IFI6,275,4235,152,155,168,130,143
FAM76A,88,79,57,4,35,55,128
STX12,479,357,174,21,176,282,392
PPP1R8,220,182,117,9,99,120,228
SCARNA1,0,0,0,0,0,0,0
THEMIS2,0,7,11,0,5,2,14
RPA2,236,181,85,19,85,133,152
SMPDL3B,3,0,0,0,0,0,0
XKR8,75,68,25,4,26,45,49
EYA3,118,110,85,11,52,113,119
PTAFR,2,1,0,0,0,0,0
DNAJC8,1153,843,328,83,362,494,737
ATP5IF1,3722,3048,1258,273,1324,2061,3363
SESN2,1019,779,381,64,347,227,580
MED18,53,41,23,3,12,13,20
PHACTR4,509,316,175,41,141,154,245
RCC1,103,102,85,13,46,66,95
SNHG3,193,188,378,38,138,259,346
SNORA73A,0,0,0,0,0,0,0
SNORA73B,1,0,2,0,1,0,1
TRNAU1AP,181,205,79,14,114,98,128
SNHG12,152,142,73,28,53,145,253
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,11,9,3,1,2,3,6
TAF12,365,287,215,37,163,298,333
LINC01715,12,6,9,0,4,8,11
RNU11,0,0,0,0,0,0,0
GMEB1,150,118,53,19,77,99,94
YTHDF2,1008,717,389,81,369,423,793
OPRD1,0,0,0,0,0,0,1
EPB41,162,88,36,4,53,65,61
TMEM200B,37,28,16,2,16,14,17
SRSF4,536,417,278,44,209,283,376
MECR,136,122,66,9,59,97,103
PTPRU,203,170,67,9,181,151,252
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,2,3,1,0,0,1,0
MATN1-AS1,10,8,2,0,7,10,12
LAPTM5,0,1,0,0,0,0,0
MIR4420,0,0,0,0,0,0,0
LINC01778,5,4,1,0,2,1,7
SDC3,850,622,464,45,669,167,502
PUM1,1078,700,440,77,396,534,769
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,1,1,0,0,1,2,1
SNRNP40,294,283,144,17,105,237,257
ZCCHC17,478,313,137,33,190,241,309
FABP3,122,40,24,38,111,3,15
SERINC2,369,945,500,38,3890,1036,1125
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,126,2,1,11,0,56,242
HCRTR1,0,0,0,0,0,0,0
PEF1,522,417,177,39,290,238,291
COL16A1,107,575,685,1,446,2045,1036
ADGRB2,48,36,27,8,66,223,107
MIR4254,0,0,0,0,0,0,0
SPOCD1,26,28,19,18,94,198,387
PTP4A2,1698,1329,1074,144,814,1473,1905
KHDRBS1,777,631,533,83,308,618,843
TMEM39B,105,74,64,12,46,44,83
MIR5585,0,0,0,0,0,0,0
KPNA6,729,583,277,51,351,437,465
TXLNA,748,558,335,29,299,395,610
CCDC28B,439,320,111,20,129,206,170
IQCC,17,23,4,1,9,7,13
DCDC2B,2,0,0,1,0,0,0
TMEM234,149,128,86,17,61,114,156
EIF3I,1084,1076,582,93,575,733,701
MTMR9LP,34,32,64,1,3,19,47
FAM167B,13,41,32,0,7,10,18
LCK,0,0,0,0,0,0,0
HDAC1,278,223,115,20,86,155,234
MARCKSL1,1096,252,486,135,54,1265,559
FAM229A,104,79,19,2,27,116,87
TSSK3,1,0,1,0,2,1,1
BSDC1,601,461,252,46,251,681,373
ZBTB8B,15,7,3,0,14,17,5
ZBTB8A,218,155,106,14,77,110,186
ZBTB8OS,588,512,170,45,218,418,404
RBBP4,426,273,199,48,115,407,746
SYNC,972,710,213,38,529,327,425
KIAA1522,250,198,56,5,114,35,97
YARS1,889,738,443,66,392,381,525
S100PBP,184,186,121,9,111,160,190
FNDC5,8,7,2,0,2,21,4
HPCA,0,0,0,0,0,0,2
TMEM54,206,334,143,26,164,108,189
RNF19B,48,38,27,3,30,39,56
AK2,561,358,179,33,245,377,407
AZIN2,10,12,11,3,11,18,56
TRIM62,142,108,41,6,42,36,97
ZNF362,417,196,95,18,79,114,183
A3GALT2,0,0,0,0,0,0,0
PHC2,478,429,405,43,277,595,844
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,1,0,0,0,0,0
ZSCAN20,23,11,1,1,9,2,5
CSMD2,13,9,3,0,8,20,32
HMGB4,0,0,0,0,0,0,1
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,0,1,0,0,0,1,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0
GJB3,0,0,0,0,0,0,0
GJA4,0,0,0,0,0,0,0
SMIM12,292,264,139,24,157,211,277
DLGAP3,2,4,0,0,0,1,1
LOC653160,19,16,10,2,9,4,10
TMEM35B,625,660,286,23,275,391,516
ZMYM6,116,96,56,5,58,76,130
ZMYM1,101,86,46,11,41,68,84
SFPQ,880,685,552,123,491,987,1235
ZMYM4,430,304,184,52,151,239,269
ZMYM4-AS1,0,0,0,0,0,0,0
KIAA0319L,496,405,196,42,200,415,420
NCDN,337,204,123,27,121,185,250
TFAP2E,4,5,1,1,1,6,4
PSMB2,1586,1767,637,157,637,1011,1117
C1orf216,255,221,27,21,116,128,178
CLSPN,7,15,6,0,3,5,7
AGO4,74,76,48,9,42,31,80
AGO1,200,135,76,16,92,126,163
AGO3,349,216,197,32,147,181,330
TEKT2,0,0,0,0,1,0,0
ADPRHL2,304,263,126,31,122,165,320
COL8A2,97,100,245,2,57,45,1866
TRAPPC3,743,630,431,56,398,528,839
