H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
FNDC10,501,599,1401,87,399,700,732
LOC105378586,0,1,4,0,0,2,0
MIB2,1130,969,1237,72,367,929,1196
MMP23B,227,99,9,3,2,119,30
MMP23A,44,17,0,0,0,14,0
CDK11B,780,455,514,34,107,169,253
SLC35E2B,144,124,172,4,35,81,99
CDK11A,715,489,480,39,92,183,248
SLC35E2A,230,173,322,13,41,152,261
NADK,1522,1346,1175,89,374,792,801
GNB1,8825,6938,6557,486,2415,4579,4312
CALML6,8,10,7,0,4,4,22
TMEM52,46,33,26,5,7,6,17
CFAP74,0,0,0,0,0,0,0
GABRD,0,0,0,0,0,0,0
LOC105378591,0,0,0,0,0,0,0
PRKCZ,26,16,16,18,7,51,18
PRKCZ-AS1,87,62,44,6,20,46,58
FAAP20,5705,4755,5287,315,1163,2975,5208
SKI,1325,1070,1348,81,344,641,914
MORN1,40,26,57,3,6,36,50
LOC100129534,12,10,8,2,7,9,10
RER1,8137,7303,9921,450,1828,7111,7602
PEX10,1095,870,1325,82,268,588,725
PLCH2,49,10,5,7,8,4,9
PANK4,351,292,221,15,101,182,234
HES5,11,14,1,6,5,5,1
TNFRSF14-AS1,0,0,0,0,0,0,0
TNFRSF14,18,29,0,0,2,2,1
LOC100996583,0,2,0,0,0,0,0
PRXL2B,280,297,309,36,115,187,236
MMEL1,2,0,0,0,0,0,0
TTC34,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0
PRDM16-DT,123,20,31,8,10,0,1
PRDM16,294,69,79,20,52,3,11
MIR4251,0,0,0,0,0,0,0
ARHGEF16,25,54,61,4,8,5,10
MEGF6,1123,208,538,67,61,116,268
MIR551A,0,0,0,0,0,0,0
TPRG1L,1961,1500,1495,126,621,1289,1233
WRAP73,744,620,803,32,141,466,576
TP73,0,0,2,0,0,0,1
TP73-AS1,346,228,356,18,74,167,204
CCDC27,0,0,0,0,0,0,0
SMIM1,109,101,249,13,12,50,81
LRRC47,1446,1101,1294,94,325,852,910
CEP104,870,633,611,48,249,385,468
DFFB,142,82,132,2,28,81,77
C1orf174,1247,1035,1281,47,196,803,942
LINC01134,1,1,6,0,0,2,4
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,0,0,1,0,0,2,0
MIR4689,0,0,0,0,0,0,0
NPHP4,92,76,100,9,53,74,106
KCNAB2,62,56,85,4,15,22,79
CHD5,40,35,3,13,6,28,25
RPL22,40613,33130,60371,2039,6851,22459,35554
LOC102724450,3,15,21,2,5,13,22
RNF207,136,168,47,3,70,134,176
ICMT,1859,1552,1464,80,724,1013,1204
LINC00337,4,5,2,0,2,3,2
HES3,0,0,0,0,0,0,0
GPR153,87,91,148,2,58,34,98
ACOT7,1559,1265,1049,227,499,679,1155
HES2,6,4,0,6,4,2,0
ESPN,0,1,0,0,0,1,0
MIR4252,0,0,0,0,0,0,0
TNFRSF25,230,160,264,4,49,142,119
PLEKHG5,389,241,436,14,55,152,156
NOL9,1159,937,927,43,278,523,524
TAS1R1,1,0,1,0,0,0,1
ZBTB48,446,313,441,19,81,204,289
KLHL21,1013,744,859,64,323,552,1042
PHF13,507,340,487,26,97,218,411
THAP3,1148,810,1004,57,129,601,571
DNAJC11,690,617,686,33,162,492,624
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,2,0,2,0,0,0,2
CAMTA1,4935,4455,5559,329,854,4146,4861
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,3282,2052,2276,172,638,2313,2187
PER3,93,79,51,13,9,11,45
UTS2,0,1,0,0,0,0,0
TNFRSF9,1,0,0,0,0,0,0
PARK7,28209,23860,27314,1513,4632,15499,18062
ERRFI1,2255,3057,3511,183,1455,1200,1854
LINC01714,8,10,0,0,1,1,3
SLC45A1,215,134,68,9,30,78,88
RERE,1926,981,1248,125,309,1598,1373
RERE-AS1,4,3,3,0,1,3,4
SNORD128,0,0,0,0,0,0,0
ENO1,12067,10548,17503,1088,2863,9795,8032
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,12,24,39,0,3,24,36
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,5,3,0,1,18,316,88
GPR157,123,64,69,1,28,54,102
MIR34AHG,313,202,221,8,69,180,240
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,661,385,413,16,79,188,295
H6PD,624,604,1503,21,236,393,784
SPSB1,3483,978,1027,44,420,1609,1351
LINC02606,93,75,65,0,12,32,21
SLC25A33,1286,871,1148,85,158,756,676
TMEM201,120,132,169,6,50,126,144
PIK3CD,92,138,249,5,96,124,186
PIK3CD-AS1,0,1,0,0,0,0,0
PIK3CD-AS2,344,422,384,11,41,105,283
CLSTN1,2528,2086,2375,110,882,1879,2999
CTNNBIP1,1897,1482,2160,121,551,1189,1120
LZIC,2351,1992,2208,100,465,951,1316
NMNAT1,601,447,823,24,102,238,354
TMEM274P,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,15,7,17,10,0,3,2
UBE4B,689,555,1002,28,192,439,552
KIF1B,1811,1304,1569,86,472,644,855
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,1133,853,4656,66,548,3445,2189
CENPS,444,516,625,29,147,314,285
CENPS-CORT,16,10,29,1,5,14,14
CORT,7,3,2,1,0,5,0
DFFA,1727,1152,2071,83,307,827,871
PEX14,704,421,478,32,115,351,369
CASZ1,169,54,2,5,4,9,9
C1orf127,9,7,8,0,0,0,1
TARDBP,1448,969,1214,59,293,964,1142
MASP2,0,0,0,0,0,3,0
SRM,11216,9412,12369,769,2373,9348,8658
EXOSC10,808,692,713,35,209,353,478
EXOSC10-AS1,104,95,84,12,17,55,119
MTOR,1020,674,666,32,203,429,534
MTOR-AS1,1,0,0,0,0,0,1
ANGPTL7,1,0,0,0,0,0,3
UBIAD1,508,427,477,29,95,225,291
DISP3,0,0,3,0,0,2,1
LINC01647,0,0,0,0,0,0,0
FBXO2,504,552,458,106,104,629,1241
FBXO44,661,349,329,38,113,306,399
FBXO6,596,559,381,19,115,258,266
MAD2L2,762,722,1229,75,153,436,490
DRAXIN,4,2,46,3,0,1,0
AGTRAP,1484,1828,3043,130,534,2120,4130
C1orf167,14,8,4,0,4,6,4
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,332,269,446,21,65,177,391
CLCN6,211,177,232,7,49,161,213
NPPA-AS1,1,1,0,0,1,3,5
NPPA,0,0,0,0,0,1,0
NPPB,1,0,0,3,0,287,17
RNU5E-1,0,0,0,0,0,0,1
KIAA2013,1610,1301,1684,90,486,1071,1202
PLOD1,3061,1912,3816,70,923,2363,3304
MFN2,1120,946,939,56,354,729,822
MIIP,820,549,691,40,161,963,476
MIR6729,0,0,0,0,0,0,0
TNFRSF8,0,0,0,0,0,26,1
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,1,3,12,0,0,3,1
MIR4632,0,0,0,0,0,0,0
VPS13D,460,464,599,11,145,381,378
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,227,526,734,11,58,4491,937
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,1,0
AADACL3,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,0,0
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,0,1,1,0,0,1,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,279,8
PDPN,130,303,2232,8,528,20178,1604
PRDM2,962,578,972,34,197,621,820
KAZN-AS1,0,0,0,0,0,0,0
KAZN,1962,605,771,50,162,223,319
TMEM51-AS1,0,2,1,0,0,8,3
TMEM51,41,70,203,5,58,496,215
C1orf195,0,0,0,0,0,0,0
FHAD1,0,0,75,0,0,0,9
FHAD1-AS1,0,0,1,0,0,0,0
EFHD2,354,572,1152,46,167,619,601
CTRC,0,2,2,0,0,0,0
CELA2A,0,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0,0
CASP9,354,235,187,21,59,151,141
DNAJC16,540,450,878,17,160,416,806
SCARNA21B,0,0,0,0,0,0,0
AGMAT,40,40,28,4,17,37,61
DDI2,291,281,485,11,99,235,400
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,1946,1295,1982,133,469,975,1242
SLC25A34,31,24,41,0,12,34,62
SLC25A34-AS1,196,7,15,5,4,0,19
TMEM82,0,0,0,0,0,0,0
FBLIM1,14033,4377,4135,780,942,1344,2433
UQCRHL,151,100,162,11,29,75,66
FLJ37453,271,184,257,13,38,124,171
SPEN,1377,1060,1385,53,227,534,665
ZBTB17,648,400,540,15,109,295,393
SRARP,0,0,1,0,0,0,0
HSPB7,3467,449,29,304,1978,144,37
CLCNKA,4,4,4,0,3,4,7
CLCNKB,12,5,1,2,2,2,3
FAM131C,14,27,34,10,9,5,5
EPHA2,2689,2028,2364,137,606,1401,1881
ARHGEF19,250,201,210,3,75,210,140
CPLANE2,66,37,130,1,13,34,79
FBXO42,630,434,558,27,97,241,348
SZRD1,2510,1835,2483,149,625,1357,1787
SPATA21,2,1,2,0,0,1,2
NECAP2,2857,1909,2563,145,547,1053,1358
LINC01772,32,29,42,0,9,13,26
CROCCP3,71,61,83,1,11,27,39
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,2,0,0,1,1,1,1
MIR3675,0,0,0,0,0,0,0
NBPF1,585,575,354,24,244,309,408
CROCCP2,419,336,223,27,89,113,272
MST1P2,26,27,46,0,7,41,39
ESPNP,0,0,0,0,0,0,0
MST1L,8,9,7,0,5,8,1
LOC112267871,0,1,0,0,0,0,0
LOC105376805,1252,992,35,15,143,832,575
CROCC,488,432,713,26,134,231,299
MFAP2,2647,2249,10536,57,1173,2879,8982
ATP13A2,587,498,954,29,237,539,855
SDHB,2191,2120,2758,175,395,1762,1968
PADI2,16,78,7,0,0,1,2
LINC02783,2,3,14,1,6,36,36
PADI1,119,135,10,2,11,13,17
PADI3,0,0,0,0,0,0,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,1,0
PADI6,0,0,0,0,0,0,0
RCC2,2086,2234,2562,90,460,882,1694
ARHGEF10L,700,488,387,56,190,123,238
ACTL8,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,1,2,4,0,0,0,1
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,272,152,215,13,65,138,130
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,285,202,132,20,138,54,190
UBR4,2649,2193,1873,137,669,1446,1748
EMC1-AS1,242,190,308,16,36,175,249
EMC1,1136,920,1238,43,301,977,1044
MRTO4,1379,1311,2265,103,257,994,1053
AKR7L,19,9,21,1,6,8,11
AKR7A3,12,9,8,0,1,6,14
LOC100506730,50,52,76,1,21,21,48
AKR7A2,3913,3533,5436,221,693,2442,2689
SLC66A1,505,463,720,36,132,318,577
CAPZB,13329,11893,12688,847,3430,9045,8291
LOC105378614,0,0,0,0,0,0,0
MICOS10,16101,17474,15993,873,3927,12691,16158
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,206,217,691,16,58,265,624
NBL1,17,25,22,1,8,12,16
HTR6,1,6,2,0,2,4,3
TMCO4,413,297,276,36,82,67,163
RNF186,0,0,0,0,0,0,0
OTUD3,293,191,171,31,90,212,248
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,13,2
PLA2G5,0,0,1,0,0,8,1
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,1,0,0,0,12,0
UBXN10,0,0,0,0,0,12,1
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,2877,2576,2948,262,1879,2313,4048
MUL1,1113,909,1013,38,180,506,797
FAM43B,15,0,1,0,14,5,180
CDA,5,18,14,0,152,19,163
PINK1,2000,1605,2242,122,1035,1351,1677
MIR6084,0,0,0,0,0,0,0
PINK1-AS,23,18,24,1,2,25,23
DDOST,6424,4771,8292,304,868,6001,5638
KIF17,68,35,22,2,25,11,16
SH2D5,33,42,36,4,41,19,44
HP1BP3,4840,3202,3981,139,833,1665,3085
EIF4G3,2795,2047,2482,102,617,1366,1805
MIR1256,0,0,0,0,0,0,0
ECE1,1374,1474,1431,181,681,994,1548
ECE1-AS1,6,3,5,0,1,2,2
NBPF3,59,50,83,4,42,101,38
ALPL,331,1362,8604,11,239,41,708
RAP1GAP,25,29,7,12,6,21,8
USP48,2294,1538,2055,96,424,999,1020
LDLRAD2,18,7,7,0,5,10,9
HSPG2,8020,4550,4899,232,1584,4727,5053
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,10,12,5,0,1,9,9
LINC00339,205,197,311,11,37,116,291
CDC42,13148,10743,17872,881,2825,12169,16311
WNT4,53,14,3,0,22,1475,201
MIR4418,0,0,0,0,0,0,0
ZBTB40,472,330,386,29,118,243,209
EPHA8,0,0,0,0,0,2,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,175,542,1128,11,381,806,1241
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,3,2,3,0,0,1,1
KDM1A,1546,1024,1523,62,251,630,1054
MIR3115,0,0,0,0,0,0,0
LUZP1,4655,3091,3104,202,702,2110,2278
HTR1D,15,23,3,0,5,7,11
LINC01355,59,73,209,2,22,86,140
HNRNPR,7019,4455,6081,269,866,2161,3766
ZNF436,196,128,257,9,26,80,129
ZNF436-AS1,115,127,214,5,18,53,148
TCEA3,1439,803,331,10,118,55,144
ASAP3,128,93,555,7,39,101,105
E2F2,0,0,9,0,0,0,0
LOC101928163,0,0,0,0,0,0,0
ID3,38847,7144,4702,1568,1989,16104,10677
MDS2,1,1,0,0,0,0,0
RPL11,63228,67616,162738,5040,13448,57983,88183
ELOA,1944,1186,1305,84,415,1009,921
ELOA-AS1,131,135,255,3,14,59,99
PITHD1,1724,1302,2306,95,267,1414,1414
LYPLA2,1384,926,1331,95,253,1165,1244
GALE,783,576,786,51,93,531,710
HMGCL,1215,1054,2007,71,229,733,1189
FUCA1,1196,772,1719,70,256,844,652
CNR2,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,1737,1052,1830,43,180,825,1560
SRSF10,5044,3480,4383,224,790,2356,3334
MYOM3,1,9,7,0,9,6,23
IL22RA1,0,0,0,0,0,0,0
IFNLR1,3,9,13,2,5,2,1
LINC02800,0,0,0,0,0,0,0
GRHL3,8,1,1,0,1,3,6
STPG1,218,254,158,9,43,90,112
NIPAL3,1877,2315,1090,79,596,1375,1278
RCAN3AS,8,6,13,0,0,2,5
RCAN3,569,476,362,19,120,136,261
NCMAP-DT,1,0,0,0,0,0,0
NCMAP,0,0,0,0,0,1,1
SRRM1,5115,3598,3829,220,683,1967,3288
CLIC4,7939,7690,11585,357,3620,4060,12330
RUNX3,23,27,106,2,29,0,0
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,4732,3400,4662,288,744,2215,3514
RSRP1,3011,1481,2815,115,426,1378,2092
RHD,1,1,2,0,0,0,2
TMEM50A,9510,9463,14727,716,2246,7161,10170
RHCE,34,43,29,1,14,45,25
MACO1,1526,947,1201,82,255,697,777
LDLRAP1,376,295,458,22,116,566,358
MAN1C1,45,57,431,1,93,222,210
SELENON,1343,1026,2880,56,400,797,2515
MTFR1L,1983,1427,1856,94,325,1031,1263
LOC646471,6,5,13,0,5,1,5
AUNIP,6,19,42,2,1,6,20
PAQR7,257,294,490,9,77,691,1228
STMN1,13689,5867,15198,822,1476,3108,4786
MIR3917,0,0,0,0,0,0,0
PAFAH2,466,392,305,4,167,152,281
EXTL1,169,317,43,0,587,6,605
SLC30A2,5,7,0,6,3,0,7
TRIM63,0,4,4,0,0,0,4
PDIK1L,146,114,154,6,28,43,118
FAM110D,4,8,83,0,2,1,3
C1orf232,0,1,1,0,0,0,0
ZNF593,2616,2842,5255,222,796,2950,4591
CNKSR1,12,8,3,0,2,11,7
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,39,41,0,0,1,4,37
CEP85,136,110,144,8,34,46,72
SH3BGRL3,32226,36775,53932,5260,11004,44450,66178
UBXN11,246,197,251,10,53,143,230
CD52,1,0,0,0,0,1,9
CRYBG2,2,4,2,5,0,0,5
ZNF683,0,0,0,0,0,0,0
LIN28A,1,0,1,1,0,0,0
DHDDS,720,625,809,32,185,575,683
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,13085,9083,15064,670,1788,6149,8097
RPS6KA1,65,58,39,7,11,13,47
MIR1976,0,0,0,0,0,0,0
LOC101928728,15,7,10,0,1,6,8
ARID1A,2303,1597,1892,89,496,1063,1404
PIGV,867,738,911,15,126,288,445
ZDHHC18,253,228,380,14,103,204,234
SFN,1,1,3,0,0,3,0
GPN2,513,408,602,31,114,364,467
GPATCH3,380,229,310,15,56,176,237
NR0B2,0,0,0,0,0,0,1
NUDC,5556,4450,5480,399,1094,2857,2937
KDF1,0,1,0,0,0,0,6
TRNP1,2856,4563,3391,191,508,1602,1184
TENT5B,91,55,55,1,5,158,146
SLC9A1,688,630,602,18,224,411,1203
WDTC1,547,402,722,23,139,373,452
TMEM222,1471,938,1582,91,238,1015,1414
ACTG1P20,108,83,133,4,17,29,48
SYTL1,46,46,31,4,10,1,74
MAP3K6,325,307,376,17,121,177,250
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,4,5,0,0,1,10,6
WASF2,6494,5193,6902,312,1040,1866,2244
AHDC1,767,708,1223,27,150,416,549
FGR,1,0,0,0,0,0,1
LINC02574,1,6,1,1,0,0,0
IFI6,1409,19946,1998,761,424,633,699
FAM76A,341,323,580,12,68,225,542
STX12,2312,1817,1712,64,361,1111,1537
PPP1R8,947,794,1079,26,172,499,809
SCARNA1,0,0,0,0,0,0,0
THEMIS2,10,30,110,0,7,3,51
RPA2,1591,1202,1450,73,195,834,1029
SMPDL3B,7,1,3,1,1,3,2
XKR8,415,315,249,5,56,212,174
EYA3,443,392,815,17,89,443,364
PTAFR,7,7,3,1,0,4,1
DNAJC8,6742,4759,5345,349,844,2623,3828
ATP5IF1,20762,17239,14116,996,3022,10400,17526
SESN2,2989,2448,2600,109,523,778,1762
MED18,272,224,222,14,32,59,81
PHACTR4,1598,1121,1286,50,211,407,750
RCC1,344,332,667,25,72,235,305
SNHG3,758,665,2801,25,190,584,1038
SNORA73A,0,1,0,0,0,0,0
SNORA73B,3,4,4,0,1,3,3
TRNAU1AP,1320,1206,1599,82,262,596,786
SNHG12,542,633,804,138,98,434,922
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,1,0,0,1,0
SNORA16A,0,0,0,0,0,0,0
RAB42,47,69,86,1,2,36,22
TAF12,2587,2114,3793,146,426,2021,2106
LINC01715,60,53,91,1,6,48,65
RNU11,0,0,0,0,0,0,0
GMEB1,663,477,567,31,123,287,294
YTHDF2,4427,3205,4795,220,660,1971,3217
OPRD1,0,0,0,1,0,0,1
EPB41,506,303,233,17,93,162,186
TMEM200B,99,97,113,2,28,39,46
SRSF4,2866,1957,3235,129,442,1056,1433
MECR,997,734,1193,57,159,616,656
PTPRU,513,401,369,22,281,449,686
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,9,9,13,1,0,4,1
MATN1-AS1,36,34,65,12,7,29,39
LAPTM5,3,2,0,0,0,0,2
MIR4420,0,0,0,0,0,0,0
LINC01778,33,35,23,2,3,7,15
SDC3,2101,1655,2058,69,924,356,1378
PUM1,3117,2366,3494,113,641,1654,2607
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,9,11,1,0,7,11,2
SNRNP40,2140,1839,2731,110,274,1574,1861
ZCCHC17,2625,1848,2254,117,361,1414,1637
FABP3,817,302,338,227,320,23,96
SERINC2,2001,4154,5387,183,8136,4794,4465
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,623,12,13,25,0,220,1078
HCRTR1,0,0,0,0,0,2,0
PEF1,2685,2018,2317,176,559,1412,1353
COL16A1,282,1285,3943,4,623,4584,2323
ADGRB2,115,99,186,14,113,624,307
MIR4254,0,0,0,0,0,0,0
SPOCD1,105,97,128,22,139,578,1059
PTP4A2,8869,7045,12822,580,1929,7911,7997
KHDRBS1,4076,3055,6469,244,554,2588,3564
TMEM39B,449,353,686,32,77,165,264
MIR5585,0,0,0,0,0,0,0
KPNA6,2007,1761,2175,90,521,1391,1560
TXLNA,2397,1819,2305,64,462,1093,1683
CCDC28B,2697,2050,1967,58,277,1290,1129
IQCC,72,61,60,1,15,20,35
DCDC2B,2,1,1,0,0,0,0
TMEM234,873,640,893,55,114,555,686
EIF3I,6976,6205,8851,453,1399,4435,4026
MTMR9LP,96,84,451,2,9,49,156
FAM167B,35,118,274,0,12,14,81
LCK,0,0,0,0,0,0,0
HDAC1,1352,1054,1684,70,172,718,949
MARCKSL1,9418,1679,7808,401,115,8411,3189
FAM229A,639,492,116,20,65,334,305
TSSK3,1,0,10,0,2,1,3
BSDC1,1926,1577,1648,76,436,2073,1105
ZBTB8B,91,33,16,1,23,30,30
ZBTB8A,1059,658,956,18,161,436,645
ZBTB8OS,3816,3256,2736,156,607,2553,2273
RBBP4,1568,974,1850,81,195,1419,2910
SYNC,4865,3356,2266,84,1006,1422,1732
KIAA1522,736,659,382,17,208,117,295
YARS1,3071,2799,4147,221,694,1486,1838
S100PBP,791,606,843,22,164,497,604
FNDC5,54,28,57,6,7,115,30
HPCA,2,8,17,0,0,1,2
TMEM54,1635,2212,2022,130,511,665,981
RNF19B,240,196,276,16,63,180,204
AK2,2401,1995,2123,145,480,1904,1872
AZIN2,56,78,161,7,24,76,188
TRIM62,401,267,330,7,62,96,255
ZNF362,1318,679,874,31,155,342,617
A3GALT2,0,0,0,0,0,0,0
PHC2,2158,1688,4194,132,461,2522,3129
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,3,3,0,0,1,1
ZSCAN20,90,44,31,5,11,16,18
CSMD2,26,32,22,1,15,44,83
HMGB4,0,0,0,0,0,0,1
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,2,8,0,0,0,1,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
