H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
NPHP4,1,8,1,2,10,2,0
KCNAB2,0,3,0,0,2,1,0
CHD5,0,1,0,0,8,0,2
RPL22,463,5222,231,312,3177,475,1281
LOC102724450,0,2,0,0,0,0,0
RNF207,0,3,0,0,1,1,0
ICMT,22,116,11,12,86,11,26
LINC00337,0,12,0,1,4,0,0
HES3,1,0,0,0,1,1,0
GPR153,0,11,2,0,7,3,0
ACOT7,17,141,9,10,71,15,57
HES2,0,2,1,0,2,0,1
ESPN,6,49,1,0,8,4,3
MIR4252,0,0,0,0,0,0,0
TNFRSF25,2,13,1,0,10,1,1
PLEKHG5,0,11,0,0,11,2,4
NOL9,10,49,8,6,43,8,14
TAS1R1,0,0,0,0,0,0,0
ZBTB48,0,12,1,1,9,0,3
KLHL21,5,17,3,1,21,3,10
PHF13,3,40,5,2,27,8,8
THAP3,7,36,3,2,35,6,12
DNAJC11,11,48,4,5,37,13,17
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,2,0,0,0,0,0
CAMTA1,61,575,37,35,374,81,129
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,11,48,2,3,42,3,21
PER3,0,4,1,1,3,0,4
UTS2,0,0,0,0,0,0,0
TNFRSF9,0,0,0,0,1,0,0
PARK7,186,1247,106,50,908,73,282
ERRFI1,7,21,5,3,42,9,14
LINC01714,0,0,0,0,0,0,0
SLC45A1,0,3,0,1,0,0,0
RERE,19,96,5,9,59,20,22
RERE-AS1,0,0,0,0,0,0,0
SNORD128,0,0,0,0,0,0,0
ENO1,118,902,40,59,680,82,324
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,0,1,0,0,1,1,1
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,0,0,0,0,0,0,0
GPR157,1,3,1,0,4,0,2
MIR34AHG,1,11,1,0,3,1,2
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,0,17,0,1,0,0,1
H6PD,2,6,1,1,5,2,0
SPSB1,0,2,0,0,0,1,2
LINC02606,0,0,0,0,0,0,0
SLC25A33,21,101,15,9,159,17,25
TMEM201,2,13,5,3,20,3,5
PIK3CD,0,31,0,0,18,1,8
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,1,62,1,2,34,14,8
CLSTN1,11,90,9,6,39,14,29
CTNNBIP1,22,187,21,14,132,31,65
LZIC,7,57,7,3,82,3,14
NMNAT1,0,3,0,0,5,0,2
TMEM274P,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,6,43,1,0,41,3,5
UBE4B,7,59,4,4,46,15,17
KIF1B,18,131,6,9,83,18,30
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,30,258,17,22,228,55,87
CENPS,7,58,6,4,65,7,13
CENPS-CORT,0,0,0,0,1,0,1
CORT,0,0,0,0,0,0,0
DFFA,20,220,9,8,99,18,41
PEX14,4,18,0,0,6,2,2
CASZ1,0,7,0,1,2,2,2
C1orf127,0,0,0,0,0,0,0
TARDBP,15,115,6,7,51,14,34
MASP2,0,0,0,0,0,0,0
SRM,243,989,107,83,987,168,305
EXOSC10,4,33,2,3,51,5,2
EXOSC10-AS1,0,4,1,0,14,0,2
MTOR,14,66,8,4,47,14,12
MTOR-AS1,0,0,0,0,0,0,0
ANGPTL7,0,0,0,0,0,0,0
UBIAD1,7,45,4,4,44,7,14
DISP3,1,8,1,1,1,1,0
LINC01647,0,0,0,0,0,0,0
FBXO2,11,168,5,7,149,9,82
FBXO44,2,20,2,2,17,1,9
FBXO6,0,1,0,0,1,0,0
MAD2L2,47,347,55,29,387,50,136
DRAXIN,4,32,9,4,44,4,25
AGTRAP,21,211,19,8,136,49,49
C1orf167,0,1,0,1,0,0,3
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,1,33,1,1,10,4,7
CLCN6,0,15,0,2,4,2,5
NPPA-AS1,0,0,0,0,0,0,0
NPPA,0,0,0,0,1,0,0
NPPB,0,0,1,1,66,1,126
RNU5E-1,0,0,0,0,0,0,0
KIAA2013,16,72,7,3,49,9,19
PLOD1,4,31,2,6,20,5,8
MFN2,4,31,4,7,57,8,15
MIIP,28,145,10,8,134,12,67
MIR6729,0,0,0,0,0,0,0
TNFRSF8,2,3,1,0,21,0,8
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,0,0,0,0,1,0,0
MIR4632,0,0,0,0,0,0,0
VPS13D,6,15,2,0,12,4,3
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,10,59,3,2,15,4,8
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0
AADACL3,0,2,0,0,0,0,3
C1orf158,0,1,0,0,0,0,1
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,0,0,0,0,0,0,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,1,0,0,0,0,0
PDPN,14,102,9,16,69,25,39
PRDM2,5,25,1,1,29,3,7
KAZN-AS1,0,0,0,0,0,0,0
KAZN,2,23,3,1,12,2,23
TMEM51-AS1,0,0,0,0,1,0,0
TMEM51,3,9,1,1,7,9,1
C1orf195,0,0,0,0,0,0,0
FHAD1,0,1,1,0,0,0,0
FHAD1-AS1,0,0,0,0,0,0,0
EFHD2,4,29,4,3,33,6,8
CTRC,0,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0,0
CASP9,4,11,2,0,9,1,2
DNAJC16,3,23,1,4,21,6,5
SCARNA21B,0,0,0,0,0,0,0
AGMAT,4,17,1,0,11,1,2
DDI2,5,45,1,4,38,9,20
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,8,45,3,2,39,7,11
SLC25A34,0,0,0,0,0,0,0
SLC25A34-AS1,0,0,0,0,0,0,0
TMEM82,0,3,0,1,1,0,0
FBLIM1,14,91,14,10,154,20,44
UQCRHL,6,21,2,7,21,1,8
FLJ37453,3,56,0,1,32,8,5
SPEN,12,67,12,7,65,8,19
ZBTB17,2,11,1,3,16,3,4
SRARP,0,0,0,0,0,0,1
HSPB7,0,0,0,0,0,0,0
CLCNKA,0,2,0,0,0,0,0
CLCNKB,0,1,0,0,1,0,0
FAM131C,0,2,0,1,0,0,0
EPHA2,6,28,0,1,21,7,25
ARHGEF19,2,38,2,7,28,13,9
CPLANE2,0,8,0,0,1,0,2
FBXO42,2,17,0,0,18,3,5
SZRD1,30,144,14,15,107,20,65
SPATA21,0,1,0,0,0,0,0
NECAP2,11,27,0,4,21,2,20
LINC01772,0,1,0,0,1,0,0
CROCCP3,0,5,0,0,2,2,0
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,0,0,0,0,1,0,0
MIR3675,0,0,0,0,0,0,0
NBPF1,6,12,2,1,39,1,4
CROCCP2,6,42,0,4,26,9,5
MST1P2,1,2,0,0,2,1,1
ESPNP,0,0,0,0,0,0,0
MST1L,0,0,0,0,1,0,1
LOC112267871,0,0,0,0,0,0,0
LOC105376805,2,138,2,1,35,17,1
CROCC,5,16,1,0,13,0,4
MFAP2,15,102,10,10,117,21,50
ATP13A2,14,52,4,12,59,11,29
SDHB,8,106,8,10,59,12,37
PADI2,0,0,1,0,4,0,0
LINC02783,0,0,0,0,0,0,0
PADI1,0,1,0,0,0,0,0
PADI3,0,1,0,0,3,0,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,0,0
PADI6,0,0,0,0,0,0,0
RCC2,42,263,27,34,340,63,112
ARHGEF10L,4,18,1,1,21,5,4
ACTL8,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0
IGSF21,3,26,3,6,6,7,5
KLHDC7A,2,34,0,5,9,6,6
PAX7,0,0,1,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,6,25,2,1,21,5,6
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,1,3,0,2,8,0,4
UBR4,13,137,3,9,120,12,34
EMC1-AS1,1,2,1,0,1,0,0
EMC1,3,26,1,4,27,7,10
MRTO4,46,145,26,16,174,19,52
AKR7L,0,3,0,0,0,0,0
AKR7A3,0,3,0,0,0,0,0
LOC100506730,0,3,0,0,1,0,0
AKR7A2,17,125,9,6,77,15,36
SLC66A1,1,26,2,1,18,3,8
CAPZB,41,283,27,26,227,42,104
LOC105378614,0,0,0,0,0,0,0
MICOS10,78,661,68,54,642,62,200
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,8,55,1,1,16,2,8
NBL1,0,0,0,0,1,0,0
HTR6,0,2,0,0,0,0,0
TMCO4,0,4,0,0,2,0,1
RNF186,0,0,0,0,0,0,0
OTUD3,1,23,2,1,16,6,1
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,1,0,0,1,0,3
PLA2G5,0,0,0,0,0,0,0
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,5,0,0,1,0,0
UBXN10,0,0,0,0,0,1,1
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,0,23,6,3,61,9,4
MUL1,8,17,2,0,24,2,6
FAM43B,0,2,0,0,0,1,0
CDA,1,23,0,0,10,6,8
PINK1,2,12,0,0,13,2,7
MIR6084,0,0,0,0,0,0,0
PINK1-AS,0,0,0,0,1,0,0
DDOST,20,145,10,6,72,20,32
KIF17,0,1,0,0,14,0,1
SH2D5,4,9,1,1,5,1,2
HP1BP3,14,94,6,11,75,13,17
EIF4G3,15,80,6,7,44,12,22
MIR1256,0,0,0,0,0,0,0
ECE1,7,35,3,7,22,5,10
ECE1-AS1,0,0,0,0,0,0,0
NBPF3,0,3,0,1,4,1,0
ALPL,24,160,21,14,110,33,75
RAP1GAP,1,7,1,0,5,1,0
USP48,15,109,8,6,87,7,35
LDLRAD2,0,1,0,0,2,0,2
HSPG2,5,49,0,4,9,4,20
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,0,0,0,0,0,0,0
LINC00339,0,44,3,1,7,4,9
CDC42,18,326,58,17,271,46,184
WNT4,0,1,0,0,0,0,0
MIR4418,0,0,0,0,0,0,0
ZBTB40,6,4,3,2,20,2,5
EPHA8,0,8,0,0,2,1,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,0,7,0,0,4,1,1
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,0,0,0,0,0,0,0
KDM1A,27,193,14,11,78,24,38
MIR3115,0,0,0,0,0,0,0
LUZP1,20,115,11,12,135,15,66
HTR1D,0,10,1,1,6,3,0
LINC01355,1,4,0,0,4,0,2
HNRNPR,67,324,29,26,242,33,93
ZNF436,0,1,0,0,1,0,2
ZNF436-AS1,1,4,0,0,0,0,0
TCEA3,0,1,0,0,1,0,0
ASAP3,2,16,1,1,7,2,7
E2F2,0,7,0,0,4,0,0
LOC101928163,0,0,0,0,0,0,0
ID3,158,686,121,56,224,127,473
MDS2,0,0,0,0,0,0,0
RPL11,1289,16298,792,848,10409,1983,4975
ELOA,13,49,8,3,57,9,15
ELOA-AS1,1,16,1,1,11,3,3
PITHD1,23,136,14,15,152,20,70
LYPLA2,21,176,19,13,108,33,52
GALE,5,15,2,1,26,5,23
HMGCL,2,19,0,0,24,2,5
FUCA1,3,12,1,0,6,0,9
CNR2,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,38,254,20,17,136,28,62
SRSF10,54,379,32,22,323,39,110
MYOM3,0,0,0,0,0,0,0
IL22RA1,0,3,0,0,2,0,0
IFNLR1,3,10,0,1,8,3,2
LINC02800,0,0,0,0,0,0,0
GRHL3,0,3,0,0,1,0,8
STPG1,0,11,1,0,14,2,1
NIPAL3,1,26,1,0,12,4,5
RCAN3AS,0,2,0,0,2,0,0
RCAN3,6,40,4,10,30,11,13
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,0,0,0,0,0,0
SRRM1,74,367,31,37,243,36,83
CLIC4,14,169,17,20,186,24,68
RUNX3,0,2,0,0,0,0,0
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,11,134,10,6,141,14,41
RSRP1,8,55,5,3,44,8,13
RHD,0,0,0,0,0,0,0
TMEM50A,20,225,22,11,200,24,87
RHCE,0,0,0,1,0,0,0
MACO1,3,15,3,1,34,5,16
LDLRAP1,4,18,5,2,29,3,18
MAN1C1,3,12,0,0,10,2,14
SELENON,7,87,5,7,41,12,24
MTFR1L,9,34,2,1,42,6,8
LOC646471,0,0,0,0,0,0,0
AUNIP,8,32,0,2,29,6,6
PAQR7,0,8,2,0,4,2,2
STMN1,114,929,82,48,725,84,321
MIR3917,0,0,0,0,0,0,0
PAFAH2,1,13,1,2,16,2,2
EXTL1,0,0,0,0,0,0,0
SLC30A2,0,0,0,0,1,0,0
TRIM63,0,0,0,0,0,0,0
PDIK1L,0,4,0,0,3,1,2
FAM110D,0,3,0,0,3,1,1
C1orf232,0,0,0,0,0,0,0
ZNF593,27,194,29,18,318,37,99
CNKSR1,1,9,0,1,12,0,2
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,0,17,0,0,2,2,2
CEP85,3,12,1,3,12,3,7
SH3BGRL3,48,649,47,42,671,107,182
UBXN11,2,14,1,0,7,2,3
CD52,0,3,0,0,0,0,0
CRYBG2,5,24,1,1,16,1,6
ZNF683,0,0,0,0,1,0,0
LIN28A,85,704,41,72,422,87,136
DHDDS,4,26,3,2,17,1,11
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,230,1246,246,76,1220,214,333
RPS6KA1,12,48,1,4,33,8,12
MIR1976,0,0,0,0,0,0,0
LOC101928728,0,0,0,0,0,0,0
ARID1A,34,186,14,20,153,38,54
PIGV,1,18,0,0,8,2,4
ZDHHC18,3,24,2,4,20,4,9
SFN,4,15,0,0,10,2,14
GPN2,4,31,3,3,29,3,8
GPATCH3,4,17,1,2,27,1,6
NR0B2,0,0,0,0,0,0,0
NUDC,40,179,13,18,193,14,63
KDF1,3,37,4,1,33,13,9
TRNP1,13,76,15,6,141,13,22
TENT5B,12,149,5,14,196,14,23
SLC9A1,3,16,1,1,32,4,9
WDTC1,1,17,2,2,8,3,4
TMEM222,3,47,4,1,75,5,22
ACTG1P20,1,8,1,0,7,0,4
SYTL1,1,55,1,1,16,6,11
MAP3K6,2,7,0,0,0,1,1
FCN3,0,0,0,0,0,0,0
CD164L2,0,7,0,0,0,1,0
GPR3,0,6,1,0,3,0,1
WASF2,50,280,26,11,283,35,83
AHDC1,6,23,0,5,12,5,6
FGR,0,1,0,0,0,0,0
LINC02574,0,0,0,0,0,0,0
IFI6,1,11,0,0,4,2,0
FAM76A,9,30,1,1,16,4,6
STX12,2,10,0,0,15,4,5
PPP1R8,7,62,4,2,47,9,12
SCARNA1,0,0,0,0,0,0,0
THEMIS2,0,10,0,1,3,1,1
RPA2,18,70,7,3,71,7,20
SMPDL3B,5,30,1,3,25,5,13
XKR8,7,49,3,1,33,10,9
EYA3,4,27,8,4,23,3,9
PTAFR,0,5,0,1,4,1,4
DNAJC8,27,284,27,8,183,26,68
ATP5IF1,92,834,49,58,810,69,149
SESN2,5,63,2,6,166,7,16
MED18,0,9,1,0,2,0,1
PHACTR4,13,111,5,6,83,16,23
RCC1,13,72,10,6,38,11,24
SNHG3,20,234,9,14,153,55,36
SNORA73A,0,2,0,0,0,0,0
SNORA73B,0,0,0,0,0,0,0
TRNAU1AP,10,57,5,2,73,7,23
SNHG12,7,66,4,3,147,13,33
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,3,26,2,1,8,6,2
TAF12,14,115,12,4,134,11,45
LINC01715,1,2,0,0,1,0,1
RNU11,0,0,0,0,0,0,0
GMEB1,6,56,2,7,29,4,7
YTHDF2,56,261,31,21,281,38,110
OPRD1,1,2,0,0,4,0,0
EPB41,14,58,8,3,33,14,17
TMEM200B,0,9,0,1,4,3,10
SRSF4,38,201,15,15,107,31,66
MECR,7,58,5,8,52,11,10
PTPRU,3,35,1,3,12,3,8
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,0,0,0,0,0,0,0
MATN1-AS1,0,0,0,0,0,0,0
LAPTM5,0,2,0,0,0,0,0
MIR4420,0,0,0,0,0,0,0
LINC01778,0,0,0,0,5,0,1
SDC3,1,15,4,2,15,5,5
PUM1,29,169,14,14,128,28,62
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,8,64,11,8,35,9,5
SNRNP40,12,115,10,10,92,19,45
ZCCHC17,41,174,16,20,138,32,58
FABP3,8,35,2,4,16,4,9
SERINC2,6,68,4,6,55,6,9
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,0,11,0,0,0,2,1
HCRTR1,0,0,0,0,0,0,0
PEF1,13,48,7,5,62,5,18
COL16A1,0,0,0,0,3,0,0
ADGRB2,3,16,2,0,3,3,2
MIR4254,0,0,0,0,0,0,0
SPOCD1,0,0,0,0,2,0,0
PTP4A2,69,385,47,40,556,51,130
KHDRBS1,64,475,35,28,286,79,123
TMEM39B,7,32,4,1,31,3,6
MIR5585,0,0,0,0,0,0,0
KPNA6,24,172,8,13,94,31,30
TXLNA,12,74,4,4,78,6,15
CCDC28B,13,60,7,3,26,16,10
IQCC,1,6,0,0,6,1,2
DCDC2B,0,0,0,0,0,0,0
TMEM234,4,19,2,1,34,3,10
EIF3I,35,233,15,14,236,20,90
MTMR9LP,0,31,1,1,7,5,2
FAM167B,0,4,0,0,1,0,0
LCK,0,43,3,1,29,11,4
HDAC1,9,68,4,0,50,7,18
MARCKSL1,324,1953,309,180,1738,374,804
FAM229A,0,9,0,1,5,0,4
TSSK3,0,0,0,0,0,0,0
BSDC1,2,41,2,4,49,5,24
ZBTB8B,1,12,0,1,7,1,1
ZBTB8A,9,55,9,3,31,5,4
ZBTB8OS,19,157,16,4,177,14,72
RBBP4,21,185,15,12,92,22,46
SYNC,2,36,3,1,7,1,5
KIAA1522,7,47,3,3,32,16,43
YARS1,15,100,15,9,125,13,55
S100PBP,4,33,1,2,22,6,7
FNDC5,0,3,0,1,1,0,0
HPCA,1,3,1,0,2,0,0
TMEM54,1,30,3,2,54,6,12
RNF19B,3,17,0,0,27,2,12
AK2,17,105,8,5,73,11,27
AZIN2,0,2,0,0,3,0,1
TRIM62,2,6,0,1,5,4,3
ZNF362,1,22,0,1,14,3,2
A3GALT2,0,0,0,0,0,0,0
PHC2,4,13,6,3,29,4,2
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,0,0,0,0,0,0
ZSCAN20,0,4,0,0,3,0,0
CSMD2,0,5,0,1,5,2,0
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,0,22,1,2,15,2,1
MIR552,0,0,0,0,0,0,0
GJB5,0,1,0,1,0,0,0
GJB4,0,1,0,0,0,0,0
GJB3,0,2,0,0,2,0,1
GJA4,0,3,0,0,1,1,4
SMIM12,16,134,15,9,148,21,46
DLGAP3,4,9,0,3,28,3,3
LOC653160,0,0,0,0,1,0,0
TMEM35B,0,50,2,3,46,4,5
ZMYM6,2,9,1,1,9,0,1
ZMYM1,3,25,2,2,25,1,5
SFPQ,93,279,50,36,474,64,164
ZMYM4,26,70,13,9,69,12,19
ZMYM4-AS1,0,0,0,0,0,0,0
KIAA0319L,3,65,3,9,59,14,9
NCDN,8,32,3,4,50,8,8
TFAP2E,0,0,0,0,0,0,0
PSMB2,55,374,39,26,376,39,127
C1orf216,0,4,0,0,19,7,2
CLSPN,32,105,8,6,83,16,30
AGO4,1,17,3,0,9,0,6
AGO1,4,63,10,5,60,9,30
AGO3,0,15,1,2,15,3,7
TEKT2,0,3,0,0,3,0,2
ADPRHL2,10,85,4,4,58,6,27
COL8A2,0,0,0,0,2,0,0
TRAPPC3,15,114,9,9,93,10,50
MAP7D1,8,65,3,7,63,13,10
THRAP3,49,245,31,16,206,21,63
SH3D21,0,2,0,0,3,1,0
EVA1B,3,101,2,3,61,16,21
STK40,1,22,1,2,50,5,11
LSM10,42,312,29,21,336,49,70
OSCP1,1,1,1,0,6,0,1
SNORA63C,0,0,0,0,0,0,0
