H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
CENPS-CORT,13,10,27,0,4,15,13
CORT,6,1,2,1,0,4,0
DFFA,1665,1082,1975,157,336,826,876
PEX14,656,400,453,63,129,362,385
CASZ1,168,53,2,9,5,9,12
C1orf127,10,7,7,1,0,0,1
TARDBP,1358,907,1130,112,282,927,1153
MASP2,0,0,0,0,0,3,0
SRM,10108,8294,11493,799,2234,8533,8416
EXOSC10,795,665,665,59,212,354,486
EXOSC10-AS1,98,90,78,16,27,54,113
MTOR,976,632,624,69,233,425,535
MTOR-AS1,1,0,0,0,0,0,1
ANGPTL7,1,0,0,0,0,1,4
UBIAD1,508,409,453,59,121,232,309
DISP3,0,0,3,0,0,2,1
LINC01647,0,0,0,0,0,0,0
FBXO2,467,498,450,118,92,742,1682
FBXO44,627,336,319,65,122,328,421
FBXO6,562,525,369,31,127,251,269
MAD2L2,728,653,1073,118,156,449,531
DRAXIN,5,2,46,9,0,6,0
AGTRAP,1470,1741,2887,170,529,2113,4096
C1orf167,14,8,4,0,3,6,3
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,330,263,427,45,73,181,395
CLCN6,215,173,227,20,55,165,220
NPPA-AS1,1,1,0,0,1,3,5
NPPA,0,0,0,2,0,1,0
NPPB,59,0,1,1106,11,276,34
RNU5E-1,0,0,0,0,0,0,1
KIAA2013,1537,1243,1598,151,513,1089,1239
PLOD1,2955,1860,3641,169,939,2403,3485
MFN2,989,838,873,99,297,682,834
MIIP,794,514,639,78,178,982,492
MIR6729,0,0,0,0,0,0,0
TNFRSF8,0,0,0,0,0,27,1
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,1,2,10,0,0,3,1
MIR4632,0,0,0,0,0,0,0
VPS13D,449,449,570,26,146,385,382
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,214,502,700,17,52,4773,851
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,1,0
AADACL3,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,0,0
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,0,1,1,0,0,1,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,269,0
PDPN,125,278,2150,7,470,19534,954
PRDM2,943,546,935,78,211,625,813
KAZN-AS1,0,0,0,0,0,0,0
KAZN,1905,575,713,136,179,223,328
TMEM51-AS1,0,2,1,0,0,9,3
TMEM51,46,67,183,8,67,504,216
C1orf195,0,0,0,0,0,0,0
FHAD1,0,0,71,0,0,0,9
FHAD1-AS1,0,0,1,0,0,0,0
EFHD2,349,517,1077,45,163,597,648
CTRC,0,2,1,0,0,0,0
CELA2A,0,0,0,0,0,3,0
CELA2B,0,0,0,0,0,0,0
CASP9,327,221,182,35,66,151,143
DNAJC16,539,443,844,64,178,435,815
SCARNA21B,0,0,0,0,0,0,0
AGMAT,41,37,27,6,18,33,56
DDI2,292,274,465,29,112,246,405
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,1835,1192,1880,184,444,971,1257
SLC25A34,33,24,41,2,11,35,64
SLC25A34-AS1,176,6,15,7,4,0,20
TMEM82,0,0,0,0,0,0,0
FBLIM1,13063,4100,3958,985,1022,1287,2595
UQCRHL,150,90,152,22,28,76,70
FLJ37453,267,182,248,47,52,134,177
SPEN,1401,1028,1312,127,292,579,697
ZBTB17,645,383,506,40,118,307,402
SRARP,0,0,1,0,0,0,0
HSPB7,3107,411,28,211,1566,155,26
CLCNKA,4,4,4,0,3,3,8
CLCNKB,11,5,1,2,0,2,3
FAM131C,19,27,33,12,12,8,18
EPHA2,2610,1996,2227,260,678,1412,1915
ARHGEF19,245,193,203,15,92,222,142
CPLANE2,66,36,130,3,12,36,80
FBXO42,623,417,535,50,110,249,364
SZRD1,2371,1676,2322,195,596,1252,1777
SPATA21,1,1,2,0,0,1,2
NECAP2,2695,1788,2427,229,535,1020,1405
LINC01772,30,28,40,2,8,13,26
CROCCP3,72,61,82,4,13,33,39
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,2,0,0,1,1,1,1
MIR3675,0,0,0,0,0,0,0
NBPF1,568,547,338,37,243,334,410
CROCCP2,410,329,215,49,105,117,275
MST1P2,26,27,45,0,7,41,38
ESPNP,0,0,0,0,0,0,0
MST1L,8,9,7,0,6,8,2
LOC112267871,0,1,0,0,0,0,0
LOC105376805,1185,928,32,32,139,793,566
CROCC,471,412,685,38,150,242,316
MFAP2,2558,2122,10013,104,1159,2964,9149
ATP13A2,575,483,894,69,254,557,919
SDHB,2101,1968,2599,259,422,1683,2026
PADI2,13,77,7,0,0,1,2
LINC02783,3,3,13,4,6,29,38
PADI1,108,130,10,4,11,7,18
PADI3,0,0,0,0,0,1,1
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,1,0
PADI6,0,0,0,0,0,0,0
RCC2,2024,2126,2414,147,492,894,1761
ARHGEF10L,685,465,374,102,198,137,250
ACTL8,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,1,2,4,0,0,0,1
PAX7,0,0,0,0,1,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,261,138,205,23,66,141,133
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,277,193,126,35,144,52,192
UBR4,2624,2100,1768,278,677,1489,1822
EMC1-AS1,233,177,302,23,37,163,241
EMC1,1117,901,1162,86,330,1023,1078
MRTO4,1377,1237,2080,221,328,1014,1077
AKR7L,20,9,21,2,8,8,11
AKR7A3,12,9,8,1,1,6,16
LOC100506730,48,49,72,2,19,19,49
AKR7A2,3665,3235,5067,292,642,2446,2730
SLC66A1,501,452,683,78,151,342,601
CAPZB,12186,10845,11998,953,2965,8301,8306
LOC105378614,0,0,0,0,0,0,0
MICOS10,14838,15809,14994,1144,3498,11386,15907
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,202,198,642,27,51,267,618
NBL1,16,23,22,0,5,9,17
HTR6,1,6,2,0,2,3,3
TMCO4,397,279,256,42,70,72,161
RNF186,0,0,0,0,0,0,0
OTUD3,299,187,158,97,103,221,249
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,13,2
PLA2G5,0,0,1,0,0,7,1
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,1,0,0,0,15,0
UBXN10,0,0,0,0,0,15,1
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,2650,2345,2801,306,1551,2167,3944
MUL1,1129,893,962,84,219,532,811
FAM43B,17,0,1,1,22,4,179
CDA,16,15,13,1,132,19,156
PINK1,1782,1341,2143,166,751,1206,1687
MIR6084,0,0,0,0,0,0,0
PINK1-AS,22,17,22,1,2,25,24
DDOST,6149,4557,7808,542,939,6648,5689
KIF17,66,35,21,9,21,11,16
SH2D5,40,41,33,14,48,22,48
HP1BP3,4664,3029,3687,292,877,1734,3114
EIF4G3,2698,1947,2376,183,618,1375,1847
MIR1256,0,0,0,0,0,0,0
ECE1,1366,1425,1349,275,688,1025,1643
ECE1-AS1,6,3,5,0,1,2,2
NBPF3,58,46,80,7,35,93,38
ALPL,311,1263,8222,8,189,39,694
RAP1GAP,26,29,6,11,10,19,8
USP48,2246,1460,1923,198,463,1037,1064
LDLRAD2,18,7,7,0,6,12,9
HSPG2,7764,4447,4720,430,1612,4660,5072
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,12,12,5,0,1,8,10
LINC00339,202,191,294,20,37,114,294
CDC42,12328,9869,16825,1215,2869,11674,16438
WNT4,49,14,3,2,25,1306,134
MIR4418,0,0,0,0,0,0,0
ZBTB40,473,320,374,51,135,255,221
EPHA8,0,0,0,0,1,2,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,180,523,1068,38,385,805,1248
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,3,1,3,0,0,1,1
KDM1A,1497,981,1421,139,281,644,1065
MIR3115,0,0,0,0,0,0,0
LUZP1,4715,2985,2958,539,845,2180,2429
HTR1D,16,22,3,3,7,7,14
LINC01355,62,73,196,6,25,95,145
HNRNPR,6679,4190,5564,522,946,2301,3752
ZNF436,193,125,253,14,34,82,131
ZNF436-AS1,118,122,203,15,29,82,167
TCEA3,1351,743,315,9,138,65,179
ASAP3,120,86,531,11,40,106,108
E2F2,0,0,2,0,0,0,0
LOC101928163,0,0,0,0,0,0,0
ID3,38852,6841,4281,3338,3731,16761,10615
MDS2,1,1,0,0,0,0,0
RPL11,59550,60826,152730,8021,12681,57038,87493
ELOA,1901,1105,1230,186,414,980,930
ELOA-AS1,121,128,244,9,15,61,97
PITHD1,1713,1231,2146,293,418,1419,1472
LYPLA2,1367,883,1273,182,291,1175,1303
GALE,762,539,714,102,115,572,733
HMGCL,1181,994,1908,139,247,752,1216
FUCA1,1160,756,1671,140,270,965,675
CNR2,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,1725,1011,1708,147,212,872,1557
SRSF10,4920,3320,4089,445,929,2432,3372
MYOM3,1,9,7,0,5,7,24
IL22RA1,0,0,0,0,0,0,0
IFNLR1,4,9,12,2,6,2,1
LINC02800,0,0,0,0,0,0,0
GRHL3,8,1,1,1,1,3,6
STPG1,217,236,149,25,59,87,126
NIPAL3,1786,2162,1060,132,578,1309,1312
RCAN3AS,8,6,11,1,0,2,6
RCAN3,545,456,347,46,112,128,273
NCMAP-DT,1,0,0,0,0,0,0
NCMAP,0,0,0,0,0,1,1
SRRM1,5044,3471,3570,535,825,2069,3367
CLIC4,7259,6970,10918,361,3069,3731,12308
RUNX3,26,26,101,2,30,0,4
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,4509,3118,4435,503,785,2332,3522
RSRP1,3035,1476,2727,252,499,1556,2160
RHD,1,1,2,1,0,0,2
TMEM50A,9236,8912,13996,1202,2374,7262,10544
RHCE,33,42,28,2,22,47,28
MACO1,1528,929,1135,217,343,782,832
LDLRAP1,353,276,434,37,118,532,343
MAN1C1,43,55,416,1,93,221,199
SELENON,1213,943,2747,73,343,749,2469
MTFR1L,1915,1336,1784,166,369,1065,1291
LOC646471,6,5,12,0,5,1,5
AUNIP,9,17,25,7,4,6,23
PAQR7,249,285,476,14,93,694,1222
STMN1,12407,5289,12544,1616,1426,3478,4880
MIR3917,0,0,0,0,0,0,0
PAFAH2,452,378,297,11,168,151,274
EXTL1,164,299,43,0,563,10,596
SLC30A2,5,7,0,6,2,1,7
TRIM63,0,2,4,0,0,0,4
PDIK1L,144,110,148,11,33,48,123
FAM110D,5,8,78,1,2,4,5
C1orf232,0,1,1,0,0,0,0
ZNF593,2589,2682,4978,354,842,2843,4520
CNKSR1,12,8,3,0,2,12,7
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,35,37,0,0,4,4,37
CEP85,137,107,136,13,40,48,80
SH3BGRL3,28915,32228,50904,4833,9754,39289,67219
UBXN11,238,188,232,15,56,142,233
CD52,2,0,0,0,3,2,9
CRYBG2,2,4,4,5,0,0,8
ZNF683,0,0,0,0,0,0,0
LIN28A,0,0,5,4,8,0,0
DHDDS,696,595,764,69,215,562,680
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,11963,8238,12957,1000,1774,6294,7870
RPS6KA1,62,49,38,20,17,16,53
MIR1976,0,0,0,0,0,0,0
LOC101928728,14,6,10,0,1,7,8
ARID1A,2316,1548,1779,198,561,1133,1471
PIGV,834,714,874,33,131,301,455
ZDHHC18,235,214,360,26,103,198,232
SFN,1,1,2,0,22,3,0
GPN2,511,390,568,57,126,361,481
GPATCH3,370,215,297,35,80,184,229
NR0B2,0,0,0,0,0,0,1
NUDC,5420,4127,5109,766,1314,2801,3089
KDF1,0,1,0,0,1,0,5
TRNP1,2563,4035,3197,190,428,1385,1154
TENT5B,88,50,46,5,14,158,141
SLC9A1,678,615,571,39,243,418,1228
WDTC1,514,374,678,38,135,352,440
TMEM222,1463,890,1512,162,271,1019,1425
ACTG1P20,113,81,124,13,20,35,52
SYTL1,44,46,30,3,9,2,74
MAP3K6,311,287,344,18,109,174,255
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,3,5,0,0,2,9,6
WASF2,6393,4926,6498,550,1182,1966,2424
AHDC1,767,684,1175,59,173,434,552
FGR,1,0,0,0,0,0,1
LINC02574,1,5,1,1,1,0,0
IFI6,1278,18248,1891,549,671,626,677
FAM76A,329,311,546,18,84,239,543
STX12,2190,1674,1626,100,366,1058,1542
PPP1R8,943,766,1015,77,195,503,813
SCARNA1,0,0,0,0,0,0,0
THEMIS2,9,27,108,0,7,4,56
RPA2,1558,1136,1311,170,249,844,1030
SMPDL3B,7,1,3,1,1,6,5
XKR8,417,307,240,29,67,230,193
EYA3,443,379,768,42,115,466,355
PTAFR,7,7,3,1,0,4,2
DNAJC8,6372,4410,5020,627,891,2658,3813
ATP5IF1,19447,15742,13291,1557,3209,9800,17677
SESN2,2959,2381,2462,206,572,866,1868
MED18,271,214,212,25,37,65,83
PHACTR4,1561,1088,1213,113,233,428,793
RCC1,329,312,607,42,79,219,314
SNHG3,796,664,2643,115,230,617,1063
SNORA73A,0,1,0,0,0,0,0
SNORA73B,4,4,4,0,1,3,2
TRNAU1AP,1249,1129,1504,116,229,586,837
SNHG12,610,613,741,232,151,460,934
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,1,0,0,1,0
SNORA16A,0,0,0,0,0,0,0
RAB42,47,64,78,2,3,34,24
TAF12,2526,1989,3567,273,522,2086,2093
LINC01715,60,49,88,1,6,46,62
RNU11,0,0,0,0,0,0,0
GMEB1,659,462,530,78,151,308,309
YTHDF2,4367,3079,4509,563,899,2074,3356
OPRD1,0,0,0,1,0,0,1
EPB41,492,288,228,39,104,177,190
TMEM200B,100,90,108,3,29,46,48
SRSF4,2794,1863,3031,265,514,1134,1489
MECR,923,681,1102,62,171,601,669
PTPRU,508,381,351,30,266,452,677
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,9,9,12,0,0,4,2
MATN1-AS1,37,34,62,14,12,29,38
LAPTM5,3,1,0,0,0,1,2
MIR4420,0,0,0,0,0,0,0
LINC01778,29,35,22,3,3,9,16
SDC3,1985,1582,1977,99,888,361,1393
PUM1,3092,2281,3325,290,747,1727,2647
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,6,8,2,0,2,8,1
SNRNP40,2098,1773,2515,232,338,1618,1887
ZCCHC17,2581,1735,2108,321,483,1449,1757
FABP3,755,271,329,168,259,27,92
SERINC2,1789,3693,5133,184,6321,4078,4260
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,547,11,10,34,0,208,1104
HCRTR1,0,0,0,0,1,2,0
PEF1,2496,1833,2184,255,555,1364,1382
COL16A1,271,1266,3724,5,610,4430,2189
ADGRB2,104,91,175,15,105,608,311
MIR4254,0,0,0,0,0,0,0
SPOCD1,100,83,118,37,147,538,1112
PTP4A2,8182,6416,11986,842,1916,7476,8184
KHDRBS1,3923,2878,5935,475,644,2683,3636
TMEM39B,448,337,639,52,92,178,288
MIR5585,0,0,0,0,0,0,0
KPNA6,1969,1680,2061,193,592,1403,1548
TXLNA,2338,1743,2181,125,505,1122,1709
CCDC28B,2526,1923,1874,121,293,1295,1140
IQCC,71,58,54,3,14,21,35
DCDC2B,2,1,1,1,1,0,0
TMEM234,840,616,840,91,130,600,709
EIF3I,6538,5581,8259,662,1460,4265,4137
MTMR9LP,92,83,429,2,11,48,153
FAM167B,35,112,264,1,11,15,87
LCK,0,0,0,0,1,0,0
HDAC1,1281,990,1568,99,200,750,995
MARCKSL1,8893,1551,7212,1345,449,9060,3330
FAM229A,570,441,109,27,53,339,307
TSSK3,1,0,10,0,3,1,3
BSDC1,1859,1504,1585,155,465,2018,1095
ZBTB8B,87,33,15,1,22,30,28
ZBTB8A,1046,643,906,65,177,464,659
ZBTB8OS,3521,2975,2563,287,593,2385,2230
RBBP4,1493,918,1725,169,216,1449,2836
SYNC,4555,3156,2171,146,949,1304,1755
KIAA1522,695,613,368,25,208,127,327
YARS1,2961,2648,3888,288,695,1542,1925
S100PBP,771,589,785,50,177,530,615
FNDC5,49,26,57,7,8,109,24
HPCA,2,7,17,0,0,2,3
TMEM54,1420,1980,1862,127,347,607,987
RNF19B,245,182,261,28,73,185,211
AK2,2280,1853,1997,186,484,1832,1910
AZIN2,54,74,153,14,34,86,196
TRIM62,379,258,313,16,76,92,269
ZNF362,1260,625,819,53,167,339,618
A3GALT2,0,0,0,0,0,0,0
PHC2,2137,1581,3957,246,498,2447,3093
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,1,3,3,0,0,0,1
ZSCAN20,89,44,31,8,13,19,20
CSMD2,28,32,21,1,20,45,88
HMGB4,0,0,0,0,0,0,1
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,2,7,0,0,0,1,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
