H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
RNF207,4,15,5,7,4,18,1
ICMT,503,408,337,633,192,511,113
LINC00337,13,51,8,32,15,46,3
HES3,0,4,4,6,3,2,0
GPR153,20,43,18,30,7,65,4
ACOT7,1144,967,384,898,255,1121,254
HES2,3,9,5,2,4,6,1
ESPN,232,443,49,96,26,287,19
MIR4252,0,0,0,0,0,0,0
TNFRSF25,30,64,13,53,22,42,11
PLEKHG5,29,35,11,47,24,86,13
NOL9,354,264,194,349,173,289,64
TAS1R1,0,0,0,0,0,0,0
ZBTB48,98,124,46,91,76,110,21
KLHL21,101,38,33,115,40,66,23
PHF13,120,174,77,155,73,162,33
THAP3,191,274,79,145,127,236,37
DNAJC11,277,281,182,324,151,324,70
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,2,0,0,0,3,0
CAMTA1,1716,2658,942,2370,829,3170,450
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,295,253,88,227,101,333,85
PER3,32,21,14,24,21,32,12
UTS2,1,2,1,1,0,0,0
TNFRSF9,0,0,0,0,1,0,0
PARK7,10533,10476,4001,8798,3675,7239,2149
ERRFI1,136,100,125,226,70,507,43
LINC01714,0,0,1,0,0,0,0
SLC45A1,16,18,6,21,1,38,1
RERE,369,514,215,514,155,567,105
RERE-AS1,0,0,0,0,0,1,0
SNORD128,0,0,0,0,0,0,0
ENO1,11379,12952,5335,9870,5308,12854,4472
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,5,9,2,7,7,11,1
CA6,0,0,0,0,0,1,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,0,0,1,0,0,1,0
GPR157,9,16,1,11,2,27,1
MIR34AHG,11,64,6,19,4,21,9
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,8,63,5,18,2,28,5
H6PD,7,51,13,18,9,53,4
SPSB1,12,21,9,17,6,28,6
LINC02606,0,1,0,0,0,0,0
SLC25A33,608,547,411,684,405,833,169
TMEM201,68,60,62,100,35,101,26
PIK3CD,12,56,5,24,26,77,5
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,130,253,33,141,44,245,34
CLSTN1,270,422,212,320,118,404,88
CTNNBIP1,706,860,406,809,330,1272,241
LZIC,308,367,135,307,217,361,93
NMNAT1,23,24,9,27,35,15,9
TMEM274P,1,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,79,226,23,78,88,143,24
UBE4B,209,273,109,321,102,402,52
KIF1B,465,590,230,504,195,617,94
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,1432,1322,586,1424,519,2249,374
CENPS,289,235,125,274,141,240,84
CENPS-CORT,16,8,2,3,3,10,1
CORT,3,3,0,2,2,2,0
DFFA,1128,1229,470,1058,471,1042,281
PEX14,123,107,71,111,72,168,37
CASZ1,21,26,7,27,3,52,6
C1orf127,0,0,0,1,0,3,0
TARDBP,498,554,190,603,204,743,159
MASP2,0,1,0,1,1,1,0
SRM,6887,4293,2663,5380,2108,4983,1383
EXOSC10,336,289,114,294,156,314,71
EXOSC10-AS1,65,28,23,57,41,30,9
MTOR,273,328,136,302,129,416,47
MTOR-AS1,0,0,0,0,0,0,0
ANGPTL7,1,0,0,0,1,0,0
UBIAD1,210,179,126,255,112,240,55
DISP3,8,19,10,13,1,22,0
LINC01647,0,0,1,0,0,0,0
FBXO2,438,1232,297,641,532,837,318
FBXO44,95,112,82,98,43,118,18
FBXO6,8,7,4,7,19,4,2
MAD2L2,1521,1736,1208,1750,1080,2440,607
DRAXIN,177,157,283,294,159,222,136
AGTRAP,883,1185,682,924,510,1387,218
C1orf167,3,8,0,17,0,3,5
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,82,106,51,106,29,90,17
CLCN6,53,54,23,63,14,55,13
NPPA-AS1,1,0,0,0,1,0,0
NPPA,0,0,1,0,0,0,0
NPPB,218,6,1,97,56,7,344
RNU5E-1,0,0,0,0,0,0,0
KIAA2013,259,269,138,344,139,337,79
PLOD1,128,80,49,142,36,153,39
MFN2,154,129,79,171,68,202,44
MIIP,842,760,366,610,332,867,255
MIR6729,0,0,0,0,0,0,0
TNFRSF8,30,17,11,74,39,100,40
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,5,4,2,13,0,19,3
MIR4632,0,0,0,0,0,0,0
VPS13D,72,70,23,103,26,108,11
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,235,280,68,256,44,98,64
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0
AADACL3,4,5,0,3,1,3,2
C1orf158,0,0,0,1,0,1,1
PRAMEF12,0,0,2,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,0,0,0,1,0,1,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,4,1,1,17,1,14,1
PDPN,927,715,595,1530,315,1338,232
PRDM2,155,173,74,169,80,266,42
KAZN-AS1,0,0,0,0,0,0,0
KAZN,132,150,81,155,53,257,142
TMEM51-AS1,0,2,2,1,0,3,0
TMEM51,64,43,53,92,31,184,9
C1orf195,0,0,0,0,0,0,0
FHAD1,1,3,6,3,0,7,0
FHAD1-AS1,0,0,0,0,0,0,0
EFHD2,129,138,108,170,67,239,28
CTRC,0,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0,0
CASP9,99,88,45,100,50,174,9
DNAJC16,84,118,66,142,60,155,22
SCARNA21B,0,0,0,0,0,0,0
AGMAT,103,85,44,164,51,120,10
DDI2,171,166,88,201,98,188,43
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,175,186,92,188,76,286,63
SLC25A34,1,1,0,1,3,2,1
SLC25A34-AS1,0,1,0,0,0,0,0
TMEM82,3,14,1,5,6,10,0
FBLIM1,616,391,319,796,358,772,184
UQCRHL,115,106,39,259,48,142,15
FLJ37453,75,223,46,108,35,152,8
SPEN,356,309,212,471,239,495,103
ZBTB17,83,67,52,98,42,124,25
SRARP,0,1,1,0,0,1,1
HSPB7,0,0,0,0,0,0,0
CLCNKA,2,5,0,2,0,9,1
CLCNKB,1,8,2,7,1,6,0
FAM131C,9,8,8,2,1,28,0
EPHA2,72,107,22,130,39,173,80
ARHGEF19,182,187,139,296,98,291,47
CPLANE2,11,27,4,8,7,13,5
FBXO42,74,92,43,110,45,115,19
SZRD1,649,541,298,557,229,675,187
SPATA21,1,0,0,0,0,0,0
NECAP2,251,216,126,233,97,257,54
LINC01772,5,6,0,6,2,7,0
CROCCP3,22,35,3,29,7,39,0
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,1,3,0,0,0,0,1
MIR3675,0,0,0,0,0,0,0
NBPF1,75,64,20,82,97,39,22
CROCCP2,214,154,42,95,69,184,22
MST1P2,0,10,3,7,0,9,0
ESPNP,1,1,0,1,0,0,0
MST1L,3,4,0,3,0,5,0
LOC112267871,0,3,0,1,0,0,0
LOC105376805,189,549,86,148,77,538,17
CROCC,79,124,49,131,35,131,24
MFAP2,571,621,419,792,270,1513,252
ATP13A2,319,275,133,369,119,384,69
SDHB,648,706,335,653,272,1058,212
PADI2,10,6,4,12,8,14,2
LINC02783,0,0,0,0,0,0,0
PADI1,1,4,1,3,0,1,0
PADI3,1,5,0,3,3,2,0
MIR3972,0,0,0,0,0,0,0
PADI4,2,0,0,1,2,3,2
PADI6,0,0,0,0,0,0,0
RCC2,974,1128,691,1579,755,1836,401
ARHGEF10L,46,97,42,114,36,201,15
ACTL8,13,3,8,12,3,8,1
LINC01654,0,0,0,0,0,0,0
IGSF21,267,202,50,190,16,327,30
KLHDC7A,107,125,33,140,26,145,16
PAX7,0,0,32,1,4,1,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,142,158,72,131,46,123,37
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,33,7,9,22,8,13,22
UBR4,512,592,172,656,281,637,107
EMC1-AS1,3,7,0,3,3,3,1
EMC1,177,175,117,217,92,221,65
MRTO4,1856,1318,1007,1770,908,1312,542
AKR7L,4,7,0,0,1,3,1
AKR7A3,3,8,1,2,0,5,0
LOC100506730,6,11,7,13,6,14,1
AKR7A2,890,1008,468,691,335,909,206
SLC66A1,77,85,53,103,66,108,31
CAPZB,2793,2941,1476,3141,1110,3832,924
LOC105378614,0,0,0,0,0,1,0
MICOS10,3946,4656,1707,5353,1909,4858,1095
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,222,234,77,143,58,209,84
NBL1,0,0,0,0,0,0,0
HTR6,0,2,0,1,0,15,0
TMCO4,9,12,13,18,9,19,2
RNF186,0,0,0,0,0,0,0
OTUD3,72,100,53,102,23,106,23
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,4,21,1,0,5,18,22
PLA2G5,0,0,0,0,0,0,0
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,1,0,0,1,0
UBXN10-AS1,3,2,3,4,1,3,0
UBXN10,5,5,1,6,1,6,3
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,3,1,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,35,122,65,90,68,328,13
MUL1,125,165,115,94,65,114,34
FAM43B,5,16,6,5,6,30,3
CDA,62,106,27,182,59,312,38
PINK1,68,72,54,116,53,181,48
MIR6084,0,0,0,0,0,0,0
PINK1-AS,3,0,1,2,1,2,0
DDOST,1980,2317,1243,1966,754,1955,530
KIF17,20,29,5,9,17,22,1
SH2D5,38,22,23,37,10,52,4
HP1BP3,437,561,205,424,196,562,126
EIF4G3,433,525,212,447,132,558,75
MIR1256,0,0,0,0,0,0,0
ECE1,149,173,74,173,58,134,34
ECE1-AS1,0,0,1,2,0,1,0
NBPF3,6,12,7,18,7,62,2
ALPL,524,619,384,551,181,796,232
RAP1GAP,26,21,13,25,23,33,5
USP48,711,705,275,693,292,890,181
LDLRAD2,1,1,1,3,3,2,0
HSPG2,163,214,41,183,20,289,61
CELA3B,0,0,0,1,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,1,2,0,1,0,1,0
LINC00339,49,137,26,97,35,191,31
CDC42,2165,2511,1387,2119,1415,3719,1067
WNT4,12,15,0,3,1,7,1
MIR4418,0,0,0,0,0,0,0
ZBTB40,85,46,39,98,32,68,19
EPHA8,41,36,26,68,3,73,4
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,65,32,30,82,7,114,4
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,1,4,0,0,0,1,0
KDM1A,1142,1220,551,1311,372,1546,279
MIR3115,0,0,0,0,0,0,0
LUZP1,715,624,380,989,382,640,260
HTR1D,4,14,8,30,14,41,1
LINC01355,12,29,4,16,9,18,6
HNRNPR,3268,2609,1584,3029,1167,3066,804
ZNF436,2,4,0,1,0,6,2
ZNF436-AS1,1,16,0,2,1,5,0
TCEA3,1,5,1,0,2,0,1
ASAP3,72,64,47,109,31,126,30
E2F2,11,8,7,13,1,15,2
LOC101928163,0,0,0,0,0,0,0
ID3,5174,4781,2701,4691,834,7714,3425
MDS2,0,2,0,0,0,1,0
RPL11,53327,74779,21072,59648,27312,63736,18096
ELOA,424,301,191,459,261,362,99
ELOA-AS1,48,58,19,46,15,73,6
PITHD1,950,1117,567,1108,589,1372,365
LYPLA2,870,914,600,1018,334,1435,261
GALE,156,224,92,239,159,262,115
HMGCL,57,227,21,69,117,116,34
FUCA1,71,94,42,107,43,90,36
CNR2,0,0,0,0,0,1,0
MIR378F,0,0,0,0,0,0,0
PNRC2,1060,1292,413,1124,320,1441,236
SRSF10,2668,2633,1324,2500,1198,2875,750
MYOM3,0,1,0,0,0,1,0
IL22RA1,0,1,0,1,0,0,1
IFNLR1,53,53,21,69,22,80,9
LINC02800,0,0,0,0,0,0,0
GRHL3,2,4,2,1,0,3,8
STPG1,45,73,17,58,38,71,11
NIPAL3,92,110,28,149,28,129,8
RCAN3AS,3,13,0,4,3,3,0
RCAN3,249,245,82,459,75,354,41
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,1,0,1,1,2,0
SRRM1,2467,2592,1042,2789,1090,2183,513
CLIC4,685,767,352,802,590,1233,304
RUNX3,3,7,1,1,1,5,0
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,798,1086,404,831,681,1005,250
RSRP1,253,343,172,209,142,317,72
RHD,6,3,2,1,0,1,0
TMEM50A,1274,2112,941,1464,964,2335,571
RHCE,2,3,1,1,0,1,0
MACO1,188,164,144,259,150,159,83
LDLRAP1,105,68,59,99,47,113,43
MAN1C1,17,20,19,57,18,81,43
SELENON,206,272,78,243,66,349,46
MTFR1L,172,195,114,189,92,296,58
LOC646471,2,5,1,3,1,4,0
AUNIP,229,262,141,249,135,278,57
PAQR7,9,29,9,15,13,31,26
STMN1,8153,11746,4577,8945,4566,16321,3000
MIR3917,0,0,0,0,0,0,0
PAFAH2,47,60,15,56,24,69,15
EXTL1,0,0,1,0,0,1,1
SLC30A2,0,2,4,0,1,0,1
TRIM63,0,1,0,0,0,0,0
PDIK1L,13,28,10,16,6,28,7
FAM110D,12,22,24,35,4,29,4
C1orf232,0,2,0,0,0,0,1
ZNF593,1438,1278,516,1247,801,1465,404
CNKSR1,48,71,24,60,35,79,8
CATSPER4,1,0,0,0,0,0,0
ZPLD2P,40,96,19,42,9,60,14
CEP85,75,62,38,98,35,118,17
SH3BGRL3,2021,2886,1074,2877,1371,4298,619
UBXN11,44,51,35,47,16,70,12
CD52,8,24,1,3,1,31,0
CRYBG2,130,127,50,119,80,91,48
ZNF683,0,0,0,0,0,0,0
LIN28A,1940,2422,801,3127,815,2377,466
DHDDS,171,158,78,167,106,178,47
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,7724,6370,5698,6735,3615,8353,2214
RPS6KA1,181,222,118,215,86,322,66
MIR1976,0,0,0,0,0,0,0
LOC101928728,0,4,1,2,0,2,0
ARID1A,888,952,321,1320,433,1436,305
PIGV,36,139,27,58,29,99,13
ZDHHC18,101,98,70,115,48,135,35
SFN,141,95,37,72,39,102,109
GPN2,212,214,103,215,146,187,66
GPATCH3,94,82,55,119,84,97,34
NR0B2,0,0,0,0,0,0,0
NUDC,3744,2932,1579,3398,1558,3254,1018
KDF1,127,222,99,195,95,291,25
TRNP1,421,423,239,410,334,463,135
TENT5B,503,568,236,562,390,637,144
SLC9A1,65,64,38,89,37,64,17
WDTC1,13,52,16,38,17,71,11
TMEM222,233,176,174,224,153,212,97
ACTG1P20,35,37,15,37,17,39,6
SYTL1,51,252,25,66,34,114,57
MAP3K6,34,46,6,25,7,45,5
FCN3,1,0,0,1,1,1,1
CD164L2,9,47,2,9,1,27,2
GPR3,16,20,10,18,4,34,5
WASF2,1072,1206,566,1092,638,1329,292
AHDC1,69,101,39,135,7,164,19
FGR,0,6,0,7,0,4,0
LINC02574,0,1,0,0,0,0,0
IFI6,37,88,21,73,12,88,8
FAM76A,94,163,55,114,53,179,37
STX12,67,81,35,73,37,150,26
PPP1R8,259,246,122,237,144,289,82
SCARNA1,0,0,0,0,0,0,0
THEMIS2,28,50,18,50,14,36,8
RPA2,792,828,453,683,501,676,193
SMPDL3B,403,304,220,543,141,587,106
XKR8,211,227,126,185,84,225,50
EYA3,191,118,120,148,59,273,52
PTAFR,9,9,3,23,1,38,4
DNAJC8,2366,2855,990,2603,1037,2690,640
ATP5IF1,5282,6473,1494,5817,2559,4503,891
SESN2,178,215,76,163,427,243,97
MED18,36,97,23,50,34,42,14
PHACTR4,392,492,162,430,206,653,91
RCC1,623,414,352,549,160,691,180
SNHG3,582,811,264,773,307,1262,127
SNORA73A,0,0,0,0,0,0,0
SNORA73B,0,0,0,0,1,0,0
TRNAU1AP,746,536,306,565,319,494,120
SNHG12,305,317,200,384,241,398,145
SNORD99,1,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,132,198,41,216,29,286,16
TAF12,611,692,348,655,425,853,271
LINC01715,5,7,4,4,1,7,0
RNU11,0,0,0,0,0,0,0
GMEB1,270,383,140,319,122,486,60
YTHDF2,1788,1752,1156,2137,1073,2460,536
OPRD1,15,17,4,10,4,19,0
EPB41,432,385,283,444,134,453,76
TMEM200B,16,28,10,26,14,54,26
SRSF4,1212,1396,571,1230,406,1764,295
MECR,360,359,133,382,147,406,82
PTPRU,93,129,28,89,26,107,23
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,1,1,0,0,0,1,0
MATN1-AS1,0,1,0,0,0,0,0
LAPTM5,2,2,0,1,0,5,0
MIR4420,0,0,0,0,0,0,0
LINC01778,0,1,0,1,8,0,0
SDC3,74,55,51,122,38,113,17
PUM1,893,865,311,1118,328,1284,228
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,393,271,221,365,122,425,63
SNRNP40,1293,1580,873,1688,657,2404,531
ZCCHC17,1304,1017,475,1251,480,930,218
FABP3,727,281,232,356,32,435,52
SERINC2,323,300,167,390,120,500,39
LDC1P,0,0,0,0,0,1,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,22,44,4,42,6,97,5
HCRTR1,0,1,0,1,1,0,0
PEF1,502,363,256,402,255,399,155
COL16A1,9,6,7,21,3,11,3
ADGRB2,27,41,17,71,11,102,3
MIR4254,0,0,0,0,0,0,0
SPOCD1,2,0,1,5,6,3,0
PTP4A2,1650,1875,945,1889,1163,2492,560
KHDRBS1,2923,3366,1401,3248,1248,4618,927
TMEM39B,260,221,156,243,107,229,63
MIR5585,0,0,0,0,0,0,0
KPNA6,466,587,241,616,192,743,143
TXLNA,302,294,106,256,130,256,62
CCDC28B,306,451,196,409,82,628,57
IQCC,34,33,11,27,18,22,9
DCDC2B,0,0,0,0,0,0,0
TMEM234,102,64,61,94,67,73,29
EIF3I,2939,3117,1563,2887,1516,2980,804
MTMR9LP,41,109,30,57,14,85,5
FAM167B,2,21,1,9,1,19,1
LCK,160,338,86,266,105,482,26
HDAC1,544,908,324,580,273,832,174
MARCKSL1,10314,11561,7963,13840,5387,16891,3681
FAM229A,20,49,9,21,6,37,2
TSSK3,0,1,0,0,0,3,0
BSDC1,143,216,102,196,124,236,60
ZBTB8B,59,95,25,65,20,89,11
ZBTB8A,237,291,120,236,117,289,41
ZBTB8OS,924,1128,402,1139,512,1145,365
RBBP4,674,937,426,892,262,1408,252
SYNC,70,151,44,97,38,72,18
KIAA1522,121,197,82,144,79,231,118
YARS1,923,591,453,865,503,1092,344
S100PBP,139,227,87,213,85,342,40
FNDC5,8,9,9,10,6,8,4
HPCA,5,19,10,11,1,26,0
TMEM54,41,63,46,46,78,138,58
RNF19B,50,75,25,55,29,121,25
AK2,667,685,371,692,270,856,165
AZIN2,5,4,4,4,4,5,0
TRIM62,26,22,11,55,3,41,2
ZNF362,59,51,62,89,38,94,20
A3GALT2,0,0,0,0,0,0,0
PHC2,72,98,116,110,67,115,14
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,0,0,0,0,1,0
ZSCAN20,7,12,1,10,10,4,1
CSMD2,26,22,14,58,17,61,2
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,63,103,52,132,56,205,11
MIR552,0,0,0,0,0,0,0
GJB5,2,5,0,2,0,2,1
GJB4,1,5,0,0,0,0,2
GJB3,8,4,2,14,1,7,3
GJA4,7,10,3,36,4,9,4
SMIM12,877,732,374,770,360,852,189
DLGAP3,57,71,32,81,57,138,2
LOC653160,1,4,0,3,1,3,1
TMEM35B,239,484,157,394,280,393,88
ZMYM6,50,55,30,54,16,70,13
ZMYM1,269,358,115,289,146,307,71
SFPQ,4155,2395,2501,4221,2228,4163,1308
ZMYM4,466,447,306,549,226,581,86
ZMYM4-AS1,0,0,0,1,0,0,0
KIAA0319L,209,351,128,342,127,474,71
NCDN,197,116,109,185,101,193,40
TFAP2E,5,3,2,1,2,4,1
PSMB2,4083,5061,2163,4531,2302,5389,1426
C1orf216,34,41,40,59,18,77,15
CLSPN,792,528,282,839,312,582,147
AGO4,29,74,18,35,12,63,8
