H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
CEP104,975,1058,1379,838,547,627,928
DFFB,159,203,250,146,83,149,177
C1orf174,1235,1645,2260,1172,705,1358,1487
LINC01134,2,4,2,1,0,5,2
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,0,0,12,0,0,2,0
MIR4689,0,0,0,0,0,0,0
NPHP4,74,111,175,79,53,68,198
KCNAB2,18,68,79,47,39,33,260
CHD5,30,28,2,380,82,12,46
RPL22,72692,93914,87276,51486,23353,53103,59321
LOC102724450,34,82,52,19,19,39,74
RNF207,89,213,87,49,87,115,395
ICMT,1782,2259,2909,1219,1414,1057,2190
LINC00337,2,2,2,4,5,2,2
HES3,0,0,0,0,0,0,0
GPR153,50,95,102,162,45,76,181
ACOT7,5320,4899,5378,4870,1787,1381,3592
HES2,10,3,7,59,13,1,11
ESPN,0,1,1,1,0,0,2
MIR4252,0,0,0,0,0,0,0
TNFRSF25,337,470,604,226,185,164,590
PLEKHG5,499,882,1048,635,470,237,767
NOL9,1286,1400,1921,705,607,641,929
TAS1R1,0,0,2,0,1,0,0
ZBTB48,394,450,448,400,238,259,349
KLHL21,937,1112,866,818,704,383,1562
PHF13,532,719,608,430,236,274,874
THAP3,1787,1576,1233,1470,662,975,1136
DNAJC11,897,1185,1576,662,368,568,999
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,2,5,3,3,0,2
CAMTA1,8637,12027,9796,6971,4153,7354,10816
CAMTA1-AS2,1,0,0,0,0,0,0
VAMP3,5421,4268,4000,3512,1717,3742,5502
PER3,34,85,95,142,24,15,117
UTS2,0,0,0,0,0,1,0
TNFRSF9,2,23,7,31,1,29,30
PARK7,41386,56914,46309,30839,18119,33357,35204
ERRFI1,7661,4980,3933,1958,1844,1578,8729
LINC01714,10,5,0,8,2,1,6
SLC45A1,113,220,33,83,47,71,130
RERE,1832,1544,1281,4621,687,1499,2253
RERE-AS1,5,2,3,0,0,2,1
SNORD128,0,0,0,0,0,0,0
ENO1,43069,45239,118554,21449,15687,21817,75134
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,17,35,36,28,14,23,34
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,4,67,2,8,22,154,138
GPR157,93,110,87,73,81,51,189
MIR34AHG,147,221,173,120,75,131,266
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,345,475,320,421,144,322,384
H6PD,287,529,754,339,155,413,613
SPSB1,1365,1647,799,609,1387,1435,840
LINC02606,25,69,45,37,22,33,31
SLC25A33,1662,1781,1450,1374,932,1525,865
TMEM201,238,215,318,120,102,111,187
PIK3CD,322,460,508,193,177,99,548
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,221,471,154,68,80,209,169
CLSTN1,2530,3405,4204,1547,1725,1657,5802
CTNNBIP1,3502,3780,3408,2924,2033,2697,3936
LZIC,2530,2785,3083,1815,1312,1910,2655
NMNAT1,545,706,925,525,253,376,830
TMEM274P,0,1,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,95,84,164,119,9,13,16
UBE4B,662,1114,1065,594,416,548,996
KIF1B,2347,2652,3193,2516,1228,864,2438
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,2196,3224,6543,1913,1660,3186,2778
CENPS,503,909,1580,345,589,707,511
CENPS-CORT,30,33,63,7,8,16,10
CORT,6,10,20,5,3,6,3
DFFA,3046,3868,5024,2556,1092,2103,2296
PEX14,656,687,959,469,300,425,555
CASZ1,160,108,17,137,36,13,35
C1orf127,1,1,1,6,2,0,2
TARDBP,1413,2007,2545,1151,718,935,1759
MASP2,0,0,1,1,0,0,0
SRM,31074,30915,30459,13672,13944,24239,18465
EXOSC10,1072,1521,1831,670,417,403,669
EXOSC10-AS1,296,244,153,196,112,78,107
MTOR,768,1041,1280,716,432,469,911
MTOR-AS1,0,0,0,0,0,0,0
ANGPTL7,0,1,1,1,0,3,4
UBIAD1,668,857,873,482,305,407,626
DISP3,0,1,1,0,0,0,2
LINC01647,1,0,0,0,0,0,0
FBXO2,603,598,876,1124,300,2808,8479
FBXO44,585,521,519,620,252,507,924
FBXO6,471,615,278,395,326,480,681
MAD2L2,1516,1997,4310,1313,697,994,1716
DRAXIN,5,4,235,71,3,2,4
AGTRAP,1847,2481,3272,1611,1130,2193,2505
C1orf167,1,8,1,8,7,15,2
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,225,383,237,295,109,206,405
CLCN6,172,265,214,155,110,123,264
NPPA-AS1,1,1,0,3,1,0,0
NPPA,12,0,0,16,1,0,0
NPPB,2761,444,8,74187,267,7126,5471
RNU5E-1,0,1,0,0,0,1,1
KIAA2013,1975,2393,3625,1668,1318,1556,3323
PLOD1,4067,6321,5046,2801,2501,3998,12333
MFN2,919,1187,1452,693,537,657,1601
MIIP,1237,1200,1628,854,645,965,834
MIR6729,0,0,0,0,0,0,0
TNFRSF8,0,0,0,2,0,7,6
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,2,1,8,0,1,8,2
MIR4632,0,0,0,0,0,0,0
VPS13D,369,528,660,342,213,359,642
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,33,74,174,63,61,5343,2334
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,1,0
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,2,2,6,1,0,0,1
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,7,0
PDPN,116,201,923,46,63,10758,12
PRDM2,1024,1164,1052,839,404,649,873
KAZN-AS1,0,0,0,0,0,0,0
KAZN,2811,1195,1084,2053,720,405,968
TMEM51-AS1,1,0,1,0,0,6,1
TMEM51,139,279,220,24,123,370,287
C1orf195,0,0,0,0,0,0,0
FHAD1,0,1,3,0,0,1,12
FHAD1-AS1,0,0,1,0,0,0,0
EFHD2,1842,2423,3215,527,630,1382,2246
CTRC,2,1,2,0,0,1,2
CELA2A,0,0,0,0,0,97,1
CELA2B,0,0,0,0,0,9,0
CASP9,214,257,163,248,127,235,226
DNAJC16,644,734,718,623,404,486,891
SCARNA21B,0,0,0,1,0,0,0
AGMAT,62,126,27,31,41,21,77
DDI2,573,488,701,272,213,226,517
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,1865,1577,2546,1720,1048,942,1760
SLC25A34,19,23,20,17,9,16,41
SLC25A34-AS1,22,10,43,150,17,0,6
TMEM82,1,0,0,0,0,0,0
FBLIM1,10405,10281,9261,13375,5442,2358,8211
UQCRHL,558,413,504,263,133,146,198
FLJ37453,205,353,422,489,167,286,289
SPEN,1797,2094,2643,1100,838,954,1491
ZBTB17,662,776,930,499,341,440,614
SRARP,0,0,0,0,0,0,0
HSPB7,112,30,49,1014,589,508,11
CLCNKA,1,2,1,6,1,3,4
CLCNKB,2,1,4,2,1,1,2
FAM131C,39,72,280,80,69,16,147
EPHA2,3220,2155,2735,2758,2075,899,3629
ARHGEF19,317,359,252,81,199,445,134
CPLANE2,79,101,153,49,37,90,61
FBXO42,587,702,762,539,292,295,1003
SZRD1,4109,4394,5643,2552,2252,2231,3551
SPATA21,2,6,4,5,4,0,2
NECAP2,3569,3425,3914,3036,1364,1584,3777
LINC01772,46,66,50,34,19,19,50
CROCCP3,75,121,124,72,31,33,103
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,1,8,4,2,2,3,5
MIR3675,0,0,0,0,0,0,0
NBPF1,430,682,484,288,462,572,409
CROCCP2,405,639,276,268,194,155,459
MST1P2,10,7,4,8,4,15,20
ESPNP,0,0,0,0,0,0,0
MST1L,2,1,2,2,0,4,1
LOC112267871,0,3,3,0,0,3,1
LOC105376805,709,723,29,241,242,652,502
CROCC,340,712,523,335,216,296,633
MFAP2,4332,4686,4906,1708,3080,2607,11601
ATP13A2,1569,1058,1277,955,741,645,2487
SDHB,4290,5532,6760,2748,1779,3057,4708
PADI2,107,333,2,8,0,1,69
LINC02783,35,9,35,204,58,75,152
PADI1,217,388,8,53,52,24,77
PADI3,1,1,2,0,0,1,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,0,0
PADI6,0,0,0,0,0,0,0
RCC2,2370,2230,2431,1282,1075,1044,3643
ARHGEF10L,690,832,624,825,344,159,508
ACTL8,0,1,7,0,1,3,1
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,0,1,0,0,0,0,0
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,498,634,593,355,203,298,316
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,623,533,905,345,244,90,712
UBR4,3519,3021,2941,2737,1526,1248,3566
EMC1-AS1,66,143,97,72,78,152,171
EMC1,1230,1951,2267,838,735,1448,2003
MRTO4,4054,4626,7241,2527,1629,2293,1905
AKR7L,25,32,20,15,9,14,38
AKR7A3,11,10,10,3,3,11,23
LOC100506730,38,75,83,35,20,34,107
AKR7A2,5487,7347,8359,3997,2172,5561,5515
SLC66A1,674,695,842,833,444,542,775
CAPZB,18381,24697,22236,13797,8669,14241,18804
LOC105378614,0,0,0,0,0,0,0
MICOS10,29969,33681,29579,18278,12682,18005,26178
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,750,702,993,301,221,872,1007
NBL1,8,4,7,7,5,5,11
HTR6,0,0,0,2,0,1,3
TMCO4,193,282,243,347,63,99,92
RNF186,0,0,0,0,0,0,0
OTUD3,1191,437,534,1380,211,344,430
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,20,0
PLA2G5,0,0,1,0,0,1,0
PLA2G2D,0,1,0,0,0,0,0
PLA2G2F,0,0,0,0,0,1,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,0,0,4,0,17,0
UBXN10,0,0,0,0,0,10,0
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,1739,1375,3894,3025,4135,3373,1499
MUL1,1190,1257,984,664,458,567,1023
FAM43B,17,7,26,5,53,6,26
CDA,83,63,173,25,275,27,170
PINK1,1760,2702,4040,2078,1728,1133,3705
MIR6084,0,0,0,0,0,0,0
PINK1-AS,18,30,44,27,6,29,31
DDOST,7601,11677,9039,7907,3133,15513,7818
KIF17,176,71,50,121,66,28,43
SH2D5,258,87,149,175,148,29,76
HP1BP3,4061,6166,6661,3939,2638,2656,4268
EIF4G3,2671,3076,3390,2489,1232,1637,2802
MIR1256,0,0,0,0,0,0,0
ECE1,3100,2477,3073,2484,1333,1566,4371
ECE1-AS1,2,1,3,1,2,1,2
NBPF3,58,58,104,52,47,80,38
ALPL,28,52,617,22,37,49,632
RAP1GAP,2,11,13,61,17,26,33
USP48,3219,4239,4580,2807,1334,1811,2669
LDLRAD2,13,20,4,18,5,17,16
HSPG2,5261,6791,6379,6265,3184,2073,9421
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,9,31,3,7,2,3,12
LINC00339,164,221,279,167,68,148,182
CDC42,21524,21858,27275,15853,10477,17190,25264
WNT4,11,13,3,35,76,83,5
MIR4418,0,0,0,0,0,0,0
ZBTB40,406,336,461,294,162,204,308
EPHA8,0,0,1,6,3,1,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,1,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,587,1213,2722,218,548,551,1510
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,1,3,2,0,0,2,2
KDM1A,2067,3056,4256,1921,850,1379,2070
MIR3115,0,0,0,0,0,0,0
LUZP1,11345,7991,6359,7888,4123,2789,8132
HTR1D,36,68,19,35,56,1,116
LINC01355,104,204,188,73,54,103,174
HNRNPR,8245,12931,16703,5822,3946,5049,5131
ZNF436,95,212,211,120,77,75,304
ZNF436-AS1,149,276,318,104,42,268,688
TCEA3,525,860,368,75,202,81,744
ASAP3,65,99,310,148,57,118,199
E2F2,22,18,48,7,3,4,0
LOC101928163,0,0,0,0,0,0,1
ID3,66739,63542,63044,43832,38782,27554,29943
MDS2,1,2,1,0,0,0,4
RPL11,181370,245152,238617,132362,59832,187084,154760
ELOA,2575,2672,2298,2066,1287,1404,2166
ELOA-AS1,71,168,249,82,53,141,107
PITHD1,3522,3035,3685,3885,2020,2226,3161
LYPLA2,3334,2680,2935,2566,1101,1684,3061
GALE,1605,1874,3199,1310,555,1483,1694
HMGCL,691,964,1508,958,504,955,1594
FUCA1,977,1063,584,1834,369,1302,1365
CNR2,0,3,6,2,0,1,0
MIR378F,0,0,0,0,0,0,0
PNRC2,3174,2722,2590,1983,723,1452,2277
SRSF10,7107,8100,8824,4628,3059,4319,5465
MYOM3,2,3,17,0,7,0,20
IL22RA1,0,0,0,0,0,0,0
IFNLR1,6,9,21,10,2,1,4
LINC02800,0,0,0,1,0,0,0
GRHL3,1,0,0,2,2,3,2
STPG1,257,270,378,169,160,123,283
NIPAL3,1318,1936,1704,1100,1238,1526,3343
RCAN3AS,9,10,16,3,6,6,15
RCAN3,1037,1037,1552,583,333,129,634
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,0,0,1,0,0,0
SRRM1,8933,10318,10130,6605,3193,3628,5218
CLIC4,8733,9973,15083,3823,4709,4208,17882
RUNX3,32,65,324,0,4,0,36
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,4269,5219,4364,4535,2023,3554,4252
RSRP1,2548,2470,2525,2244,846,2710,2667
RHD,1,1,0,4,0,4,0
TMEM50A,19028,19147,16136,14090,7725,10118,21777
RHCE,26,49,20,21,46,142,73
MACO1,2376,2177,1614,2322,1168,1329,1805
LDLRAP1,363,442,579,301,212,573,628
MAN1C1,8,8,21,16,10,125,1
SELENON,1130,1559,1941,1033,462,746,2095
MTFR1L,2449,2660,2753,1937,1355,1608,2852
LOC646471,7,15,15,9,14,3,8
AUNIP,178,165,417,49,74,46,43
PAQR7,311,257,364,111,175,428,938
STMN1,22134,35989,64951,35735,13382,13798,10547
MIR3917,0,0,0,0,0,0,0
PAFAH2,254,354,327,227,183,196,272
EXTL1,196,1090,225,34,314,18,658
SLC30A2,3,44,1,3,4,2,5
TRIM63,1,1,0,2,0,0,0
PDIK1L,140,178,109,152,71,63,105
FAM110D,88,281,506,48,7,31,42
C1orf232,0,0,1,0,0,1,0
ZNF593,5760,6350,6932,4100,2932,4726,5885
CNKSR1,11,2,9,4,2,4,6
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,2,23,0,5,1,3,22
CEP85,186,173,284,88,81,45,122
SH3BGRL3,132337,134731,136691,90701,67208,87561,167045
UBXN11,129,318,373,107,62,173,153
CD52,11,1,2,2,1,4,9
CRYBG2,6,15,15,10,1,6,19
ZNF683,0,0,1,0,0,0,1
LIN28A,2,0,1,122,5,1,1
DHDDS,941,1397,1520,991,579,820,1161
DHDDS-AS1,0,1,0,0,0,0,0
HMGN2,14371,25113,40892,10295,6465,21250,11466
RPS6KA1,138,172,524,102,39,32,195
MIR1976,0,0,0,0,0,0,0
LOC101928728,13,22,19,9,5,11,15
ARID1A,3289,3989,4037,2404,1393,1645,3675
PIGV,374,600,572,481,228,428,782
ZDHHC18,370,428,619,272,236,279,508
SFN,1,6,46,1,0,3,9
GPN2,868,1076,1288,624,464,680,947
GPATCH3,383,410,383,249,163,241,274
NR0B2,2,0,1,1,0,1,0
NUDC,13613,14358,19613,9024,5555,5320,7783
KDF1,0,0,0,1,0,0,1
TRNP1,2617,3229,2632,2068,1316,927,1558
TENT5B,96,386,317,108,97,160,139
SLC9A1,739,786,953,374,412,302,1334
WDTC1,356,593,663,354,244,283,835
TMEM222,1743,1627,1840,1500,865,1314,2040
ACTG1P20,164,234,207,91,54,88,140
SYTL1,41,138,49,27,16,27,83
MAP3K6,296,518,628,163,146,204,404
FCN3,0,0,0,0,0,0,0
CD164L2,1,0,1,0,1,0,0
GPR3,31,16,21,8,9,6,20
WASF2,8352,9158,10218,5723,3029,3471,6883
AHDC1,668,1390,1593,669,467,534,987
FGR,0,0,0,0,0,0,0
LINC02574,0,1,2,3,7,0,3
IFI6,658,785,973,2503,4717,815,522
FAM76A,308,413,510,211,196,256,385
STX12,2446,3820,2039,1450,1171,1493,3163
PPP1R8,1397,1775,1787,1116,708,792,1284
SCARNA1,1,1,2,0,0,1,0
THEMIS2,12,37,52,9,11,5,71
RPA2,2089,1646,1950,1416,836,1123,1316
SMPDL3B,13,28,5,13,3,24,14
XKR8,688,741,633,358,304,448,676
EYA3,900,700,1190,479,374,644,664
PTAFR,9,13,7,1,3,1,2
DNAJC8,8890,10584,12668,8213,3533,5087,6345
ATP5IF1,32312,37341,28334,22367,11838,17036,35099
SESN2,1384,1081,924,1113,404,1441,2372
MED18,246,309,393,200,100,157,165
PHACTR4,1327,2466,2406,1406,651,579,1619
RCC1,619,762,1763,317,264,340,525
SNHG3,1524,3124,5982,1271,718,1284,1477
SNORA73A,0,1,0,0,0,1,0
SNORA73B,3,1,9,2,0,2,3
TRNAU1AP,1335,2717,3388,1458,721,1015,1864
SNHG12,1228,1168,1264,753,413,804,759
SNORD99,0,0,1,1,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,36,179,91,47,13,72,61
TAF12,3981,4497,4266,2680,2046,4930,3613
LINC01715,32,35,40,22,36,40,44
RNU11,0,0,0,0,0,0,0
GMEB1,940,1281,1206,811,424,421,752
YTHDF2,6329,8288,7575,6111,2914,3753,6254
OPRD1,0,3,0,1,4,2,0
EPB41,325,440,472,335,158,439,557
TMEM200B,64,138,270,20,31,86,90
SRSF4,3708,3990,6495,2758,1495,1752,3075
MECR,1078,1652,2052,946,526,1155,1346
PTPRU,191,170,169,113,73,340,425
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,3,8,6,1,3,5,14
MATN1-AS1,35,36,20,20,9,41,31
LAPTM5,24,20,4,6,0,1,11
MIR4420,0,0,0,0,0,0,0
LINC01778,22,107,77,23,18,82,44
SDC3,1229,1931,2116,671,872,593,2114
PUM1,3727,4391,4294,3665,1895,2345,3786
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,11,7,9,54,14,19,4
SNRNP40,2983,3674,4581,2093,1203,2500,1969
ZCCHC17,5916,5774,5522,4604,2195,3164,4809
FABP3,747,205,80,1482,132,61,108
SERINC2,1704,660,458,2428,1068,634,2250
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,109,17,26,819,4,99,3715
HCRTR1,0,0,0,0,0,0,4
PEF1,2740,3576,4505,2289,1380,1968,2863
COL16A1,47,243,483,39,19,267,327
ADGRB2,90,167,467,138,138,287,574
MIR4254,0,0,0,0,0,0,0
SPOCD1,3566,2336,3267,861,1332,1124,3760
PTP4A2,15639,16466,21683,10623,8228,13103,18545
KHDRBS1,6705,11163,15746,6464,3395,5551,6855
TMEM39B,716,1032,1459,475,343,422,776
MIR5585,0,0,0,0,0,0,0
KPNA6,2754,3760,4646,2301,1624,1677,3493
TXLNA,1984,2481,2389,1379,945,1550,2610
CCDC28B,2959,5265,2879,2340,1320,2450,2762
IQCC,60,52,115,43,20,35,37
DCDC2B,2,1,0,0,0,1,0
TMEM234,1343,1114,1254,1135,478,1235,1039
EIF3I,12477,18108,22653,8828,5459,11190,9963
MTMR9LP,34,118,227,16,15,83,51
FAM167B,32,46,281,6,5,21,85
LCK,0,1,1,0,0,0,0
HDAC1,1832,3805,4711,1246,719,1549,2661
MARCKSL1,21837,23020,25485,33233,10932,26272,22681
FAM229A,174,413,65,145,194,266,450
TSSK3,0,8,2,3,0,1,1
BSDC1,1444,2335,2002,1774,1229,1927,2800
ZBTB8B,3,13,10,17,2,13,2
ZBTB8A,796,1187,1092,619,289,676,540
ZBTB8OS,5419,6845,6036,4410,2530,3963,3242
RBBP4,1628,2044,2829,1742,700,2031,1885
SYNC,1993,6382,3854,2063,2029,1085,3299
KIAA1522,190,676,518,178,304,195,1145
YARS1,3183,4324,4720,2023,1045,2422,3730
S100PBP,643,700,953,484,355,571,806
FNDC5,14,77,31,14,20,134,17
HPCA,3,6,16,4,0,9,10
