H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
DNAJC11,1324,941,1564,1121,771,992,781
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,4,19,6,4,1,11,7
CAMTA1,9212,9985,9828,9453,6044,11317,5651
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,1444,1067,1018,927,720,1154,987
PER3,185,117,124,120,69,102,76
UTS2,2,6,1,2,17,0,0
TNFRSF9,1,1,1,0,15,0,0
PARK7,51163,36298,40211,29219,21827,20976,23389
ERRFI1,839,443,792,875,766,1492,603
LINC01714,0,0,1,0,0,0,0
SLC45A1,75,65,37,52,11,75,15
RERE,1706,1786,1998,1929,882,1886,994
RERE-AS1,1,1,2,3,2,0,0
SNORD128,0,0,0,0,0,0,0
ENO1,49241,39466,54360,29565,26390,32753,48284
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,38,59,33,34,33,54,11
CA6,0,0,0,0,0,1,0
SLC2A7,0,0,0,0,0,1,0
SLC2A5,0,1,2,0,0,1,0
GPR157,44,50,40,56,36,72,26
MIR34AHG,93,300,65,58,65,132,91
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,54,243,68,66,32,139,57
H6PD,41,132,104,96,76,159,40
SPSB1,85,76,124,58,50,84,41
LINC02606,2,4,3,0,0,0,0
SLC25A33,3345,2124,4272,2909,2452,2933,1539
TMEM201,396,278,598,441,187,416,222
PIK3CD,112,295,68,119,211,240,154
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,688,931,297,548,314,815,346
CLSTN1,1446,1450,1772,1236,566,1363,1033
CTNNBIP1,3546,3289,5039,3447,2098,4578,3001
LZIC,1644,1339,1629,1122,1294,987,1059
NMNAT1,84,93,160,61,146,58,109
TMEM274P,1,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,563,1069,200,266,767,458,352
UBE4B,1194,1047,1072,1360,533,1439,572
KIF1B,2152,2180,2376,1957,1097,2115,1052
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,6954,5075,6363,5571,3037,7590,4661
CENPS,1547,991,1326,1045,905,866,937
CENPS-CORT,62,29,84,21,22,28,14
CORT,14,13,20,4,3,11,4
DFFA,5541,4606,3913,3478,2215,3166,2954
PEX14,487,404,639,381,311,445,311
CASZ1,98,100,119,104,59,148,79
C1orf127,0,0,1,5,0,7,0
TARDBP,2661,2044,2250,2322,1138,2616,1478
MASP2,5,2,1,5,0,4,1
SRM,40849,18851,28492,22313,13803,18445,16432
EXOSC10,1401,983,1093,1069,837,881,674
EXOSC10-AS1,305,144,205,212,205,126,120
MTOR,1438,1171,1072,1281,682,1503,556
MTOR-AS1,1,0,0,0,0,1,1
ANGPTL7,4,0,1,4,2,0,2
UBIAD1,1146,712,1081,1067,632,817,597
DISP3,30,64,69,54,7,59,13
LINC01647,2,0,3,0,4,2,1
FBXO2,3755,5000,3405,2452,2997,2347,4684
FBXO44,556,423,783,412,295,358,270
FBXO6,54,32,54,21,80,18,69
MAD2L2,9294,7389,12590,6714,6447,8143,7379
DRAXIN,998,656,2181,1056,764,744,1278
AGTRAP,4489,4143,5357,3097,2557,4389,2542
C1orf167,29,37,4,75,0,8,98
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,421,412,287,456,185,398,201
CLCN6,263,213,187,320,127,264,139
NPPA-AS1,3,0,2,0,2,0,3
NPPA,1,0,1,1,8,0,3
NPPB,1580,17,398,1341,2621,95,7641
RNU5E-1,0,0,0,0,0,0,0
KIAA2013,1654,1102,1249,1460,889,1270,1011
PLOD1,732,415,383,604,212,536,441
MFN2,812,518,801,785,509,749,469
MIIP,4477,3133,3457,2346,2060,2539,2556
MIR6729,0,0,0,0,0,0,0
TNFRSF8,112,45,149,292,185,297,282
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,24,38,21,45,7,75,18
MIR4632,0,0,0,0,0,0,0
VPS13D,353,301,257,401,151,424,142
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,1425,1304,578,1052,292,383,746
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,1,0,0,0
AADACL3,48,42,1,13,2,5,110
C1orf158,0,3,2,1,0,1,39
PRAMEF12,2,5,12,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,6,1,2,5,1,3,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,1,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,21,8,17,59,8,21,4
PDPN,4747,2614,5614,5226,1500,4316,2488
PRDM2,718,570,721,635,489,805,384
KAZN-AS1,0,0,0,0,0,0,0
KAZN,662,496,701,592,289,677,1220
TMEM51-AS1,2,5,6,6,2,9,2
TMEM51,371,165,527,396,144,542,129
C1orf195,0,0,0,0,0,0,0
FHAD1,10,8,30,9,2,18,1
FHAD1-AS1,1,0,1,0,0,0,0
EFHD2,730,551,1247,643,399,769,341
CTRC,0,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0,0
CASP9,359,335,540,313,194,434,146
DNAJC16,389,388,398,451,305,426,258
SCARNA21B,0,0,0,0,0,0,0
AGMAT,525,357,516,583,249,377,143
DDI2,918,646,705,890,552,802,485
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,1045,801,1012,928,558,994,664
SLC25A34,14,3,13,16,6,10,8
SLC25A34-AS1,0,2,0,0,1,0,3
TMEM82,17,48,26,18,15,25,6
FBLIM1,3034,1459,3152,3209,2339,2559,1967
UQCRHL,798,439,456,990,325,530,268
FLJ37453,471,1023,519,502,333,601,285
SPEN,1629,1022,1680,1609,1092,1616,1045
ZBTB17,437,290,541,338,260,364,247
SRARP,3,0,1,0,1,3,14
HSPB7,0,0,0,1,3,0,0
CLCNKA,9,11,7,7,5,15,7
CLCNKB,9,15,12,25,7,22,7
FAM131C,36,39,63,26,14,84,12
EPHA2,546,487,335,622,296,608,1198
ARHGEF19,889,735,1205,1127,439,1042,417
CPLANE2,74,65,43,37,34,48,39
FBXO42,422,342,408,419,289,384,230
SZRD1,3894,2364,2956,2553,1605,2620,2228
SPATA21,3,2,3,1,2,1,1
NECAP2,1077,673,1307,724,493,688,739
LINC01772,13,17,5,12,9,20,8
CROCCP3,97,110,36,93,29,116,32
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,3,7,3,4,10,1,2
MIR3675,0,0,0,0,0,0,0
NBPF1,369,222,252,361,548,167,183
CROCCP2,1106,605,370,401,431,641,199
MST1P2,17,41,14,23,21,29,5
ESPNP,1,2,0,0,0,1,0
MST1L,9,13,2,10,7,17,4
LOC112267871,4,7,4,2,2,3,0
LOC105376805,982,2141,665,619,499,1870,204
CROCC,495,402,396,397,233,434,206
MFAP2,2622,2065,3482,2891,1612,4459,2491
ATP13A2,1579,1063,1100,1662,741,1311,767
SDHB,3333,2764,3518,2295,1697,3351,2333
PADI2,50,30,28,67,48,42,16
LINC02783,0,0,0,0,0,0,0
PADI1,12,14,6,20,4,8,5
PADI3,4,12,1,3,13,6,2
MIR3972,0,0,0,0,0,0,0
PADI4,5,2,1,6,4,7,43
PADI6,0,0,0,1,1,0,0
RCC2,5509,4473,6508,6673,4276,6643,4398
ARHGEF10L,239,369,486,463,222,607,205
ACTL8,31,10,85,26,14,29,4
LINC01654,0,0,0,0,0,0,0
IGSF21,1081,706,381,799,111,952,313
KLHDC7A,571,434,227,640,100,601,173
PAX7,3,1,301,4,13,1,1
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,712,529,670,476,289,430,436
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,230,46,91,145,218,55,208
UBR4,2420,2161,1352,2403,1486,2098,1291
EMC1-AS1,32,39,41,23,26,24,9
EMC1,791,613,767,680,419,665,700
MRTO4,9026,4695,10562,6144,5083,4084,5184
AKR7L,16,22,11,14,4,21,6
AKR7A3,14,29,10,13,7,18,9
LOC100506730,21,41,23,45,16,55,13
AKR7A2,4656,3638,5325,2379,1769,2728,2323
SLC66A1,520,369,565,418,382,400,365
CAPZB,12457,9116,14245,10063,5949,10689,10029
LOC105378614,0,0,0,0,0,1,0
MICOS10,19285,16260,17689,18768,11721,14893,13148
MICOS10-NBL1,0,0,0,1,0,0,0
RPS14P3,1191,974,679,533,434,757,1137
NBL1,1,0,0,1,1,1,2
HTR6,5,10,8,9,2,44,0
TMCO4,32,38,73,63,41,46,38
RNF186,0,0,0,0,0,0,0
OTUD3,303,394,393,343,179,345,170
PLA2G2E,1,0,0,0,0,0,0
PLA2G2A,13,76,27,5,18,47,273
PLA2G5,0,1,0,0,0,0,9
PLA2G2D,0,0,0,0,0,0,1
PLA2G2F,0,0,0,0,0,0,1
PLA2G2C,0,2,0,0,1,2,0
UBXN10-AS1,13,14,22,22,11,17,10
UBXN10,25,15,31,20,11,11,16
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,2,1,10,0,3,1
LINC01141,1,0,0,0,0,0,0
CAMK2N1,209,357,997,517,950,1111,188
MUL1,659,505,902,409,463,395,319
FAM43B,73,87,44,24,45,83,14
CDA,297,422,231,616,292,1049,599
PINK1,588,389,627,418,315,546,549
MIR6084,0,0,0,0,0,0,0
PINK1-AS,13,6,11,10,5,6,5
DDOST,7688,7215,9492,5279,3504,5028,5162
KIF17,132,95,59,55,203,82,47
SH2D5,239,129,206,214,84,182,74
HP1BP3,1739,1630,2013,1569,1150,1594,1191
EIF4G3,1627,1593,1429,1297,588,1504,655
MIR1256,0,0,0,0,0,0,0
ECE1,763,556,680,714,301,531,451
ECE1-AS1,0,2,0,4,0,3,0
NBPF3,32,18,85,92,62,208,10
ALPL,3052,2532,3612,2417,1223,2832,2788
RAP1GAP,116,108,134,122,87,139,64
USP48,3566,2747,2711,2457,1475,2582,1772
LDLRAD2,4,12,8,9,14,9,4
HSPG2,719,725,316,723,124,935,650
CELA3B,0,1,0,1,0,0,0
CELA3A,1,0,0,0,0,0,0
LINC01635,5,15,1,2,3,1,8
LINC00339,299,574,316,429,165,565,356
CDC42,10445,8935,15115,7541,7312,10864,12673
WNT4,36,51,229,15,11,26,21
MIR4418,0,0,0,0,0,0,0
ZBTB40,418,221,406,358,244,244,178
EPHA8,194,119,284,342,42,276,42
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,237,171,300,287,59,341,73
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,2,5,0,0,0,2,1
KDM1A,5121,4213,5915,4629,1717,4747,2507
MIR3115,0,0,0,0,0,0,0
LUZP1,4116,2441,3997,3772,2223,2045,2753
HTR1D,21,72,58,141,58,128,3
LINC01355,54,109,30,53,35,78,37
HNRNPR,14054,8767,16400,10247,5963,9469,7651
ZNF436,9,14,14,4,11,17,10
ZNF436-AS1,13,68,21,6,10,22,14
TCEA3,6,20,11,1,16,0,17
ASAP3,369,261,512,434,151,434,235
E2F2,97,79,107,97,30,107,19
LOC101928163,0,0,1,0,0,0,0
ID3,27347,16494,37472,17435,6353,24009,30525
MDS2,0,4,1,0,0,2,2
RPL11,291241,302381,229067,238323,184887,237391,222809
ELOA,2447,1140,2276,1720,1372,1361,1095
ELOA-AS1,219,213,211,167,123,220,93
PITHD1,5245,3922,6331,3977,3592,4084,3529
LYPLA2,4682,3529,6309,3940,1922,4499,2796
GALE,787,804,1080,756,921,752,1454
HMGCL,207,655,371,218,662,289,360
FUCA1,362,314,337,315,202,252,380
CNR2,6,3,1,0,1,1,5
MIR378F,0,0,0,0,0,0,0
PNRC2,5110,4610,3678,4184,2034,4559,2238
SRSF10,12368,9301,12903,8498,6524,8629,7415
MYOM3,2,2,0,1,1,1,0
IL22RA1,9,10,6,4,5,3,4
IFNLR1,251,186,234,284,119,301,90
LINC02800,0,1,0,1,0,0,0
GRHL3,16,25,15,9,7,15,208
STPG1,216,225,141,189,188,215,100
NIPAL3,395,346,314,562,164,433,110
RCAN3AS,25,41,11,29,22,30,7
RCAN3,1075,811,723,1782,461,1228,445
NCMAP-DT,1,0,0,1,0,0,0
NCMAP,2,11,1,4,3,9,1
SRRM1,11525,8890,9655,9679,5697,7194,5691
CLIC4,3299,2876,3244,3356,3156,4376,3329
RUNX3,24,24,17,11,12,17,13
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,3604,3715,4240,2779,3930,2916,2699
RSRP1,1311,1214,1345,892,947,1097,734
RHD,24,11,5,1,1,1,2
TMEM50A,5915,6486,7872,4840,5051,6603,6101
RHCE,9,12,10,4,2,4,11
MACO1,857,524,1199,872,677,459,705
LDLRAP1,596,346,585,406,308,373,764
MAN1C1,254,130,212,253,109,255,852
SELENON,1086,1214,754,1108,464,1336,678
MTFR1L,947,734,1168,717,564,914,555
LOC646471,31,11,7,15,14,13,11
AUNIP,1159,906,1415,927,668,783,619
PAQR7,84,141,89,81,65,132,153
STMN1,35173,38282,52690,27699,23214,43860,32706
MIR3917,0,0,0,0,0,0,0
PAFAH2,216,218,195,210,144,226,118
EXTL1,6,4,4,1,4,3,4
SLC30A2,3,4,12,4,13,0,3
TRIM63,1,1,0,0,1,0,1
PDIK1L,69,111,102,66,40,92,55
FAM110D,66,59,199,134,70,98,58
C1orf232,1,4,3,2,1,2,1
ZNF593,7057,4340,5202,4818,5169,4589,4583
CNKSR1,228,234,150,206,175,231,143
CATSPER4,1,2,0,0,0,0,0
ZPLD2P,249,346,147,167,79,230,96
CEP85,440,268,363,406,183,373,210
SH3BGRL3,11110,11080,12457,11652,9270,15113,8294
UBXN11,299,196,325,138,116,176,106
CD52,38,72,35,16,3,88,7
CRYBG2,651,399,506,427,499,276,440
ZNF683,0,0,0,0,2,0,0
LIN28A,11390,10201,7609,14307,5123,9827,5150
DHDDS,864,597,821,549,459,495,490
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,40117,24930,64834,26950,20721,29860,20419
RPS6KA1,1161,912,1161,765,489,1002,673
MIR1976,0,0,0,0,0,0,0
LOC101928728,6,15,8,11,7,9,5
ARID1A,3987,3137,2843,5072,2219,4755,2625
PIGV,213,424,245,201,110,268,131
ZDHHC18,546,395,676,488,315,458,351
SFN,805,347,214,309,1114,266,1533
GPN2,1126,764,1020,735,750,586,649
GPATCH3,554,348,503,397,516,335,322
NR0B2,1,0,0,0,0,0,0
NUDC,17036,9904,15942,9959,9120,8613,9181
KDF1,722,778,800,759,553,957,448
TRNP1,2338,1560,2145,1706,2161,1548,1465
TENT5B,3183,2320,2337,2275,2489,2213,1681
SLC9A1,381,264,326,409,245,307,239
WDTC1,163,194,200,204,82,300,168
TMEM222,1273,672,1668,786,1181,717,1050
ACTG1P20,178,127,128,148,131,126,117
SYTL1,331,808,232,245,203,417,611
MAP3K6,131,161,94,93,34,121,69
FCN3,4,5,1,2,3,1,3
CD164L2,51,155,43,56,11,101,9
GPR3,87,67,56,68,35,131,36
WASF2,5845,4224,5051,4390,4148,4336,2974
AHDC1,389,320,372,474,95,603,252
FGR,3,15,0,18,3,5,2
LINC02574,0,2,0,0,0,1,0
IFI6,173,289,147,188,78,262,53
FAM76A,573,671,583,429,327,575,362
STX12,344,255,364,307,252,421,290
PPP1R8,1367,1012,1322,961,852,1029,808
SCARNA1,0,0,1,0,0,0,0
THEMIS2,176,205,147,196,80,148,92
RPA2,3741,3083,4952,2272,2943,1980,2062
SMPDL3B,1671,1008,1472,1658,567,1578,942
XKR8,1208,844,1050,678,508,761,567
EYA3,887,477,1166,608,297,862,477
PTAFR,42,57,26,112,25,126,85
DNAJC8,10791,9487,10716,8285,5982,7566,6449
ATP5IF1,26400,23440,15459,21903,15367,13496,10275
SESN2,1042,981,881,855,3024,935,1189
MED18,178,266,199,179,167,90,89
PHACTR4,1851,1713,1263,1752,1035,2148,795
RCC1,2867,1512,3747,1883,925,2053,1591
SNHG3,3351,3471,2427,3651,2106,5192,1390
SNORA73A,0,4,1,2,0,0,0
SNORA73B,2,2,2,1,4,2,0
TRNAU1AP,3063,1809,3145,1841,1791,1405,1525
SNHG12,1430,1371,1850,1441,2379,1377,1398
SNORD99,1,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,2,1,0,0
SNORA16A,3,1,0,1,0,0,0
RAB42,511,536,294,679,125,844,148
TAF12,3008,2528,3685,2391,2538,2486,2956
LINC01715,15,23,18,30,20,22,7
RNU11,0,0,0,0,0,0,0
GMEB1,1190,1130,1195,1174,699,1477,626
YTHDF2,8745,6209,11606,7727,5948,7903,6142
OPRD1,89,76,61,68,30,89,15
EPB41,1877,1426,2712,1559,667,1526,636
TMEM200B,137,163,174,106,102,201,225
SRSF4,5928,4998,6240,4340,2281,5535,3357
MECR,1581,1281,1433,1305,777,1219,947
PTPRU,467,484,276,419,126,371,318
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,1,0
MATN1,3,6,2,3,1,7,2
MATN1-AS1,3,3,0,0,1,2,2
LAPTM5,4,12,2,5,2,12,6
MIR4420,0,0,0,0,0,0,0
LINC01778,5,3,1,4,51,1,9
SDC3,280,262,492,511,243,447,285
PUM1,3990,3150,3024,4045,1849,4445,2207
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,1967,1003,2147,1552,664,1641,460
SNRNP40,5515,5205,9373,4815,3494,6592,5122
ZCCHC17,7084,3849,4803,5015,2775,3574,2597
FABP3,3042,941,1918,1205,361,1271,543
SERINC2,1431,1095,1567,1549,791,1596,442
LDC1P,0,0,0,0,0,1,0
LINC01226,0,0,0,0,1,0,0
TINAGL1,110,156,57,159,57,294,117
HCRTR1,0,1,5,1,2,0,0
PEF1,2437,1306,2900,1481,1533,1229,1561
COL16A1,30,27,52,58,40,28,35
ADGRB2,155,173,211,238,75,344,38
MIR4254,0,0,0,0,0,0,0
SPOCD1,12,8,6,11,50,12,0
PTP4A2,9445,7068,10397,8448,7789,8880,6416
KHDRBS1,13832,11593,14618,11384,6497,14404,8884
TMEM39B,1255,757,1309,870,540,732,527
MIR5585,0,0,0,0,0,0,0
KPNA6,2895,2540,2197,2672,1197,2869,1486
TXLNA,1579,1179,1213,1174,842,1078,788
CCDC28B,1601,1636,2352,1369,499,1837,543
IQCC,147,131,212,127,109,81,65
DCDC2B,0,1,0,1,0,0,0
TMEM234,569,259,565,323,468,220,285
EIF3I,13376,10547,17077,9081,8616,8292,8093
MTMR9LP,237,448,317,284,107,328,99
FAM167B,27,67,11,44,16,69,8
LCK,599,1062,610,930,502,1387,163
HDAC1,3184,3472,3315,1724,1480,2175,2104
MARCKSL1,52565,40670,90707,53685,31604,55266,39829
FAM229A,127,184,80,83,88,125,41
TSSK3,1,5,2,0,2,2,1
BSDC1,803,745,990,822,755,862,640
ZBTB8B,291,312,242,226,102,272,80
ZBTB8A,1089,990,956,790,723,886,546
ZBTB8OS,4571,4293,4430,3960,3239,3638,4194
RBBP4,3530,3852,4304,3574,1587,4516,2614
SYNC,420,712,558,383,236,235,253
KIAA1522,722,713,559,655,444,851,1200
YARS1,4318,2205,4741,2998,2758,3267,3412
S100PBP,722,804,670,757,420,1106,396
FNDC5,59,45,105,36,30,35,47
HPCA,31,71,66,44,21,94,5
TMEM54,366,406,585,254,614,512,697
RNF19B,305,315,249,227,284,384,360
AK2,3553,2403,4060,2573,1565,2574,1828
AZIN2,23,30,34,16,32,19,17
TRIM62,135,91,115,215,51,183,74
