H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
ELOA-AS1,4,1,31,0,2,19,17
PITHD1,92,17,262,10,53,383,208
LYPLA2,72,17,158,11,53,325,169
GALE,26,6,67,15,7,159,77
HMGCL,70,8,214,10,37,231,138
FUCA1,75,8,246,21,43,321,78
CNR2,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,88,22,215,9,35,262,198
SRSF10,286,36,533,37,144,699,455
MYOM3,0,0,0,0,1,2,4
IL22RA1,0,0,0,0,0,0,0
IFNLR1,0,0,1,0,1,1,0
LINC02800,0,0,0,0,0,0,0
GRHL3,3,0,0,0,1,2,0
STPG1,22,2,14,2,12,19,16
NIPAL3,126,50,136,12,121,390,243
RCAN3AS,1,0,2,0,0,1,1
RCAN3,28,7,48,6,21,45,50
NCMAP-DT,0,0,0,0,0,0,0
NCMAP,0,0,0,0,0,1,0
SRRM1,318,63,451,34,111,583,432
CLIC4,292,127,1230,33,516,1074,1921
RUNX3,2,2,10,0,6,0,0
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,301,33,554,47,92,739,372
RSRP1,204,38,338,15,83,497,262
RHD,0,0,0,0,0,0,0
TMEM50A,487,107,1611,122,345,2131,1427
RHCE,2,1,5,0,2,11,6
MACO1,75,16,151,13,47,237,111
LDLRAP1,19,8,43,4,16,123,54
MAN1C1,5,1,60,0,27,60,20
SELENON,54,28,332,8,65,242,310
MTFR1L,116,23,215,14,58,324,181
LOC646471,0,0,2,0,1,1,0
AUNIP,0,0,7,1,1,2,2
PAQR7,21,9,51,1,18,185,167
STMN1,654,59,1812,196,196,1206,589
MIR3917,0,0,0,0,0,0,0
PAFAH2,21,10,35,1,30,39,43
EXTL1,11,10,4,0,105,8,90
SLC30A2,0,0,0,0,0,1,3
TRIM63,0,0,0,0,0,0,1
PDIK1L,9,2,20,3,3,18,11
FAM110D,0,0,8,0,1,1,1
C1orf232,0,0,1,0,0,0,0
ZNF593,144,27,602,27,138,783,577
CNKSR1,0,0,0,0,0,3,0
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,3,0,0,0,0,2,7
CEP85,8,3,12,2,3,11,9
SH3BGRL3,1505,327,6126,721,1473,10491,10937
UBXN11,16,3,30,0,7,35,23
CD52,0,0,0,0,0,1,3
CRYBG2,0,0,0,1,0,0,0
ZNF683,0,0,0,0,0,0,0
LIN28A,0,0,0,0,0,0,0
DHDDS,46,15,101,6,37,155,93
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,771,121,1737,121,250,2017,971
RPS6KA1,4,3,5,2,6,5,8
MIR1976,0,0,0,0,0,0,0
LOC101928728,1,0,2,0,0,2,1
ARID1A,109,51,199,13,101,321,262
PIGV,44,14,110,3,26,81,54
ZDHHC18,15,5,37,2,15,63,33
SFN,0,0,0,0,0,1,0
GPN2,29,9,72,1,22,103,59
GPATCH3,22,4,33,4,10,46,28
NR0B2,0,0,0,0,0,0,1
NUDC,310,65,600,68,164,799,364
KDF1,0,0,0,0,0,0,1
TRNP1,96,61,318,25,57,360,156
TENT5B,4,3,6,1,0,49,16
SLC9A1,40,24,70,3,39,125,173
WDTC1,24,10,85,2,19,101,59
TMEM222,82,15,180,10,46,321,183
ACTG1P20,5,1,17,0,2,11,11
SYTL1,3,1,3,0,2,1,10
MAP3K6,16,11,44,1,16,49,38
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,0,0,0,0,0,2,0
WASF2,340,75,764,52,156,574,415
AHDC1,69,22,139,4,31,118,89
FGR,0,0,0,0,0,0,0
LINC02574,0,0,0,0,0,0,0
IFI6,84,219,234,76,55,201,73
FAM76A,17,4,64,1,11,69,66
STX12,101,22,193,11,59,306,233
PPP1R8,46,14,141,4,39,146,91
SCARNA1,0,0,0,0,0,0,0
THEMIS2,1,0,19,0,1,1,1
RPA2,107,12,160,6,34,260,107
SMPDL3B,0,0,1,1,1,0,1
XKR8,13,2,33,0,11,69,31
EYA3,25,2,72,2,16,128,63
PTAFR,0,0,0,0,0,0,0
DNAJC8,418,52,647,37,123,772,468
ATP5IF1,1369,252,1637,141,481,2730,2539
SESN2,150,59,277,15,100,241,232
MED18,14,6,22,0,7,19,13
PHACTR4,93,19,162,8,30,133,129
RCC1,20,11,66,4,15,58,41
SNHG3,43,11,350,7,37,163,141
SNORA73A,0,0,0,0,0,0,0
SNORA73B,2,0,0,0,0,2,1
TRNAU1AP,67,10,188,17,31,156,114
SNHG12,25,12,84,6,11,121,105
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,2,1,8,0,1,8,5
TAF12,163,18,418,26,59,612,328
LINC01715,3,1,7,0,2,12,6
RNU11,0,0,0,0,0,0,0
GMEB1,48,9,43,7,24,94,46
YTHDF2,252,56,594,34,121,577,493
OPRD1,0,0,0,0,0,0,1
EPB41,28,8,26,5,17,49,43
TMEM200B,6,3,9,1,4,10,13
SRSF4,165,29,352,15,72,303,203
MECR,60,13,128,6,24,209,97
PTPRU,31,13,51,0,55,150,87
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,1,0,1,0,0,1,0
MATN1-AS1,0,1,6,1,1,5,2
LAPTM5,0,0,0,0,0,1,0
MIR4420,0,0,0,0,0,0,0
LINC01778,3,2,2,0,1,4,1
SDC3,59,63,195,7,170,117,203
PUM1,166,53,408,18,131,487,377
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,0,0,0,0,1,4,0
SNRNP40,143,14,299,17,45,418,190
ZCCHC17,153,12,257,21,79,417,274
FABP3,49,1,27,22,24,15,17
SERINC2,98,32,680,24,1196,952,538
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,16,0,3,6,0,85,115
HCRTR1,0,0,0,0,0,0,0
PEF1,154,34,262,18,104,388,177
COL16A1,16,39,402,0,118,1216,172
ADGRB2,4,3,18,0,25,214,45
MIR4254,0,0,0,0,0,0,0
SPOCD1,6,2,32,3,19,114,201
PTP4A2,394,90,1421,87,313,2041,1132
KHDRBS1,203,42,759,44,85,788,442
TMEM39B,24,2,88,6,17,53,35
MIR5585,0,0,0,0,0,0,0
KPNA6,100,61,268,15,100,409,241
TXLNA,112,44,258,7,80,334,255
CCDC28B,172,38,213,14,37,402,141
IQCC,5,0,7,0,1,0,3
DCDC2B,0,0,1,0,0,0,0
TMEM234,50,3,111,14,10,185,91
EIF3I,364,72,1107,64,165,1269,487
MTMR9LP,5,0,54,0,2,14,15
FAM167B,1,1,18,0,4,6,5
LCK,0,0,0,0,0,0,0
HDAC1,76,19,186,11,32,217,132
MARCKSL1,373,13,1023,118,42,2835,643
FAM229A,31,10,13,1,6,99,37
TSSK3,0,0,2,0,1,0,1
BSDC1,91,47,176,12,81,545,176
ZBTB8B,8,1,2,0,3,5,3
ZBTB8A,53,12,115,2,17,126,73
ZBTB8OS,213,32,303,22,78,657,307
RBBP4,93,19,200,14,45,429,323
SYNC,228,52,243,12,144,347,241
KIAA1522,27,12,38,2,33,37,66
YARS1,153,54,434,22,134,485,241
S100PBP,25,11,85,2,34,176,97
FNDC5,4,1,6,0,0,34,4
HPCA,0,0,1,0,0,1,1
TMEM54,108,22,213,17,54,171,142
RNF19B,13,2,32,2,7,53,35
AK2,104,27,251,24,80,533,270
AZIN2,6,1,18,1,4,28,27
TRIM62,10,4,39,4,13,19,38
ZNF362,51,17,97,4,24,109,63
A3GALT2,0,0,0,0,0,0,0
PHC2,108,34,496,33,77,655,418
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,0,1,0,0,0,0
ZSCAN20,5,0,4,1,1,7,3
CSMD2,1,0,5,0,5,14,15
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,1,0,1,0,0,0,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0
GJB3,0,0,0,0,0,0,0
GJA4,0,0,0,0,0,0,0
SMIM12,93,16,248,22,56,392,229
DLGAP3,0,0,0,0,0,2,0
LOC653160,7,0,7,0,3,7,5
TMEM35B,261,34,575,23,81,675,342
ZMYM6,25,12,35,5,14,76,50
ZMYM1,26,5,50,1,12,62,48
SFPQ,171,65,566,33,124,932,498
ZMYM4,87,28,177,10,49,239,119
ZMYM4-AS1,0,0,0,0,0,0,0
KIAA0319L,53,29,168,4,60,384,169
NCDN,46,20,83,3,46,149,88
TFAP2E,1,0,1,0,0,6,3
PSMB2,560,143,1277,108,231,2032,889
C1orf216,56,11,11,1,38,135,89
CLSPN,1,1,45,0,2,8,6
AGO4,8,3,39,1,12,15,35
AGO1,32,5,77,3,22,118,86
AGO3,62,18,157,3,49,123,128
TEKT2,0,0,0,0,0,1,0
ADPRHL2,119,20,199,16,37,258,251
COL8A2,26,12,146,0,13,44,654
TRAPPC3,243,42,774,45,122,872,668
MAP7D1,192,58,484,21,171,539,508
THRAP3,397,77,583,54,150,827,435
SH3D21,0,0,1,0,0,0,1
EVA1B,656,124,1644,135,297,1003,1086
