H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
TMEM88B,0,0,0,0,0,0,0
LINC01770,0,0,0,0,0,0,0
VWA1,0,28,18,0,0,8,6
ATAD3C,1,0,1,0,0,4,3
ATAD3B,38,79,45,2,4,69,45
ATAD3A,135,182,104,5,14,139,99
TMEM240,18,31,25,4,0,27,6
SSU72,1770,2953,1841,55,26,1948,1066
FNDC10,58,168,167,3,1,141,80
LOC105378586,0,0,0,0,0,0,0
MIB2,165,276,151,3,3,217,178
MMP23B,31,31,2,0,0,33,4
MMP23A,10,5,0,1,0,3,0
CDK11B,118,113,65,4,0,37,39
SLC35E2B,24,37,19,0,0,19,10
CDK11A,102,118,48,3,2,35,39
SLC35E2A,41,52,36,1,0,37,33
NADK,207,392,138,0,1,160,99
GNB1,1210,1907,842,42,29,938,606
CALML6,3,1,1,0,0,0,3
TMEM52,8,9,0,0,0,0,1
CFAP74,0,0,0,0,0,0,0
GABRD,0,0,0,0,0,0,0
LOC105378591,0,0,0,0,0,0,0
PRKCZ,3,5,2,3,0,11,4
PRKCZ-AS1,16,22,5,0,2,10,9
FAAP20,763,1423,610,33,8,718,699
SKI,183,275,152,3,4,132,107
MORN1,8,8,6,0,0,4,5
LOC100129534,2,4,1,1,0,1,1
RER1,1173,2084,1278,47,30,1640,1105
PEX10,142,256,155,5,2,120,73
PLCH2,7,4,0,1,0,0,2
PANK4,61,87,22,0,0,46,21
HES5,1,2,0,0,0,3,1
TNFRSF14-AS1,0,0,0,0,0,0,0
TNFRSF14,2,9,0,0,0,1,0
LOC100996583,0,0,0,0,0,0,0
PRXL2B,47,91,43,2,3,32,32
MMEL1,1,0,0,0,0,0,0
TTC34,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0
PRDM16-DT,21,5,0,1,0,0,0
PRDM16,40,30,8,1,1,0,0
MIR4251,0,0,0,0,0,0,0
ARHGEF16,1,23,7,0,0,0,0
MEGF6,161,63,51,7,1,29,30
MIR551A,0,0,0,0,0,0,0
TPRG1L,307,455,184,8,1,282,176
WRAP73,106,172,94,4,4,101,53
TP73,0,0,0,0,0,0,0
TP73-AS1,51,70,37,0,1,37,29
CCDC27,0,0,0,0,0,0,0
SMIM1,16,35,40,0,0,8,10
LRRC47,219,300,149,5,2,186,129
CEP104,117,173,76,0,5,97,62
DFFB,15,25,10,1,1,22,5
C1orf174,182,308,150,6,2,176,111
LINC01134,0,1,0,0,0,0,1
LINC01346,0,0,0,0,0,0,0
LINC01345,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0
AJAP1,0,0,1,0,0,0,0
MIR4689,0,0,0,0,0,0,0
NPHP4,17,20,18,0,0,16,10
KCNAB2,9,23,17,0,1,6,13
CHD5,10,11,0,5,0,1,7
RPL22,5623,9494,6702,228,82,5057,4585
LOC102724450,0,6,3,0,0,3,2
RNF207,23,42,5,0,0,36,20
ICMT,262,439,179,1,7,214,136
LINC00337,1,1,0,0,0,0,0
HES3,0,0,0,0,0,0,0
GPR153,14,18,21,1,0,12,11
ACOT7,192,352,153,15,2,128,89
HES2,0,1,0,2,0,2,1
ESPN,0,1,0,0,0,0,0
MIR4252,0,0,0,0,0,0,0
TNFRSF25,41,49,26,1,0,34,19
PLEKHG5,57,73,63,1,2,32,31
NOL9,182,268,102,3,4,102,67
TAS1R1,0,0,0,0,0,0,0
ZBTB48,63,97,47,1,1,47,42
KLHL21,162,192,98,4,3,132,124
PHF13,67,96,56,2,2,54,40
THAP3,141,241,102,7,4,119,84
DNAJC11,102,167,70,1,2,89,79
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,0,0,0,0,0,0
CAMTA1,732,1343,700,30,11,994,634
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,454,585,307,9,7,450,290
PER3,11,22,8,2,0,1,8
UTS2,0,0,0,0,0,0,0
TNFRSF9,0,0,0,0,0,1,0
PARK7,3902,6792,3397,152,64,3582,2488
ERRFI1,327,754,426,8,11,236,241
LINC01714,0,3,0,0,0,0,0
SLC45A1,24,26,9,1,0,18,14
RERE,284,304,131,17,4,405,159
RERE-AS1,0,0,2,0,0,0,0
SNORD128,0,0,0,0,0,0,0
ENO1,1585,2820,2322,60,87,1856,1630
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,2,8,3,0,0,9,3
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,1,0,0,0,0,67,6
GPR157,17,20,6,0,0,9,11
MIR34AHG,57,47,21,0,0,40,30
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,103,125,38,6,1,42,50
H6PD,88,154,172,3,0,85,73
SPSB1,469,264,141,2,8,421,194
LINC02606,13,23,8,0,0,10,3
SLC25A33,186,247,150,14,5,171,78
TMEM201,20,43,22,1,0,25,19
PIK3CD,11,50,33,0,0,20,22
PIK3CD-AS1,0,0,0,0,0,0,0
PIK3CD-AS2,55,143,47,1,0,18,37
CLSTN1,354,555,274,4,5,370,422
CTNNBIP1,262,437,256,14,6,247,187
LZIC,333,573,277,7,9,194,171
NMNAT1,73,119,94,0,0,40,50
TMEM274P,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,1,2,2,1,0,1,0
UBE4B,105,143,98,1,3,100,69
KIF1B,260,373,201,9,9,121,122
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,150,251,483,9,14,692,277
CENPS,60,153,81,3,0,78,44
CENPS-CORT,4,0,4,0,0,1,2
CORT,1,0,0,0,0,1,0
DFFA,248,342,252,7,5,167,123
PEX14,99,115,61,4,0,76,57
CASZ1,26,21,0,0,0,2,1
C1orf127,1,1,0,0,0,0,0
TARDBP,181,263,146,3,4,200,138
MASP2,0,0,0,0,0,1,0
SRM,1587,2680,1582,68,65,2076,1259
EXOSC10,113,190,81,1,3,96,42
EXOSC10-AS1,20,27,11,0,0,9,13
MTOR,145,187,82,1,2,104,62
MTOR-AS1,0,0,0,0,0,0,0
ANGPTL7,1,0,0,0,0,0,1
UBIAD1,69,121,47,4,1,60,38
DISP3,0,0,1,0,0,0,1
LINC01647,0,0,0,0,0,0,0
FBXO2,85,167,87,5,0,130,233
FBXO44,82,98,32,2,2,69,45
FBXO6,77,159,45,2,1,61,42
MAD2L2,98,186,156,9,1,98,55
DRAXIN,1,0,12,2,0,0,0
AGTRAP,222,497,397,6,5,438,530
C1orf167,1,1,1,0,0,3,0
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,59,69,54,1,0,46,44
CLCN6,33,49,15,0,1,28,20
NPPA-AS1,0,0,0,0,0,1,0
NPPA,0,0,0,0,0,0,0
NPPB,0,3,0,462,0,138,15
RNU5E-1,0,0,0,0,0,0,0
KIAA2013,258,365,199,7,3,232,161
PLOD1,417,532,428,11,11,561,537
MFN2,158,253,102,6,4,141,89
MIIP,118,169,65,1,4,216,72
MIR6729,0,0,0,0,0,0,0
TNFRSF8,0,0,0,0,0,7,0
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,0,2,0,0,0,2,0
MIR4632,0,0,0,0,0,0,0
VPS13D,65,129,54,1,0,77,60
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,24,163,71,1,0,1027,126
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,0,0
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,0,0,0,0,0,0,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,53,0
PDPN,29,98,422,0,0,5345,215
PRDM2,130,183,124,3,3,140,106
KAZN-AS1,0,0,0,0,0,0,0
KAZN,295,153,87,7,3,42,45
TMEM51-AS1,0,1,0,0,0,1,0
TMEM51,4,19,25,0,0,105,32
C1orf195,0,0,0,0,0,0,0
FHAD1,0,0,10,0,0,0,0
FHAD1-AS1,0,0,0,0,0,0,0
EFHD2,58,142,149,1,2,109,81
CTRC,0,1,0,0,0,0,0
CELA2A,0,0,0,0,0,2,0
CELA2B,0,0,0,0,0,0,0
CASP9,52,73,24,0,0,35,20
DNAJC16,74,122,116,2,4,89,91
SCARNA21B,0,0,0,0,0,0,0
AGMAT,5,10,5,0,0,2,9
DDI2,48,76,39,3,0,46,48
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,306,365,224,7,5,235,170
SLC25A34,7,6,10,0,0,13,5
SLC25A34-AS1,26,1,3,0,0,0,1
TMEM82,0,0,0,0,0,0,0
FBLIM1,1678,1174,539,61,15,213,364
UQCRHL,24,31,14,4,1,11,6
FLJ37453,37,51,15,2,1,43,13
SPEN,191,279,165,3,4,118,82
ZBTB17,85,113,69,2,0,67,46
SRARP,0,0,0,0,0,0,0
HSPB7,491,99,7,4,1,19,3
CLCNKA,0,2,0,0,0,0,0
CLCNKB,0,0,0,0,0,0,1
FAM131C,2,7,4,0,0,1,1
EPHA2,384,565,266,14,4,316,230
ARHGEF19,35,41,23,0,2,62,34
CPLANE2,5,12,18,0,1,9,12
FBXO42,85,142,48,2,1,57,53
SZRD1,350,486,284,8,8,270,218
SPATA21,0,1,0,0,0,0,0
NECAP2,394,579,315,9,9,223,200
LINC01772,5,9,3,0,0,3,2
CROCCP3,14,16,11,0,0,7,6
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,0,0,0,0,0,1,1
MIR3675,0,0,0,0,0,0,0
NBPF1,77,131,54,1,5,66,54
CROCCP2,61,95,27,2,0,18,30
MST1P2,2,8,5,0,0,11,2
ESPNP,0,0,0,0,0,0,0
MST1L,2,3,1,0,0,1,0
LOC112267871,0,0,0,0,0,0,0
LOC105376805,164,287,5,0,0,200,72
CROCC,61,138,80,2,0,49,40
MFAP2,420,669,1030,11,8,705,1274
ATP13A2,98,146,117,2,3,118,125
SDHB,330,592,338,12,8,377,273
PADI2,1,20,1,0,0,1,1
LINC02783,0,1,2,1,0,9,7
PADI1,17,46,1,0,0,3,2
PADI3,0,0,0,0,0,0,0
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,0,0
PADI6,0,0,0,0,0,0,0
RCC2,298,584,288,9,5,194,199
ARHGEF10L,100,129,41,0,4,22,24
ACTL8,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,0,0,1,0,0,0,0
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,39,47,26,0,2,31,22
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,37,51,25,2,1,11,30
UBR4,365,545,195,6,9,298,220
EMC1-AS1,42,53,45,1,1,50,36
EMC1,141,271,151,1,1,248,150
MRTO4,214,361,290,8,8,207,117
AKR7L,4,2,4,0,1,5,2
AKR7A3,3,3,0,0,0,1,2
LOC100506730,6,11,9,0,0,4,5
AKR7A2,503,974,706,16,8,592,343
SLC66A1,51,114,104,1,2,59,67
CAPZB,1748,3512,1680,51,33,1816,1102
LOC105378614,0,0,0,0,0,0,0
MICOS10,2312,5245,2095,67,36,2878,2024
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,30,47,85,0,1,61,70
NBL1,1,11,3,0,0,4,3
HTR6,0,3,1,2,0,0,0
TMCO4,62,81,29,0,0,12,15
RNF186,0,0,0,0,0,0,0
OTUD3,49,54,23,4,0,44,23
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,6,0
PLA2G5,0,0,0,0,0,4,0
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,1,0,0,0,3,0
UBXN10,0,0,0,0,0,3,0
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,428,761,324,11,14,467,405
MUL1,175,261,99,1,4,109,102
FAM43B,2,0,0,0,0,0,6
CDA,0,5,4,1,0,8,11
PINK1,253,410,275,7,8,282,235
MIR6084,0,0,0,0,0,0,0
PINK1-AS,3,5,2,0,0,6,3
DDOST,894,1386,863,27,16,1506,813
KIF17,7,11,3,0,1,0,2
SH2D5,6,17,5,0,2,3,4
HP1BP3,697,908,460,14,4,385,354
EIF4G3,415,551,295,3,3,284,225
MIR1256,0,0,0,0,0,0,0
ECE1,201,365,140,9,7,226,204
ECE1-AS1,1,0,0,0,0,0,1
NBPF3,8,10,13,0,0,26,8
ALPL,67,661,1470,6,4,20,172
RAP1GAP,7,5,0,0,0,3,3
USP48,306,456,221,7,9,244,147
LDLRAD2,4,2,0,0,0,2,4
HSPG2,1154,1183,554,20,4,1097,618
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,3,4,0,0,0,3,5
LINC00339,29,61,40,1,0,22,22
CDC42,1715,3031,1993,62,40,2509,2093
WNT4,16,4,1,0,0,346,28
MIR4418,0,0,0,0,0,0,0
ZBTB40,73,102,43,2,0,59,29
EPHA8,0,0,0,0,0,0,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,27,172,120,1,1,168,127
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,0,1,0,0,0,0,0
KDM1A,221,297,156,5,7,151,132
MIR3115,0,0,0,0,0,0,0
LUZP1,697,881,365,30,21,461,365
HTR1D,4,2,1,0,0,0,4
LINC01355,10,17,18,0,0,28,19
HNRNPR,944,1263,649,34,26,482,489
ZNF436,33,51,30,0,0,18,13
ZNF436-AS1,17,36,13,2,0,19,23
TCEA3,211,219,37,1,2,12,27
ASAP3,14,21,56,0,1,18,9
E2F2,0,0,3,0,1,0,0
LOC101928163,0,0,0,0,0,0,0
ID3,6367,2237,574,222,188,3657,1568
MDS2,1,1,0,0,0,0,0
RPL11,9329,19491,16924,565,242,13867,11145
ELOA,277,331,167,6,5,224,132
ELOA-AS1,15,36,32,0,0,19,11
PITHD1,266,400,302,12,11,302,218
LYPLA2,205,267,126,8,1,261,152
GALE,111,145,98,9,3,100,88
HMGCL,144,284,219,2,0,164,143
FUCA1,181,209,164,7,1,247,88
CNR2,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,272,313,212,7,3,195,227
SRSF10,685,942,542,12,21,553,450
MYOM3,0,2,0,0,0,1,3
IL22RA1,0,0,0,0,0,0,0
IFNLR1,0,3,1,0,0,0,0
LINC02800,0,0,0,0,0,0,0
GRHL3,2,0,0,0,0,1,0
STPG1,31,83,12,1,1,22,12
NIPAL3,265,628,142,7,4,279,179
RCAN3AS,1,1,2,0,0,0,0
RCAN3,74,143,54,1,4,23,42
NCMAP-DT,1,0,0,0,0,0,0
NCMAP,0,0,0,0,0,0,0
SRRM1,755,1051,440,32,21,442,430
CLIC4,1059,2025,1384,13,16,820,1285
RUNX3,5,17,7,0,0,0,2
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,628,904,453,20,9,473,405
RSRP1,421,397,307,11,3,361,247
RHD,0,0,0,0,0,0,0
TMEM50A,1238,2583,1845,49,25,1691,1329
RHCE,8,11,3,0,0,13,3
MACO1,213,262,158,8,8,173,97
LDLRAP1,46,86,55,3,1,154,43
MAN1C1,1,24,43,1,0,63,26
SELENON,187,272,308,2,4,174,221
MTFR1L,297,427,205,10,5,227,173
LOC646471,1,0,2,0,0,0,1
AUNIP,0,3,11,0,1,1,0
PAQR7,28,82,59,1,1,139,107
STMN1,1711,1701,1814,117,39,668,648
MIR3917,0,0,0,0,0,0,0
PAFAH2,69,123,35,1,0,35,34
EXTL1,38,90,15,0,3,0,60
SLC30A2,2,4,0,0,0,0,0
TRIM63,0,0,0,0,0,0,0
PDIK1L,21,37,22,1,1,8,16
FAM110D,3,4,10,0,0,0,0
C1orf232,0,1,0,0,0,0,0
ZNF593,408,820,579,11,13,651,591
CNKSR1,2,1,0,0,0,3,0
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,10,13,0,0,0,0,6
CEP85,24,30,20,0,1,15,12
SH3BGRL3,4300,10360,7329,329,155,9905,8043
UBXN11,32,53,30,0,0,31,29
CD52,1,0,0,0,0,1,0
CRYBG2,0,2,0,0,0,0,0
ZNF683,0,0,0,0,0,0,0
LIN28A,0,0,0,0,0,0,0
DHDDS,102,203,78,3,2,137,92
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,1857,2540,1780,43,35,1465,1127
RPS6KA1,8,20,6,1,2,2,9
MIR1976,0,0,0,0,0,0,0
LOC101928728,2,2,1,0,0,2,0
ARID1A,340,463,232,10,8,274,174
PIGV,126,205,116,0,3,59,55
ZDHHC18,33,54,34,2,1,36,24
SFN,1,0,0,0,0,1,0
GPN2,61,111,63,4,4,72,63
GPATCH3,68,55,30,0,1,42,27
NR0B2,0,0,0,0,0,0,0
NUDC,743,1198,753,39,38,563,375
KDF1,0,0,0,0,0,0,0
TRNP1,322,1216,426,7,8,288,155
TENT5B,8,26,3,0,0,29,25
SLC9A1,119,175,65,0,2,87,137
WDTC1,78,127,69,0,0,86,61
TMEM222,207,275,203,1,2,205,153
ACTG1P20,17,27,16,1,0,6,6
SYTL1,7,11,3,0,0,0,3
MAP3K6,46,90,41,0,0,43,25
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,0,3,0,0,0,1,3
WASF2,939,1537,727,20,13,379,306
AHDC1,101,196,126,0,2,117,56
FGR,0,0,0,0,0,0,0
LINC02574,0,2,0,0,0,0,0
IFI6,253,5584,195,5,1,150,88
FAM76A,41,86,60,1,1,55,53
STX12,313,541,196,3,6,216,221
PPP1R8,147,224,104,6,3,102,128
SCARNA1,0,0,0,0,0,0,0
THEMIS2,1,12,16,0,0,0,4
RPA2,239,351,201,3,4,187,150
SMPDL3B,2,0,0,1,0,1,1
XKR8,53,102,21,3,0,43,24
EYA3,73,112,91,3,0,115,44
PTAFR,1,2,1,0,0,0,0
DNAJC8,975,1391,680,38,17,616,463
ATP5IF1,3175,5089,1895,106,29,2462,2450
SESN2,387,668,295,6,1,172,129
MED18,52,64,16,0,1,14,7
PHACTR4,223,345,177,8,0,74,101
RCC1,50,94,82,1,1,44,39
SNHG3,139,206,281,5,3,139,126
SNORA73A,0,0,0,0,0,1,0
SNORA73B,0,1,0,0,0,1,0
TRNAU1AP,175,341,188,6,1,126,106
SNHG12,85,168,70,3,1,117,109
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,1,0,0,0,0
SNORA16A,0,0,0,0,0,0,0
RAB42,11,23,12,0,0,8,1
TAF12,416,613,419,14,6,484,285
LINC01715,12,15,7,0,0,11,5
RNU11,0,0,0,0,0,0,0
GMEB1,104,143,69,2,0,63,46
YTHDF2,578,962,524,21,14,430,398
OPRD1,0,0,0,0,0,0,0
EPB41,75,78,25,3,0,39,23
TMEM200B,8,24,17,0,0,12,3
SRSF4,432,570,364,9,11,237,179
MECR,162,219,149,4,2,136,83
PTPRU,89,85,55,1,0,108,61
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,2,1,1,0,0,1,0
MATN1-AS1,5,7,7,0,0,8,2
LAPTM5,1,1,0,0,0,0,0
MIR4420,0,0,0,0,0,0,0
LINC01778,9,13,3,0,0,1,2
SDC3,287,502,256,5,3,71,161
PUM1,470,675,386,11,3,376,331
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,0,3,0,0,0,3,0
SNRNP40,265,548,309,10,6,365,203
ZCCHC17,369,554,253,15,10,374,255
FABP3,121,78,51,3,0,3,8
SERINC2,270,1121,828,14,5,1038,511
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,63,1,3,0,0,51,155
HCRTR1,0,0,0,0,0,1,0
PEF1,344,559,274,10,5,288,189
COL16A1,29,336,353,0,0,1094,332
ADGRB2,14,30,23,0,1,162,33
MIR4254,0,0,0,0,0,0,0
SPOCD1,19,33,20,2,9,104,138
PTP4A2,1235,2005,1570,42,36,1690,1007
KHDRBS1,572,873,679,22,23,577,468
TMEM39B,57,91,74,4,0,41,28
MIR5585,0,0,0,0,0,0,0
KPNA6,291,494,258,7,6,293,200
TXLNA,336,535,256,8,3,222,178
CCDC28B,395,630,237,2,7,300,189
IQCC,15,11,4,0,0,6,4
DCDC2B,0,0,0,0,0,0,0
TMEM234,124,164,115,5,0,133,78
EIF3I,949,1663,1050,25,28,908,584
MTMR9LP,9,17,35,0,0,12,10
FAM167B,7,7,36,1,0,2,14
LCK,0,0,0,0,0,0,0
HDAC1,177,318,204,1,0,165,143
MARCKSL1,1253,537,751,153,37,1939,719
FAM229A,96,144,8,1,1,75,39
TSSK3,0,0,2,0,0,0,0
BSDC1,284,463,182,6,7,457,132
ZBTB8B,10,11,2,0,0,9,8
ZBTB8A,152,175,111,5,3,99,89
ZBTB8OS,547,980,355,12,9,560,267
RBBP4,220,271,199,7,3,285,370
SYNC,635,956,268,8,12,282,241
KIAA1522,112,179,53,0,2,23,46
YARS1,439,773,474,5,7,304,224
S100PBP,122,194,101,2,1,112,76
FNDC5,7,8,4,1,0,34,7
HPCA,1,3,1,0,0,1,0
TMEM54,176,672,251,4,2,135,97
RNF19B,26,51,36,1,1,43,31
AK2,346,570,261,4,5,385,250
AZIN2,10,21,16,1,0,14,23
TRIM62,58,78,36,0,0,28,33
ZNF362,184,174,97,2,1,67,62
A3GALT2,0,0,0,0,0,0,0
PHC2,316,475,421,8,13,627,382
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,0,0,0,0,0,1
ZSCAN20,14,15,3,0,0,4,5
CSMD2,1,8,3,0,1,10,11
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,0,4,0,0,0,0,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0
GJB3,0,1,0,0,0,0,0
GJA4,0,0,0,0,0,0,0
SMIM12,276,539,294,10,10,294,213
DLGAP3,0,2,0,0,0,0,0
LOC653160,14,20,14,0,0,5,4
TMEM35B,621,1077,541,11,8,479,384
ZMYM6,43,73,41,2,0,62,48
ZMYM1,49,99,58,0,0,66,58
SFPQ,492,762,561,5,27,806,493
ZMYM4,200,316,177,5,1,174,122
ZMYM4-AS1,0,0,0,0,0,0,1
KIAA0319L,159,268,151,5,2,260,166
NCDN,131,156,80,2,2,108,96
TFAP2E,4,7,1,0,0,2,1
PSMB2,1332,3354,1361,58,43,1425,958
C1orf216,181,275,37,2,3,103,77
CLSPN,11,24,80,1,1,3,1
AGO4,29,60,25,1,1,18,22
AGO1,80,143,68,2,3,70,59
AGO3,123,171,129,1,5,112,91
TEKT2,0,1,1,0,0,0,0
ADPRHL2,280,450,197,10,9,175,215
COL8A2,103,132,274,0,0,42,676
TRAPPC3,647,1130,834,19,13,686,578
MAP7D1,528,764,503,12,15,434,356
