H1.1,H1.2,H2.1,H3.1,H4.1,H5.1,H6.1
ICMT,863,832,898,77,308,938,1076
LINC00337,2,2,0,0,1,3,1
HES3,0,0,0,0,0,0,0
GPR153,44,42,80,9,16,38,89
ACOT7,678,721,869,238,235,594,1301
HES2,2,2,2,7,1,2,2
ESPN,0,1,0,0,0,1,0
MIR4252,0,0,0,0,0,0,0
TNFRSF25,124,97,158,9,16,132,174
PLEKHG5,193,150,274,20,26,136,235
NOL9,542,499,569,46,142,483,459
TAS1R1,1,0,1,0,0,0,1
ZBTB48,182,172,237,26,38,204,205
KLHL21,546,413,549,74,171,523,903
PHF13,253,204,271,30,56,207,356
THAP3,460,444,575,90,73,605,526
DNAJC11,330,329,434,31,73,445,502
LINC01672,0,0,0,0,0,0,0
CAMTA1-DT,0,0,1,0,1,0,3
CAMTA1,2070,2520,3355,386,438,3801,4896
CAMTA1-AS2,0,0,0,0,0,0,0
VAMP3,1355,1145,1372,187,285,2000,2251
PER3,46,51,37,14,5,13,56
UTS2,0,1,0,0,0,0,0
TNFRSF9,0,0,0,1,0,1,7
PARK7,11168,13123,16218,1716,2199,14326,16966
ERRFI1,1117,1493,2021,180,627,1114,2635
LINC01714,1,6,0,0,1,1,2
SLC45A1,94,61,47,15,15,73,68
RERE,869,558,721,197,154,1484,1180
RERE-AS1,4,1,3,0,0,3,2
SNORD128,0,0,0,0,0,0,0
ENO1,5175,5774,14743,1240,1560,9105,15425
MIR6728,0,0,0,0,0,0,0
ENO1-AS1,9,18,23,0,1,27,29
CA6,0,0,0,0,0,0,0
SLC2A7,0,0,0,0,0,0,0
SLC2A5,3,6,0,1,6,298,84
GPR157,69,36,39,3,15,51,92
MIR34AHG,168,112,120,7,33,167,186
MIR34A,0,0,0,0,0,0,0
LNCTAM34A,278,227,235,29,30,201,262
H6PD,322,316,794,19,97,361,521
SPSB1,1428,525,616,53,212,1517,966
LINC02606,34,41,39,1,6,34,21
SLC25A33,487,503,672,126,103,735,572
TMEM201,71,82,112,11,23,117,118
PIK3CD,51,93,173,9,49,114,206
PIK3CD-AS1,0,1,0,0,0,0,0
PIK3CD-AS2,151,255,208,11,11,97,216
CLSTN1,1293,1174,1494,98,431,1770,2772
CTNNBIP1,714,839,1222,135,249,1084,1416
LZIC,978,1098,1249,125,226,885,1256
NMNAT1,242,244,448,28,47,236,327
TMEM274P,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0
RBP7,5,6,21,12,2,2,3
UBE4B,357,317,553,28,91,428,491
KIF1B,868,720,985,131,224,616,935
RNU6-1,0,0,0,0,0,0,0
RNU6-2,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0
RNU6-9,0,0,0,0,0,0,0
PGD,510,510,2557,85,287,3168,1705
CENPS,188,289,391,36,73,293,267
CENPS-CORT,7,2,14,0,2,14,13
CORT,3,2,3,1,0,4,0
DFFA,789,670,1317,102,170,784,856
PEX14,295,228,290,52,54,339,334
CASZ1,80,36,1,7,3,9,12
C1orf127,7,2,4,0,0,0,1
TARDBP,669,514,728,78,138,860,917
MASP2,0,0,1,0,0,3,0
SRM,4665,5291,7860,762,1293,8555,8443
EXOSC10,374,385,418,42,106,342,342
EXOSC10-AS1,49,60,55,13,11,54,96
MTOR,488,363,394,37,84,392,459
MTOR-AS1,0,0,0,0,0,0,0
ANGPTL7,1,0,0,0,0,0,3
UBIAD1,226,220,295,40,45,214,268
DISP3,0,0,2,0,0,2,1
LINC01647,0,0,0,0,0,0,0
FBXO2,258,304,344,109,60,646,2267
FBXO44,271,191,186,45,47,304,397
FBXO6,237,291,193,33,57,246,242
MAD2L2,310,393,816,91,79,424,559
DRAXIN,1,1,36,9,0,1,0
AGTRAP,671,993,1785,148,258,2032,3068
C1orf167,4,1,2,0,0,7,4
C1orf167-AS1,0,0,0,0,0,0,0
MTHFR,189,138,236,28,31,174,305
CLCN6,109,103,116,12,27,153,143
NPPA-AS1,1,1,0,0,0,2,3
NPPA,0,0,0,0,0,1,0
NPPB,8,18,0,1471,76,551,624
RNU5E-1,0,0,0,0,0,0,2
KIAA2013,780,720,1044,96,222,1041,1228
PLOD1,1546,1110,2322,93,473,2306,4064
MFN2,549,518,539,62,159,642,707
MIIP,331,317,427,53,86,905,424
MIR6729,0,0,0,0,0,0,0
TNFRSF8,0,0,0,0,0,23,0
MIR7846,0,0,0,0,0,0,0
TNFRSF1B,0,3,4,0,0,4,1
MIR4632,0,0,0,0,0,0,0
VPS13D,236,260,347,17,53,355,343
SNORA59A,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0
DHRS3,106,289,363,15,18,4472,1002
MIR6730,0,0,0,0,0,0,0
AADACL4,0,0,0,0,0,1,0
AADACL3,0,0,0,0,0,0,0
C1orf158,0,0,0,0,0,0,0
PRAMEF12,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0
LINC01784,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0
HNRNPCL1,0,1,0,0,0,1,0
PRAMEF2,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0
PRAMEF36P,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0
PRAMEF15,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0
LRRC38,0,0,0,0,0,253,8
PDPN,88,183,1481,6,282,18860,1330
PRDM2,432,325,556,38,108,594,627
KAZN-AS1,0,0,0,0,0,0,0
KAZN,834,310,415,98,75,215,359
TMEM51-AS1,0,2,0,0,0,8,2
TMEM51,20,41,120,3,28,472,202
C1orf195,0,0,0,0,0,0,0
FHAD1,0,0,45,0,0,0,11
FHAD1-AS1,0,0,0,0,0,0,0
EFHD2,174,314,801,35,84,565,700
CTRC,0,2,1,0,0,0,1
CELA2A,0,0,0,0,0,6,0
CELA2B,0,0,0,0,0,0,0
CASP9,149,135,110,25,29,143,112
DNAJC16,267,261,511,29,87,407,609
SCARNA21B,0,0,0,0,0,0,0
AGMAT,21,27,22,2,10,34,53
DDI2,162,147,266,21,55,217,322
RSC1A1,0,0,0,0,0,0,0
PLEKHM2,877,714,1138,136,215,929,1055
SLC25A34,16,13,25,0,5,33,36
SLC25A34-AS1,57,4,7,2,2,0,10
TMEM82,0,0,0,0,0,0,0
FBLIM1,4920,2369,2688,751,537,1233,2779
UQCRHL,71,71,94,17,10,68,74
FLJ37453,112,107,121,30,22,132,150
SPEN,668,557,811,73,120,533,614
ZBTB17,275,214,320,21,59,278,323
SRARP,0,0,0,0,0,0,0
HSPB7,1483,246,13,198,590,145,28
CLCNKA,3,2,3,0,2,4,4
CLCNKB,7,0,0,2,0,1,3
FAM131C,7,15,28,6,4,8,25
EPHA2,1200,1138,1258,144,296,1318,1677
ARHGEF19,104,94,124,10,41,204,106
CPLANE2,17,19,77,1,5,33,63
FBXO42,296,251,325,38,60,233,390
SZRD1,1155,970,1536,136,295,1205,1619
SPATA21,1,1,2,0,0,0,2
NECAP2,1253,1070,1466,194,237,954,1481
LINC01772,11,20,23,1,4,13,29
CROCCP3,34,37,51,2,3,29,39
RNU1-1,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0
RNU1-4,0,0,0,0,0,0,0
RNVU1-18,0,0,0,0,0,0,0
LINC01783,0,1,1,0,0,1,1
MIR3675,0,0,0,0,0,0,0
NBPF1,263,294,215,29,107,309,309
CROCCP2,175,193,123,35,42,113,221
MST1P2,15,12,22,0,5,37,17
ESPNP,0,0,0,0,0,0,0
MST1L,6,4,6,0,4,7,2
LOC112267871,0,1,0,0,0,0,0
LOC105376805,516,534,18,24,67,763,479
CROCC,191,248,370,22,67,213,261
MFAP2,1260,1312,5329,69,554,2832,7394
ATP13A2,294,294,555,35,116,515,945
SDHB,941,1173,1700,205,196,1616,2017
PADI2,8,44,6,0,0,1,19
LINC02783,1,2,10,6,5,29,51
PADI1,59,106,6,2,7,9,20
PADI3,0,0,0,0,0,0,1
MIR3972,0,0,0,0,0,0,0
PADI4,0,0,0,0,0,1,0
PADI6,0,0,0,0,0,0,0
RCC2,1030,1165,1459,100,231,846,1561
ARHGEF10L,323,273,231,58,90,121,215
ACTL8,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0
KLHDC7A,1,1,2,0,0,0,0
PAX7,0,0,0,0,0,0,0
TAS1R2,0,0,0,0,0,0,0
ALDH4A1,121,98,141,13,26,140,136
MIR4695,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0
IFFO2,141,109,108,18,60,52,206
UBR4,1329,1151,1110,152,344,1396,1595
EMC1-AS1,115,95,166,14,12,156,210
EMC1,558,523,771,39,132,941,979
MRTO4,591,738,1464,139,156,969,928
AKR7L,11,7,9,1,5,8,13
AKR7A3,8,5,3,0,0,7,13
LOC100506730,24,25,49,1,12,18,44
AKR7A2,1544,1932,3193,222,302,2362,2546
SLC66A1,227,254,424,55,67,314,477
CAPZB,5455,6845,7869,770,1531,8068,7993
LOC105378614,0,0,0,0,0,0,0
MICOS10,6753,9898,9904,916,1785,11164,14644
MICOS10-NBL1,0,0,0,0,0,0,0
RPS14P3,99,119,412,15,30,261,538
NBL1,9,16,13,0,1,12,11
HTR6,1,5,1,2,2,4,0
TMCO4,171,145,137,32,31,69,99
RNF186,0,0,0,0,0,0,0
OTUD3,129,111,128,63,44,200,230
PLA2G2E,0,0,0,0,0,0,0
PLA2G2A,0,0,0,0,0,12,2
PLA2G5,0,0,1,0,0,7,0
PLA2G2D,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0
UBXN10-AS1,0,1,0,0,0,15,0
UBXN10,0,0,0,0,0,13,1
LINC01757,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0
CAMK2N1,1262,1468,1794,265,840,2101,2784
MUL1,535,512,559,50,89,491,621
FAM43B,7,0,2,0,8,4,120
CDA,5,11,20,1,57,17,109
PINK1,839,824,1429,122,410,1162,1678
MIR6084,0,0,0,0,0,0,0
PINK1-AS,10,9,12,2,0,23,20
DDOST,2443,2669,4391,347,434,6379,4696
KIF17,31,22,14,6,13,11,16
SH2D5,21,25,38,12,26,20,32
HP1BP3,2142,1783,2330,188,411,1628,2476
EIF4G3,1381,1076,1449,100,298,1295,1489
MIR1256,0,0,0,0,0,0,0
ECE1,710,732,956,175,330,958,1684
ECE1-AS1,3,3,0,0,0,3,2
NBPF3,28,22,40,4,15,91,35
ALPL,353,1361,6979,35,264,94,1239
RAP1GAP,15,16,3,14,5,18,11
USP48,999,876,1251,143,224,978,1048
LDLRAD2,11,5,1,0,1,11,10
HSPG2,4015,2465,3035,256,697,4352,4490
CELA3B,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0
LINC01635,7,8,4,0,0,8,13
LINC00339,76,111,166,19,18,109,208
CDC42,5716,5996,10256,953,1362,11254,14282
WNT4,37,9,2,1,10,1230,171
MIR4418,0,0,0,0,0,0,0
ZBTB40,224,197,224,32,69,232,180
EPHA8,0,0,0,1,0,2,0
MIR6127,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0
EPHB2,97,328,736,19,188,745,939
MIR4684,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0
TEX46,1,1,3,0,0,1,1
KDM1A,686,589,932,88,125,603,882
MIR3115,0,0,0,0,0,0,0
LUZP1,2126,1722,1865,335,455,2041,2743
HTR1D,8,5,2,0,2,2,28
LINC01355,24,33,96,4,9,82,108
HNRNPR,2795,2408,3527,319,433,2187,3011
ZNF436,98,90,138,9,18,74,142
ZNF436-AS1,52,72,117,8,14,63,218
TCEA3,618,426,180,9,53,61,179
ASAP3,52,50,289,4,15,98,88
E2F2,0,0,7,0,1,0,0
LOC101928163,0,0,0,0,0,0,0
ID3,16928,4327,4980,1995,1587,15852,10164
MDS2,1,1,0,0,0,0,1
RPL11,26707,37645,91851,6071,6620,56581,78521
ELOA,863,639,790,118,210,932,923
ELOA-AS1,45,69,139,3,7,63,98
PITHD1,760,758,1320,194,193,1340,1469
LYPLA2,638,521,794,128,139,1109,1224
GALE,292,294,511,70,50,525,624
HMGCL,471,559,1040,85,108,711,974
FUCA1,464,436,897,99,132,899,590
CNR2,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
PNRC2,766,583,1054,88,96,829,1364
SRSF10,2117,1889,2665,266,437,2288,2957
MYOM3,1,3,6,0,2,6,21
IL22RA1,0,0,0,0,0,0,0
IFNLR1,0,5,6,2,4,1,0
LINC02800,0,0,0,0,0,0,0
GRHL3,6,1,1,1,2,3,4
STPG1,109,148,98,14,25,82,103
NIPAL3,1000,1253,660,73,288,1246,1373
RCAN3AS,3,3,10,0,0,2,6
RCAN3,252,275,258,29,69,119,273
NCMAP-DT,1,0,0,0,0,0,0
NCMAP,0,0,0,0,0,1,0
SRRM1,2254,2044,2383,344,344,1937,2806
CLIC4,3604,4007,6756,302,1541,3528,10522
RUNX3,14,22,68,1,12,0,7
MIR6731,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0
SYF2,1929,1779,2494,357,328,2195,2816
RSRP1,1376,803,1595,123,204,1378,1595
RHD,0,0,1,0,0,0,1
TMEM50A,3833,5169,8361,792,1113,6914,9934
RHCE,16,20,20,2,8,47,41
MACO1,662,512,721,121,148,728,757
LDLRAP1,169,168,275,24,39,503,327
MAN1C1,14,38,257,1,43,200,133
SELENON,617,550,1621,46,161,737,1817
MTFR1L,840,789,1102,132,192,993,1222
LOC646471,4,2,10,0,4,1,6
AUNIP,1,10,47,4,4,4,21
PAQR7,129,148,267,11,36,651,880
STMN1,4335,3315,9752,1228,869,3298,4384
MIR3917,0,0,0,0,0,0,0
PAFAH2,244,229,180,9,68,147,208
EXTL1,111,211,44,0,237,10,499
SLC30A2,3,6,1,6,1,1,4
TRIM63,0,1,2,0,0,0,2
PDIK1L,65,63,80,8,11,48,84
FAM110D,4,7,54,0,1,1,8
C1orf232,0,1,1,0,0,0,0
ZNF593,1169,1562,2988,255,426,2685,3795
CNKSR1,5,3,1,0,0,10,3
CATSPER4,0,0,0,0,0,0,0
ZPLD2P,19,25,0,0,0,3,35
CEP85,74,67,91,9,19,44,57
SH3BGRL3,13797,20948,35692,4917,6034,39189,69944
UBXN11,111,106,145,8,28,141,152
CD52,2,0,0,0,0,2,5
CRYBG2,1,3,3,5,0,0,7
ZNF683,0,0,0,0,0,0,0
LIN28A,2,0,0,0,2,0,0
DHDDS,331,377,479,41,81,538,633
DHDDS-AS1,0,0,0,0,0,0,0
HMGN2,5226,4897,8931,752,821,6095,6846
RPS6KA1,32,35,43,12,11,13,55
MIR1976,0,0,0,0,0,0,0
LOC101928728,6,6,7,0,0,6,10
ARID1A,1179,922,1142,113,279,1047,1428
PIGV,356,402,505,19,68,281,388
ZDHHC18,117,119,208,20,53,194,206
SFN,1,0,3,0,0,4,2
GPN2,223,215,371,33,64,350,417
GPATCH3,184,116,172,16,28,168,177
NR0B2,0,0,0,0,0,0,1
NUDC,2295,2452,3738,544,621,2658,2918
KDF1,0,0,0,0,0,0,5
TRNP1,1157,2411,1880,175,234,1366,1014
TENT5B,34,46,31,1,2,145,114
SLC9A1,393,368,379,19,93,383,955
WDTC1,249,234,383,23,49,343,385
TMEM222,618,512,900,101,116,954,1189
ACTG1P20,40,42,79,5,5,31,45
SYTL1,27,26,15,1,7,2,49
MAP3K6,159,175,223,12,46,163,210
FCN3,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,0,0
GPR3,1,3,1,0,0,9,8
WASF2,2882,2914,3864,355,500,1841,2451
AHDC1,399,415,695,27,95,398,479
FGR,0,0,0,0,0,0,0
LINC02574,0,4,0,1,0,0,0
IFI6,637,9980,1042,435,254,604,491
FAM76A,150,164,307,13,38,222,384
STX12,921,1071,960,79,188,992,1499
PPP1R8,431,453,620,54,101,480,703
SCARNA1,0,0,0,0,0,0,0
THEMIS2,3,18,69,0,3,2,34
RPA2,649,653,838,113,109,805,884
SMPDL3B,4,0,1,2,1,3,4
XKR8,152,185,156,14,31,212,197
EYA3,208,223,472,28,46,442,328
PTAFR,2,4,1,1,0,4,1
DNAJC8,2730,2618,3370,429,407,2494,3285
ATP5IF1,9072,9746,8841,1209,1508,9409,17224
SESN2,1487,1275,1392,107,238,804,1379
MED18,118,126,126,15,21,56,73
PHACTR4,772,673,809,70,108,407,725
RCC1,174,180,425,25,36,212,246
SNHG3,379,397,1657,54,86,568,821
SNORA73A,0,1,0,0,0,1,0
SNORA73B,2,1,1,0,1,3,1
TRNAU1AP,530,658,979,98,106,544,808
SNHG12,255,358,447,160,57,421,643
SNORD99,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0
SNORA44,0,0,1,0,0,1,0
SNORA16A,0,0,0,0,0,0,0
RAB42,25,40,45,3,2,35,27
TAF12,1145,1164,2083,205,243,2001,2006
LINC01715,23,27,42,1,4,44,53
RNU11,0,0,0,0,0,0,0
GMEB1,286,268,327,38,71,277,283
YTHDF2,1794,1819,2767,348,369,1955,2939
OPRD1,0,0,0,0,0,0,1
EPB41,234,174,150,25,31,171,209
TMEM200B,44,44,70,1,15,43,41
SRSF4,1232,1059,1797,165,210,1043,1295
MECR,417,420,679,60,82,588,623
PTPRU,277,196,228,23,107,425,473
LINC01756,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0
MATN1,3,3,6,0,0,4,3
MATN1-AS1,16,16,32,12,5,27,22
LAPTM5,2,2,0,0,0,1,0
MIR4420,0,0,0,0,0,0,0
LINC01778,16,21,16,2,1,9,19
SDC3,1030,971,1179,65,376,331,1133
PUM1,1538,1303,1974,187,335,1588,2184
SNORD103A,0,0,0,0,0,0,0
SNORD103B,0,0,0,0,0,0,0
SNORD103C,0,0,0,0,0,0,0
NKAIN1,2,5,1,0,2,9,1
SNRNP40,812,1024,1611,164,146,1547,1445
ZCCHC17,1127,1071,1450,233,221,1402,1891
FABP3,342,167,182,164,87,27,81
SERINC2,824,2150,3082,184,3216,3978,3181
LDC1P,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0
TINAGL1,158,8,8,34,0,204,1068
HCRTR1,0,0,0,0,0,2,0
PEF1,1119,1114,1414,181,260,1299,1294
COL16A1,150,693,1903,3,243,4095,1350
ADGRB2,54,58,125,14,47,577,284
MIR4254,0,0,0,0,0,0,0
SPOCD1,90,88,256,26,92,521,1212
PTP4A2,3694,3896,7556,638,957,7262,7790
KHDRBS1,1611,1733,3814,310,288,2532,3129
TMEM39B,190,175,408,27,38,174,262
MIR5585,0,0,0,0,0,0,0
KPNA6,1021,967,1385,115,245,1318,1491
TXLNA,1122,1045,1310,76,208,1051,1354
CCDC28B,1058,1180,1138,73,151,1238,1192
IQCC,37,28,35,1,4,21,26
DCDC2B,2,0,1,0,0,0,0
TMEM234,367,328,522,66,59,558,574
EIF3I,2803,3345,5556,495,649,4163,3914
MTMR9LP,36,42,221,0,7,40,85
FAM167B,20,19,161,2,7,13,55
LCK,0,0,0,0,0,0,0
HDAC1,555,616,1057,71,96,716,944
MARCKSL1,2668,1048,4959,1032,367,8754,5805
FAM229A,250,273,67,21,32,316,246
TSSK3,0,0,6,0,1,0,2
BSDC1,881,890,940,93,207,1894,1119
ZBTB8B,33,22,6,1,4,27,24
ZBTB8A,441,355,490,38,72,439,494
ZBTB8OS,1543,1836,1702,214,305,2304,1987
RBBP4,684,551,1035,100,106,1354,2072
SYNC,1947,1859,1342,107,433,1261,1583
KIAA1522,326,364,228,15,94,113,379
YARS1,1396,1533,2317,223,312,1467,1669
S100PBP,343,363,437,28,82,478,512
FNDC5,19,13,31,8,3,110,25
HPCA,1,5,7,0,0,2,1
TMEM54,631,1256,1140,104,196,594,780
RNF19B,105,108,161,20,27,173,205
AK2,1046,1065,1348,117,243,1737,1832
AZIN2,27,50,79,13,15,76,174
TRIM62,143,132,184,8,47,88,238
ZNF362,551,348,452,39,75,333,443
A3GALT2,0,0,0,0,0,0,0
PHC2,892,906,2395,187,258,2340,2604
MIR3605,0,0,0,0,0,0,0
PHC2-AS1,0,1,2,0,0,0,1
ZSCAN20,44,26,24,6,4,16,25
CSMD2,14,22,22,1,17,43,77
HMGB4,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0
C1orf94,1,7,4,0,0,1,0
MIR552,0,0,0,0,0,0,0
GJB5,0,0,0,0,0,0,0
GJB4,0,0,0,0,0,0,0
GJB3,0,1,0,0,0,0,0
GJA4,0,0,0,0,0,0,0
SMIM12,779,971,1326,144,205,1260,1444
DLGAP3,1,5,0,0,0,4,1
LOC653160,34,38,44,1,5,24,41
TMEM35B,1728,2078,2654,177,308,2034,2513
ZMYM6,151,150,201,18,42,217,302
